ability	{'taipumus', 'taito', 'valta', 'mahti', 'kyvykkyys', 'kyky', 'soveltuvuus', 'aptitude'}
dry	{'mineraalinen', 'kieltolain_kannattaja', 'kuivata', 'ironinen', 'ehtynyt', 'kutistuvuus', 'absolutistinen', 'kuivilla', 'tyhjä', 'kuivin', 'kokoon_vetäytyminen', 'stypsis', 'dry', 'hedelmiä', 'jälkimaku', 'tylsä', 'kuivua', 'kehon', 'raitis', 'kuivattaa', 'paljas', 'kuiva', 'kieltolain_kannattajien'}
dull	{'hidastempoinen', 'tylsyttää', 'hiljentää', 'hidasjärkinen', 'rajoittunut', 'lyijynharmaa', 'himmentää', 'synkeä', 'madaltaa', 'väsyttävä', 'samea', 'turruttaa', 'ikävystyttävä', 'mykistää', 'vaientaa', 'typerä', 'pitkästyttävä', 'hidasälyinen', 'hidas', 'harmaa', 'puuduttaa', 'kuollut', 'kyllästyttävä', 'vaimennettu', 'uuvuttava', 'ärsyttävä', 'tylsä', 'vaimentaa', 'vaimea', 'verkkainen', 'hiljainen', 'tyhmä', 'heikko', 'tömähtävä', 'heikentää', 'käydä_tylsäksi'}
dust	{'sora', 'pirstaleet', 'kylvää', 'pentakloorifenoli', 'enkelitomu', 'sirottaa', 'jäänteet', 'fensyklidiini_hydrokloridi', 'congou', 'pölyä', 'orange_pekoe', 'pöly', 'varjostaa', 'sirotella', 'dust', 'angel_dust', 'enkelipöly', 'fensyklidiini', 'synteettinen_heroiini', 'ripottaa', 'rauniot', 'fannings', 'babylon_5', 'roska', 'pölyttää', 'pekoe', 'tomuttaa', 'oranssi_pekoe', 'tomu', 'teen_laatuluokitus', 'levittää', 'jätteet', 'pyyhkiä_pölyt', 'pcp', 'roskat', 'ripotella', 'kivimurska', 'roju'}
ear	{'korvaan', 'korvalehti', 'tähkä', 'kuulo', 'korva', 'pinnae', 'kärkipiste', 'erilaistähkäinen', 'korvanlehti', 'huomio', 'yhtäläistähkäinen', 'korva_hajoaminen', 'ihmisen_korva', 'korvat', 'ear', 'pinna', 'ulkokorva', 'kärki', 'kyntää'}
earth	{'namek', 'maapallon_ympärysmitta', 'namekilainen', 'sonic_the_hedgehog_-pelisarja', 'maatto', 'maallinen_elämä', 'maakosketus', 'tukevalla_alustalla', 'kiertotähti_maa', 'multa', 'maadoitus', 'maadoittaa', 'brontitall', 'maan_massa', "gene_roddenberry's_andromeda", 'ace_combat', 'maadoituksen', 'suojamaadoitus', 'maan_säde', 'golgafrincham', 'maailmaa', 'terra', 'maahan', 'mennä_koloonsa', 'lamuella', 'maadoittaminen', 'maailmassa', 'krikkit', 'earth', 'gene_roddenberry’s_andromeda', 'sonic_the_hedgehog', 'sähköiseen_maahan', 'maapallo', 'dragonball', 'maa-planeetta', 'tellus', 'terra_firma', 'maailma', 'maajohto', 'kuiva_maa', 'saiyan', 'maattaa', 'kami', 'magrathea', 'dragon_ball', 'maa-kiertotähti', 'maanpinta', 'planeetta_maa', 'maallinen_huolta', 'maa_massa', 'maadotus', 'maa', 'falken', 'andrómeda', 'zemlja', 'maan_ytimen_tutkiminen', 'kuivalla_maalla', 'milliways'}
eat	{'eat', 'syöttää', 'yo_gabba_gabba', 'syönti', 'syödä', 'kuluttaa', 'vaivata', 'skruudata', 'syövyttää', 'ruokkia', 'kuluttaa_loppuun', 'ruostuttaa', 'yo_gabba_gabba!', 'kiusata', 'mättää', 'ruokinta', 'syöminen', 'ruokailu'}
economy	{'kansantalouden', 'poliittinen_taloustiede', 'poliittisen_taloustieteen', 'taloustieteen', 'säästö', 'economy', 'maaseudun_taloutta', 'taloussysteemi', 'kansantaloustiede', 'säästämisaste', 'taloustieteet', 'säästäväisyys', 'walden', 'kansantalous', 'säästäminen', 'taloudellisen_järjestelmän', 'taloudellisuus', 'taloudellisesti', 'talouksien', 'taloustieteellinen', 'poliittinen_taloustieteilijä', 'elämää_metsässä', 'ekonomiikka', 'poliittisen_talouden', 'talousjärjestelmä', 'ekonomia', 'taloselämä', 'taloudellisia_järjestelmiä', 'talouteen', 'taloustiede', 'reaalitalouteen', 'talousteoria', 'talous'}
egg	{'egg', 'voidella_munalla', 'kulkunen', 'muna', 'voidella_kananmunalla', 'testikkeli', 'phasmida-suku', 'munantuotannon', 'munasolu', 'peruskerros', 'cheleutoptera', 'ellipsin', 'kala_muna', 'avointen_järjestelmien_yhteenliittäminen', 'kulkuset', 'palli', 'pallit', 'oosyytti', 'ovum', 'elliptinen', 'järjestys_phasmida', 'munia', 'soikio', 'kuljetuskerros', 'kiveksissä', 'sauvasirkka', 'phasmatodea-lahko', 'munat', 'teste', 'heitellä_munilla', 'osi-mallin', 'ellipsi', 'osi-malli', 'munantuotanto', 'kivesten', 'lintu_muna', 'phasmida', 'excelsior', 'setuptools', 'munanvalkuainen', 'kassit', 'munasolujen', 'kives', 'verkkokerros', 'kastaa_kananmunaan', 'järjestys_phasmatodea', 'soikea', 'osi-viitemalli', 'ovaali', 'sovelluskerros', 'kivekset', 'ballock', 'testikkelit', 'testis', 'munankeltuainen', 'kanan_muna', 'kananmuna', 'paskaa', 'osi', 'phasmatodea', 'kummitussirkat'}
election	{'ehdokas', 'valinta', 'demokraattisesti_valittu', 'kansanvaalilla', 'uudelleenvalintaa', 'vaalimääräys', 'vaalipolitiikan', 'uudelleenvalinnan', 'ennaltamääräys', 'armonvalinta', 'haastoi_vaalien', 'vaaliprosessin', 'haastoi_vaalit', 'election', 'uudelleenvalinnasta', 'vaalit', 'vaali'}
electron	{'negatron', 'negatroni', 'leveänokkamomotit', 'electron', 'elektronin', 'elektroni'}
elegance	{'kauneus', 'matemaattinen_eleganssia', 'eleganssi', 'kaunotar', 'valioyksilö', 'karlgeorg_hoefer', 'absoluuttinen_kauneus', 'aivan_mahtava_juttu', 'matemaattista_kauneutta', 'kauneusihanne', 'kaunis', 'sisäinen_kauneus', 'hienostuneisuus', 'helmi', 'matematiikan_kauneus', 'klassisen_kauneuden', 'tyylikäs', 'matemaattinen_kauneus', 'eleganssia', 'valio', 'koriste', 'tyylikkyys'}
emotion	{'tunteet', 'human_after_all', 'emotionaalinen', 'tunteellinen', 'emotion', 'mieltymys', 'ihmisen_tunteita', 'tunne', 'tunteellisuus', 'tunteita', 'emootio'}
emotionally	{'tunteet', 'tunne-elämältään', 'emotionaalinen', 'tunteellinen', 'tunteisiin_vetoavasti', 'mieltymys', 'ihmisen_tunteita', 'tunne', 'tunteellisuus', 'tunteita', 'emootio'}
engine	{'veturi', 'moottorin', 'rautatien_moottori', 'engine', '3d-moottori', 'veturin_moottorin', 'pelimoottori', 'motor', 'ray_alder', 'moottorit', 'ase', 'väline', 'rautatien_veturi', 'moottori', 'videopeli_moottori', 'moduuli'}
english	{'american_kieli', 'amerikka', 'englanti_keskipitkällä', 'english', 'englantilainen', 'englannin_kieli_ja_kirjallisuus', 'amerikanenglanti', 'brittienglanti', 'amerikan_englanti', 'englantilaiset', 'englanti', 'león_bloy', 'englannin', 'englanninkieli', 'anglisti', 'britannianenglanti_brittienglanti', 'englanninkielinen', 'englannin_kieli', 'englanti_suuria', 'sivukierre', 'englanti_filologian', 'britannian_englanti', 'opt-out', 'englanti_kieli', 'englanti_ihmiset', 'british_english', 'englanti-kieli', 'oxfordinenglanti', 'nykyenglanti', 'pohjois-amerikan_englanti'}
event	{'kuulija', 'tapahtuman', 'case', 'tapaus', 'ohjelman_tapahtuma', 'tapauksessa', 'vaikutus', 'tulos', 'lopputulos', 'näppäilyn', 'tapahtumakäsittelijä', 'näppäinpainalluksen', 'seurausta', 'seuraus', 'kuuntelija', 'vaikutukset', 'näppäimen_painallus', 'tapahtumakäsittely', 'avain_aivohalvaus', 'seurauksena', 'kuuloke', 'tapahtuma'}
experiment	{'koetteleminen', 'koe', 'kokeellista_tutkimusta', 'experiment', 'testata', 'kokeellisuus', 'the_experiment', 'kokeellinen', 'kokeen', 'koettaminen', 'tieteellisen_kokeen', 'kokeellinen_tiede', 'testi', 'koetus', 'kokeilu', 'testaus', 'kokeilla'}
extremely	{'erityisen', 'ylen', 'äärimmäisen', 'hyvin', 'erittäin', 'varsin', 'perin', 'tavattoman'}
eye	{'eyewall', 'sydän', 'kollateraalisilmu', 'silmulimitys', 'hankasilmu', 'adventiivisilmu', 'silmämuna', 'hibernaakkeli', 'eye', 'turio', 'bulbilli', 'alkeissilmu', 'leposilmu', 'silmu', 'kukkasilmu', 'näkö', 'vernaatio', 'oculus', 'rivisilmu', 'jonosilmu', 'talvisilmu', 'silmään', 'empty_yard_experiment', 'päätesilmu', 'runkokukinta', 'katsoa', 'myrskynsilmä', 'seriaalisilmu', 'terminaalisilmu', 'rähmä', 'oculi', 'optiikka', 'silmuasento', 'huomio', 'näkö-', 'sokea_piste', 'katsella', 'jälkisilmu', 'myrskyn_silmä', 'juurisilmu', 'itusilmu', 'keskus', 'optinen', 'kärkisilmu', 'alkuunsa', 'silmät', 'talvehtimissilmu', 'keskusta', 'kaulifloria', 'silmä', 'the_eye', 'keskipiste', 'sokea_täplä', 'yhdiste_silmät', 'silmut'}
fall	{'kaato', 'syksyllä', 'päätyä_jllk', 'meripeninkulman_hämärän', 'antautua', 'laskea', 'natalia_lesz', 'lankeemus', 'syöstä_alas', 'vähentyä', 'siirtyä', 'vapaa_pudotus', 'crepuscule', 'saada_surmansa', 'nauttinen_hämärä', 'tulla_jksk', 'love_me_like_you_do', 'siirtyä_perintönä', 'mennä', 'pienentyä', 'kaltevuus', 'osua', 'viettää', 'rinne', 'fall_of_man', 'tuho', 'lasku', 'kapitulaatio', 'laskeutua', 'gloam', 'viettävyys', 'evenfall', 'aamuhämärä', 'syntiinlankeemus', 'illan_hämy', 'sattua', 'syys', 'pudottuaan', 'putoaminen', 'astronominen_hämärä', 'kukistua', 'tarttua_jhk', 'synketä', 'ryhtyä_jhk', 'hämärä', 'sataa', 'the_fall', 'vähetä', 'iltahämärässä', 'luhistua', 'palata', 'porvarillinen_hämärä', 'romahdus', 'hämy', 'fall', 'laskuajan', 'alamäki', 'iltahämärä', 'lankeaminen', 'hämärän_aika', 'liikkua', 'sortua', 'the_first_lady', 'syntyä', 'joutua_jkn_piiriin', 'tulla', 'gloaming', 'yö_saapuu', 'pudotus', 'kaatua', 'pin', 'paistaa', 'believe', 'langeta', 'tulla_jkn_osaksi', 'kaatuminen', 'illansuu', 'crepuscle', 'antautuminen', 'syksy', 'joutua_jhk', 'pudota'}
far	{'kaukainen', 'liian', 'entiset_asevoimat', 'ääri-', 'näin_kauas', 'far', 'the_sun_is_often_out', 'interahamwe', 'pitkä', 'tiettyyn_pisteeseen', 'pitkälle', 'ala_suhde', 'armeija_vapautusarmeijan_ruandan', 'paljon', 'oikeanpuoleinen', 'alir', 'puolustusvoimien_entisen', 'hyvin', 'kauas', 'kaukana_oleva', 'kaukana', 'ruandan_vapautuksen_demokraattiset_joukot', 'etäällä'}
fat	{'rasva-aineet', 'glycerolipid', 'hedelmällinen', 'kutistuvuus', 'rasvakudokseen', 'viskeraalisen_rasvan', 'obeesi', 'paino', 'stypsis', 'liikalihavuus', 'file_allocation_table', 'viljava', 'tuottoisa', 'jälkimaku', 'paksuus', 'rasvainen', 'kehon', 'liikapaino', 'päärynälihavuus', 'kuiva', 'mehevä', 'ylipainoisuus', 'mineraalinen', 'lihominen', 'rasvaa', 'rasvakudos', 'paksu', 'rasvat', 'lipidi', 'rasva', 'fat32', 'obesiteetti', 'tilanvaraustaulukko_', 'adiposis', 'lipidit', 'lihava', 'fat', 'rasvakudoksen', 'pulskistaa', 'lihottaa', 'lihavuus', 'silava', 'lipidien', 'kokoon_vetäytyminen', 'rasvapitoinen', 'rasva-aine', 'ylipaino', 'ihra', 'ylipainoinen', 'hedelmiä', 'pulleus', 'läski', 'suuri', 'lipide', 'rehevä', 'rasva-', 'lipoid', "what's_that_noise?"}
father	{'synnyttää', 'business-mies', 'confident', 'father', 'yrittäjähenkeä', 'entrepreneur', 'isänsä', 'isä_kirkossa', 'katolinen_pappi', 'don', 'isä_jumala', 'entrepreneurship', 'kirkon_isä', 'isäpuoli', 'isä-jumala', 'sarjayrittäjä', 'isä', 'pappeuteen', 'roomalaiskatolinen_pappi', 'esi-isä', 'co-perustaja', 'siittäjä', 'liikemies', 'johtomies', 'katoliset_papit', 'kirkkoisä', 'yrittäjyys', 'kirkko_isä', 'jumala', 'the_gift', 'isyys', 'mafiapomo', 'isi', 'biologinen_isä', 'yrittäjä', 'liikenainen', 'faija', 'siittää', 'apurina', 'perustaja', 'katolisen_pappeuden', 'islamin_käsitys_jumalasta', 'kirkkoisät', 'saada_jälkikasvua', 'pappi', 'hedevanhempi', 'saada_perillinen'}
fear	{'inside_out_–_mielen_sopukoissa', 'kauhu', 'marillion', 'ihailla', 'arvostaa', 'pelätä', 'pelko', 'kumartaa', 'inside_out', 'huoli', 'huolehtiminen', 'kunnioitus_jumalanpelko', 'klinik', 'kunnioittaa', 'pelokkuus', 'kunnioitusta', 'kammo', 'fear', 'huolta', 'syvä_kunnioitus', 'hirvittää', 'kunnioitus'}
feather	{'höyhenet', 'höyhenpeite', 'höytysäde', 'höyhenpuku', 'hapsutus', 'vuohiskarva', 'super_mario_kart', 'airon_kääntäminen_lappeelleen', 'feather', 'sulka', 'hysteria', 'jakovlev_jak-15', 'saada_höyhenet', 'eclipse_höyhenpeite', 'höyhen', 'peittää_höyhenillä', 'kääntää_lappeelleen', 'filoplume', 'barbule', 'pontata'}
feeling	{'tunteet', 'tuntemus', 'ilmapiiri', 'mielipide', 'tuntoaistimukset', 'tunto', 'ymmärrys', 'haju', 'tuntopalautteen', 'vaikutelma', 'vaikutelman', 'sävy', 'käsitys', 'tunteellinen', 'tuntoon', 'somatosensoristen', 'ilme', 'tuntoaistimus', 'tuntoaisti', 'henki', 'intuitiivinen_tunne', 'tunne', 'somatosensoristen_järjestelmä', 'tunnelma', 'tuntuma', 'ihoaistimus', 'usko'}
few	{'harvat', 'määrä', 'kvantiteetti'}
fight	{'vastustaa', 'taistelu', 'puolustautua', 'kamppailu', 'tappelu', 'combat_training', 'frames', 'kamppailla', 'taistelunhalu', 'selkkaus', 'kahakka', 'kilpailukykyä', 'tapella', 'sitoutuminen', 'kampanjoida', 'taistelut', 'välikohtaus', 'taistelevat', 'taistella', 'painostaa', 'kilpailuhenkisyys', 'fight', 'kiihottaa', 'ottelu', 'ristiriita', 'kahakoita', 'konflikti', 'ponnistella', 'aseellinen_taistelu', 'osallistua_kampanjaan', 'taistella_jtk_vastaan', 'fight!!', 'ajaa_tarmokkaasti', 'taistella_jnk_puolesta', 'aseelliseen_taisteluun', 'nujakka'}
fingernail	{'kynnet', 'sormenkynsi', 'varpaankynsi', 'sormenkynnet', 'varpaankynnet', 'kynsi', 'unguicula', 'sormen_kynsi', 'kynsien'}
fire	{'kiihkeys', 'emerson_lake_and_palmer', 'synnyttää', 'innoittaa', 'kritiikki', 'tulitus', 'fire/jericho', 'herättää', 'erottaa', 'tulipalot', 'tykitys', 'elp', 'räjähdysmäinen_tulipalo', 'fervidness', 'tulisija', 'viestikoelaitos', 'nostattaa', 'palaa', 'laukaista', 'palo', 'vastustus', 'kiihko', 'white_noise', 'laueta', 'tulipalo', 'emerson_lake_&_palmer', 'suurpalo', 'liekkimeri', 'avotuli', 'suuri_hartaus', 'kärventää', 'the_heathens_fire', 'ampua', 'tina_barrett', 'puolustusvoimien_tiedustelulaitos', 'syrjäyttää', 'emerson,_lake_&_palmer', 'viestikoekeskus', 'smoke_n_mirrors', 'fire,_the_acoustic_album', 'palava_into', 'fire', 'irtisanoa', 'saada_aikaan', 'pätsi', 'tulen', 'emerson,_lake_and_palmer', 'finnish_defence_intelligence_agency', 'tuli', 'fervency', 'arvostelu', 'heartbreak_on_hold', 'anarchy', 'olla_polttoaineena', 'liekehtivä', 'avata_tuli', 'into', 'antaa_potkut', 'leona_lewis', 'sanoa_irti', 'kelis_was_here', 'ryöpytys', 'käyttää_polttoaineena', 'nuotio', 'liekki', 'polttaa', 'paljastaa', "let's_cheers_to_this"}
fish	{'fluoresoiva_in_situ-hybridisaatio', 'fluoresenssi_in_situ-hybridisaatio', 'vatsaevä', 'pinna_analis', 'go_fish', 'fish', 'linea_lateralis', 'pisces', 'fingerling', 'pinna_caudalis', 'ichthyofauna', 'elver', 'ruokakala', 'twist', 'pterygium_anterius', 'pinna_dorsalis', 'peräevä', 'rintaevä', 'kaloja', 'kalojen_anatomia', 'kalat_kalat', 'pikkukala', 'phish', 'derek_william_dick', 'kalastaa', 'rasvaevä', 'selkäevä', 'kala', 'luettelo_pokeritermeistä', 'kalastella', 'derek_dick', 'let_go', 'kalanpoikanen', 'onkia', 'pterygium_posterius', 'pehmeä_ray', 'pyrstöevä', 'pterygiophore', 'paista', 'kalat'}
five	{'pikku_phoebe', 'succeeder', 'sugarcult', 'koripallomaajoukkue', 'channel_5', 'viisi', 'saavuttaja', 'v', 'viisikko', 'femma', 'five', '5', 'menestyjä', 'hollywood_undead', 'koripallojoukkue', 'viitonen', 'pentadi', '5ive', 'persoonallisuusenneagrammi'}
float	{'uittaa', 'jäätelöjuoma', 'osakeannin_merkitsemätön_osa', 'juoma', 'jäätelön_sooda', 'leijua', 'leijailla', 'kaasun_virtsarakon', 'css', 'julkinen_float', 'liukuluku_aritmeettinen', 'jäätelöä_float', 'jäätelösooda', 'float', 'silottaa', 'ponttooni', 'ponton', 'ieee_754', 'ilmarakko', 'viive', 'uimarakko', 'css-tyyli', 'kelluke', 'räjähtävä_purku', 'ponttoni', 'liukulukuja', 'kellua', 'savukoski_vene', 'laskea_vesille', 'muuntaa_liukuluvuksi', 'uimarakon', 'swimbladder', 'vapaasti_vaihdettavien', 'liukulukuaritmetiikkaa', 'css-tyylisivut', 'rappauslasta', 'lillua', 'vesica_pneumaticus', 'näytöslava', 'uida', 'päästää_kellumaan', 'free_float', 'cascading_style_sheets', 'double_precision', 'lentää', 'bobfloat', 'ajautua', 'olla_tuuliajolla', 'lasta', 'hallitsematon_purku', 'puhaltaa', 'paraati_float', 'korkki', 'panna_liikkeelle', 'ajelehtia', 'css-tyylit', 'koho', 'liukuluku', 'kelluu', 'tasottimet_float'}
flow	{'nestemekaniikka', 'fluidimekaniikka', 'virta', 'tilavuusvirtaus', 'gravity_recovery_and_interior_laboratory', 'rap-artisti', 'kuukautiset', 'virtaava', 'räppärit', 'proto-rap', 'hydraulinen_paine', 'virtausdynamiikassa', 'hydraulisylinteri', 'suuntaus', 'rap', 'virtausmekaniikka', 'virtausoppi', 'kulku', 'kohensi_polku', 'hydraulinen', 'kuukautiskierto', 'psyykkinen_entropia', 'menstruaatio', 'valua', 'hydraulisesti', 'nesteen_fysiikka', 'menstruoida', 'emceeing', 'virtausnopeuden', 'young_money_entertainment', 'virtausdynamiikka', 'virtaaminen', 'laskeutua', 'verkon', 'virtausnopeus', 'ykseys', 'hydrodynamiikka', 'tasaisesti', 'flow-festivaali', 'juoksu', 'virtaama', 'nesteen_fysiikan', 'virtaus', 'polymenorrea', 'räppäri', 'virtaustekniikka', 'menkat', 'flow_festival', 'räppäys', 'virrata', 'grail', 'työnkulku-dimension_jäsen', 'rappari', 'hilloviikot', 'nestettä_dynamicist', 'olla_kuukautiset', 'hydrauliikka', 'virtauksen', 'hydrauliikkasylinteri', 'nesteen_virtaus', 'juoksuttaa', 'tulvia', 'tilavuusvirta', 'tilavuusvirran', 'florent_mothe', 'räppääminen', 'flow', 'catamenia'}
flower	{'kukat', 'huippu', 'bambi', 'kukinta', 'kukinnan', 'flower', 'olla_kukassa', 'kukka', 'supreme_show', 'gackt', 'terälehti', 'kukoistus', 'kukkia', 'kasvukaudella', 'kukkii', 'puhjeta', 'paras_ikä', 'epicuticular_vaha', 'relient_k', 'verholehti', 'play', 'silmut', 'kukinta-aika', 'runsaus'}
fly	{'kärpänen', 'wanessa', 'ciara', 'lentää_edessä', 'ovela', 'perhoslaastari', 'rainfly', 'karata', 'lentää_pallo', 'perhosuinti', 'lyödä_korkea_pallo', 'perho', 'diptera', 'haihtua', 'sepalus', 'kaksisiipiset', 'hms_fly', 'vipunosto', 'totta_kärpäsiä', 'halkiolista', 'teltta_läppä', 'juluppi', 'rynnätä', 'korkea_pallo', 'lennähtää', 'teltta-fly', 'rientää', 'abrázame', 'kiitää', 'lennättää', 'lentää', 'perhonen', 'wanessa_camargo', 'lyödä_kaaripallo', 'hävitä', 'ciara_harris', 'häipyä', 'liehuttaa', 'paeta', 'dipterans', 'ovivaate', 'fly', 'ohjata', 'oviaukon_läppä', 'kaksisiipinen'}
fog	{'usva', 'verhota_sumuun', 'sumuisuus', 'tuman', 'fog', 'hämärä', 'huuma', 'pimentää', 'sumentaa', 'piilottaa', 'peittää_pilvellä', 'merisavu', 'maa_sumu', '10th_avenue_freakout', 'pimeys', 'the_fog', 'sumu', 'hämäryys', 'peittää_pilviin', 'peittää_näkyvistä'}
food	{'kiinteä_ruoka', 'ajattelemisen_aihe', 'sapuska', 'ajattelemisen', 'ravintoaine', 'minimiravinne', 'makroravintoaineiden', 'ravinteet', 'ravinteiden', 'zico_chain', 'ruoka', 'elintarvikkeiden', 'henkinen_ravinto', 'ravinteita', 'kirby', 'luettelo_ruokaan_liittyvistä_aiheista', 'food', 'hengenravinto', 'ravinne', 'ravinto'}
foot	{'jalkaväkirykmentin', 'jalusta', 'mollusca', 'jalkaväkeä', 'alusrakenne', 'perustus', 'sokkeli', 'nilviäiset', 'alareuna', 'englanninjalka', 'runojalka', 'jalkaklaani', 'ft', 'neliöjalka', 'jalkaterät', 'jalka', 'maksaa', 'kanta', 'pes', 'pada', 'runomitta', 'alusta', 'ompelukone', 'arkki', 'selkärangattomien_jalka', 'metrinen_jalat', 'poljento', 'käärinliina', 'alapää', 'etuliikki', 'perusta', 'understructure', 'perustuksia', 'vantti', 'antura', 'skuutti', 'kulkea_jalkaisin', 'tyvi', 'pohjatyö', 'käpälä', 'purjeen_jalus', 'jalkopää', 'ompelukoneiden', 'jalkapohja', 'perusrakenne', 'liikki', 'ihmisen_jalka', 'rakennuspohja', 'jalkaterä', 'nilviäisiä', 'perusmuuri', 'eläin_jalka', 'alaliikki', 'isopurjeen_jalus', 'molluski', 'metrinen_yksikkö', 'juuri', 'ompelukoneita', 'sää_arkki', 'foot', 'mainsheet', 'nilviäinen', 'alaosa', 'jalkaväki', 'metrinen_jalka', 'perustukset', 'laskea_yhteen', 'phylum_mollusca', 'jalus', 'jalkaa', 'kävellä', 'perus', 'pohja', 'takaliikki', 'clew', 'kivijalka', 'foot_clan', 'jalkaväen', 'vakoilija'}
forest	{'skuke', 'woods', 'korpi', 'havumetsät', 'näreikkö', 'metsät', 'metsikkö', 'skutsi', 'forest', 'metsäinen', 'metsämaa', 'sydänmaa', 'nottingham_forest_f.c.', 'aarniometsä', 'salo', 'metsä_korpi', 'metsittää', 'puualue', 'metsässä', 'skuuge', 'timberland', 'puumaila', 'lauhkean_vyöhykkeen_metsämaa', 'puu', 'nottingham_forest', 'toimialuepuuryhmä', 'puusto', 'aarnio', 'viita', 'skuuke', 'muuttaa_metsämaaksi', 'juurtunut_puu', 'viidakko', 'lehto', 'wälder', 'skutta', 'kutsi', 'nottingham_forest_fc', 'vesakko', 'havumetsää', 'metsää', 'metsä', 'metsän', 'skugge', 'skuija', 'selkonen'}
four	{'four', 'neli-', 'linja_4', 'rajan', 'planetary', '4', 'suburban_kids_with_biblical_names', 'quaternity', 'quatern', 'tetractys', 'saavuttaja', 'neljän_ryhmä', 'bleeker_ridge', 'seaweed', 'persoonallisuusenneagrammi', 'neloset', 'kuusi', 'succeeder', 'kvaterniot', 'neljän_paikalla', 'kvaternio', 'neljän_pisteen_nappula', 'kvartetti', 'channel_4', 'quaternion', 'forth', 'little_joe', 'nelikko', 'iv', 'menestyjä', 'neljä', 'tetrad', 'quaternions', 'tetraktys'}
freeze	{'jäätymispiste', 'keskeyttää', 'roikkua', 'sulkea', 'jumi', 'jordin_sparks', 'freeez', 'bloodline', 'pysähtyä_liikkumattomaksi', 'pysähdys', 'jähmettyä_paikalleen', 'pakkasta', 'pakkasjakso', 'todd_smith', 'jähmettyä', 'jäädyttäminen', 'pakkanen', 'pakastaa', 'jähmettyminen', 'jäädyttää', 'jäätyminen', 'tulipalopakkanen', 'jäätää', 'olla_pakkanen', 'paleltua', 'puuduttaa_jäädyttämällä', 'queen_elvis', 'freeze', 'käyttäytyä_jäätävästi', 'jäätyä', 'pysähtyminen', 'halla'}
fruit	{'mineraalinen', 'saada_tuottamaan_hedelmää', 'hedelmöidä', 'kantaa_hedelmää', 'fruit', 'tulos', 'kutistuvuus', 'hedelmä', 'hedelmät', 'kokoon_vetäytyminen', 'stypsis', 'hedelmiä', 'jälkimaku', 'siemen_pod', 'kehon', 'sato', 'tuotto', 'kuiva'}
full	{'perinpohjainen', 'kokonaan', 'täydellisesti', 'väljä', 'aivan', 'leveästi_leikattu', 'kokonainen', 'hyvä', 'kasvaa', 'täysi', 'kokonais-', 'täynnä', 'täyteläinen', 'täysin', 'koko', 'pöyhöttää', 'pöyhentää', 'täydellinen', 'selvä', 'pullollaan', 'ilmeinen', 'täysi-of-the-moon', 'koko_kuun', 'tarkka', 'täynnä_oleva', 'täysikuu', 'kylläinen'}
garbage	{'romurauta', 'pöty', 'romu', 'tähteet', 'jäteaines', 'jäteastia', 'jäteainekselle', 'ruokajäte', 'bones', 'jätemateriaali', 'jätteitä', "elmo_kennedy_o'connor", 'kuona-aine', 'metalliromu', 'jäte', 'yhdyskuntajäte', 'roskaa', 'roskis', 'roska', 'yhdyskuntajätteen', 'ruoanjätteet', 'kieltäytyä', 'kiinteän_jätteen', 'garbage', 'jätteet', 'asumisjäte', 'roskat', 'metallijäte', 'hölynpöly', 'talousjätteet', 'withering_to_death.'}
give	{'antaa_tehdä', 'synnyttää', 'cold', 'esittää_tieto', 'kohdistaa', 'lahjoitus', 'antautua', 'aiheuttaa', 'vaikuttaa', 'tehdä_tilaa', 'romahtaa', 'give', 'pet_your_friends', 'toimeenpanna', 'lahja', 'antaa_takaisin', 'määrätä', 'kimmoisuutta', 'syöttää', 'taipua', 'joustavuus', 'omistautua', 'antaa_haltuun', 'antaa', 'on', 'siirtää_haltuun', 'painua_kasaan', 'tuomita', 'organisoida', 'myötävaikuttaa', 'omistaa', 'myöntää', 'jousto', 'väistyä_tieltä', 'arvioida', 'the_giver', 'joustaa', 'antaa_lahjaksi', 'saada_aikaan', 'pitää', 'helpottaa', 'suoda', 'toteuttaa', 'ehdottaa', 'osoittaa', 'antaa_lääkettä', 'sortua', 'lahjoittaa', 'kertoa', 'ojentaa', 'ilmaista', 'näyttää', 'myöntyminen', 'tuottaa', 'paljastaa', 'tarjota_pääsy', 'luopua', 'suostuminen', 'antaa_tietä', 'lahjoja', 'uhrata', 'antaa_tuomio', 'tarjota', 'siirtää', 'siirtyä', 'antaa_avustuksena', 'väistyä', 'antaa_arvio', 'luoda', 'esittää', 'kantaa_kortensa_kekoon', 'välittää', 'antaa_sanansa', 'kurkottaa', 'lahjoittaja', 'jättää_jonnekin', 'ruokkia', 'luhistua', 'järjestää', 'panna_täytäntöön', 'tuoda_julki', 'kimmoisuus', 'antaa_periksi', 'antaa_vastineeksi', 'pyhittää', 'antaa_korvaukseksi', 'antaa_myöten', 'avustaa', 'murtua', 'avautua', 'tapahtua'}
