ability	{'inteligencia', 'šikovnosť', 'talent', 'nadanie', 'aptitude', 'schopnosť'}
dig	{'vykopať', 'nadrieť_sa', 'bodať', 'narobiť_sa', 'kopať', 'rozumieť', 'drieť_sa', 'odmakať', 'pichať', 'makať', 'dig', 'získavať_obraz', 'posmievať_sa', 'pochopiť', 'porozumieť', 'chápať', 'nalopotiť_sa', 'archeologické_náleziská', 'oddrieť', 'lopotiť_sa', 'ryť', 'získať_obraz', 'získať_predstavu', 'vykopávať', 'drieť', 'kopanie', 'získavať_predstavu'}
dinner	{'večera_s_oslavou', 'pobedný_čaj', 'tiffin', 'večeru', 'čas_na_čaj', 'popoludňajší_čaj', 'déjeuner', 'desiatu', 'čaj', 'olovrant', 'čas_na_podávanie_čaju', 'teatime', 'čas_na_olovrant', 'hostina', 'ľahký_obed', 'obed', 'večera'}
dirty	{'zablatiť', 'rýchla_vyrovnávacia_pamäť', 'pamäť', 'fúľať_sa', 'dirty', 'znečistiť', 'pôdy', 'zašpiniť_sa', 'začadiť', 'cache', 'zabrýzgať_sa', 'mazať', 'zabrýzgať', 'mazať_sa', 'pošpiniť_sa', 'ufúľať_sa', 'umazať', 'znečistené', 'l1_cache', 'hlinené', 'cache_cpu', 'znečisťovať', 'riadok_rvp', 'set-asociatívne', 'fúľať', 'medzipamäť', 'špinavý', 'zablatiť_sa', 'zašpiniť', 'hlina', 'vyrovnávacia_pamäť_procesora', 'pôda', 'l2_cache', 'vyrovnávacia_pamäť', 'dirrty', 'zem', 'riadok_rýchlej_vyrovnávacej_pamäte', 'cache_line', 'zamazať', 'špiniť', 'rýchla_vyrovnávacia_pamäť_procesora', 'používanie_vyrovnávacej_pamäte', 'blatiť', 'pošpiniť', 'zaprasiť', 'inštrukčnú_cache', 'medzipamäte', 'umazať_sa', 'okydať_sa', 'zafúľať', 'špiniť_sa', 'blok_rýchlej_vyrovnávacej_pamäte', 'zamazať_sa', 'okydať', 'zemina', 'špinavé', 'l3_cache', 'write-back', 'underworld'}
disease	{'zdravotné_poruchy', 'morbidita', 'porucha', 'morbídne', 'begowal', 'zápal_pohrudnice', 'ochorenie', 'zdravotný_stav', 'choroby', 'choroba', 'chorý', 'nemoc', 'unwellness'}
dissolve	{'rozmraziť_sa', 'rozpúšťať', 'plynulý_prechod_crossfade', 'roztopiť_sa', 'rozmraziť', 'rozpustiť_sa', 'rozpúšťať_sa', 'rozpustiť', 'roztápať', 'roztápať_sa', 'roztopiť'}
disturb	{'siahať_na_niečo', 'trápiť', 'pohýnať', 'miešať_sa', 'siahnuť_na_niečo', 'agitovať', 'poškodiť', 'rozrušovať', 'rozrušiť', 'dotýkať_sa', 'sužovať', 'pohnúť', 'zmiešať', 'dotknúť_sa', 'zamiešať', 'narušovať', 'znepokojiť', 'pliesť_sa_do', 'zapliesť_sa_do', 'narúšať', 'narušiť', 'štúrať_sa', 'poškodzovať', 'znepokojovať'}
do	{'konať', 'spôsobiť', 'vykonať', 'spôsobovať', 'tao', 'počínať_si', 'večierku', 'stačiť', 'vyhrať', 'urobiť', 'jebať', 'pichať', 'zabíjať', 'uspieť', 'párty', 'zabiť', 'postačiť', 'šukať', 'vystupovať', 'dariť_sa', 'prekonávať', 'mrdať', 'spraviť', 'marshall_applewhite', 'prosperovať', 'dopadnúť_dobre', 'vyhrávať', 'vykonávať', 'do', 'postačovať', 'zapríčiniť', 'drbať', 'správať', 'správať_sa', 'chovať_sa', 'poradiť_si', 'dosahovať_niečo', 'doh', 'postupovať', 'prekvitať', 'zdolať', 'prekonať', 'večierok', 'vedieť_si_poradiť', 'počať_si', 'ľahko_zvládať', 'vyhovovať', 'žúr', 'ľahko_zvládnuť', 'zapríčiňovať', 'vyhovieť', 'stranu', 'napredovať', 'zábava', 'dosiahnuť_niečo', 'podariť_sa', 'vystúpiť', 'aby', 'robiť', 'trtkať', 'ísť', 'lekár_osteopathy', 'zdolávať'}
doctor	{'lekári', 'doctor_who', 'lekárka', 'lekár', 'doktorský_titul', 'opravovať', 'doktorát', 'dr', 'doktorandské', 'doktorka', 'prevádzkové_chirurg', 'chirurg', 'lekárom', 'lekár_cirkvi', 'dr.', 'eliza', 'felčar', 'vyššia_doktorát', 'zreparovať', 'rude_boy', 'doktorandské_tituly', 'opraviť', 'renovovať', 'doktor', 'doktoráty', 'zrenovovať', 'doktorát_výskumu', 'profesionálny_doktorát', 'reparovať', 'doctor', 'loïc_nottet'}
dog	{'canis_lupus_familiaris', 'čeľaď_canidae', 'hulvát', 'hnať', 'darebák', 'hot_dog', 'lump', 'familiaris', 'wienerwurst', 'naháňať_sa', 'ničomník', 'honiť_sa', 'hotdog', 'rodina_canidae', 'hnať_sa', 'vlkovité', 'psie_mäso', 'psa_domáceho', 'canidae', 'stíhať', 'canis_familiaris', 'domáci_pes', 'dog-iron', 'čeľaď_psovité', 'andiron', 'západka', 'párky_v_rožku', 'honiť', 'firedog', 'pes', 'canids', 'naháňať', 'psovité', 'pes_domáci', 'prenasledovať', 'párok', 'mrzutý_človek', 'nevychovanec', 'vecička', 'psov', 'aretáciou', 'duck_hunt', 'psa', 'párok_v_rožku'}
dressing	{'bandážovanie', 'oblečenie', 'článok_oblečenie', 'odevy', 'uchádzajúce', 'zálievka', 'obliekanie', 'obväzový', 'odev', 'šatstvo', 'omáčka', 'dresing', 'plnkou', 'konfekcia', 'dámsku', 'obväz', 'šaty'}
drink	{'popiť_si', 'opiť_sa', 'spiť_sa', 'odchlipnúť_si', 'frcnúť_si', 'vyslopať', 'prehĺtaní', 'potiahnuť_si', 'vychľastať', 'nápoje', 'poťahovať_si', 'chlastání', 'nápoj', 'liznúť_si', 'nacengávať_sa', 'nápojov', 'upíjať_si', 'napiť_sa', 'upiť_si', 'prehĺtaním', 'vypiť', 'slopať', 'usrknúť_si', 'pitný', 'kocovina', 'zastrebnúť_si', 'dopiť', 'voda', 'chlipnúť_si', 'strebnúť_si', 'nacengať_sa', 'odpiť_si', 'prepláchnuť_si/prepláknuť_si_(hrdlo,_ústa,_gágor', 'piť', 'lognúť_si', 'odchlipovať_si', 'opíjať_sa', 'odpíjať_si', 'pitie', 'spíjať_sa', 'srkať_si', 'šuchnúť_si', 'drgnúť_si', 'prehĺtanie', 'popíjať_si', 'ďugnúť_si', 'nasávať', 'chľastať', 'srknúť_si', 'naslopať_sa', 'lil_jon', 'drink', 'preplachovať_si'}
driver	{'les', 'lesa', 'chauffer', 'driver', 'ovládač', 'vodič', 'cowcatcher', 'číslo_jedna_drevo', 'driver:_san_francisco', 'lesný_porast', 'ovládač_tlačiarne', 'šofér_z_povolania', 'trucker', 'ovládače_zariadení', 'riadenie_nákladných_áut', 'vodič_kamiónu', 'jazde,_kolieska', 'ihličnatého_lesa', 'lesy', 'nákladných_áut', 'ovládač_zariadenia', 'pohonič', 'truckerov', 'pilot', 'lese', 'šofér', 'vodičom', 'wälder'}
dry	{'osušiť', 'dry', 'vysušiť_sa', 'ironický', 'ovocia', 'vysychať', 'posmešný', 'mineralitou', 'telo', 'prohibitionist', 'suchý', 'suchosť', 'vysušovať', 'vysušiť', 'vyschnúť', 'suché', 'stypsis'}
dull	{'pomalý', 'nedôvtipný', 'hlúpy', 'nudný', 'tupý'}
dust	{'upokojujúci', 'prach', 'fannings', 'anjelský_prášok', 'upokojujúci_hydrochlorid', 'pcp', 'orange_pekoe', 'angel_dust', 'fencyklidínu', 'babylon_5', 'pekoe', 'suť', 'dust', 'fencyklidín', 'prachu', 'b_5', 'úlomky', 'trosky'}
ear	{'uši', 'statoakustický_aparát', 'rovnovážny_a_sluchový_orgán', 'ľudské_ucho', 'auricula', 'vrchol', 'organum_vestibulocochleare', 'ušnice', 'predsieňovoslimákový_orgán', 'pinnau', 'organum_statoacusticum', 'ucho', 'ušnica', 'klas', 'polohovosluchový_aparát'}
earth	{'suchá_zem', 'zem', 'pevná_zem', 'terra_firma', 'súš', 'krajina', 'krikkit', 'sveta', 'svetské_obavy', 'magrathea', 'suché_pôdy', 'dragon_ball', 'sonic', 'ace_combat', 'saiyan', 'earth', 'modrá_planéta', 'lamuella', 'planéta_zem', 'golgafrincham', 'svete', 'andromeda', 'pevnina', 'brontitall', 'zemina', 'územie', 'hlina', 'uzemnenie', 'zemi', 'milliways', 'pozemský_obavy', 'pôda', 'zemeguľa', 'sonic_the_hedgehog'}
eat	{'jesť', 'používať', 'spotrebúvať', 'konzumovať', 'zjesť', 'spotrebovať', 'kŕmenie_sa', 'kŕmiť', 'stravovanie', 'vyčerpať', 'použiť', 'najesť_sa', 'príjem_potravy', 'eat', 'spotrebovávať', 'vyčerpávať', 'jedenie', 'kŕmenie'}
economy	{'sporenie', 'sporivosť', 'reálnu_ekonomiku', 'šetrnosť', 'hospodársky_systém', 'politickej_ekonómie', 'hospodárskej_činnosti', 'ekonomická_veda', 'ekonomiky', 'šetrenie', 'hospodárska_sústava', 'politický_ekonóm', 'všeobecná_ekonomická_teória', 'ekonomické_vedy', 'ekonomický_režim', 'ekonomické_zriadenie', 'ekonómia', 'walden', 'hospodársky_režim', 'ekonomických_systémov', 'národného_hospodárstva', 'ekonomicky', 'politická_ekonómia', 'národné_hospodárstvo', 'ekonomická_sústava', 'hospodárske_zriadenie', 'typ_ekonomiky', 'economy', 'ekonomika', 'hospodárstvo', 'ekonómie', 'úspora', 'vidieckeho_hospodárstva', 'hospodárnosť', 'mieru_úspor', 'národohospodárska_náuka', 'ekonomický_systém'}
egg	{'testes', 'modelu_osi', 'produkcii_vajec', 'open_systems_interconnection_reference_model', 'testikulárne', 'ovál', 'eliptické', 'osi_referenčný_model', 'elipsy', 'semenníky', 'oogaméta', 'rybie_vajcia', 'osi_model', 'aby_phasmida', 'referenčný_model_osi', 'testis', 'vtáčie_vajcia', 'aby_phasmatodea', 'ženská_pohlavná_bunka', 'semenník', 'semenníkov', 'vajcia', 'bordel', 'elipsa', 'vajcová_bunka', 'vajíčko', 'vaječná_bunka', 'teste', 'phasmida', 'vajce', 'ballock', 'model_osi', 'vajíčka', 'vaječné_bunky', 'phasmatodea', 'egg', 'vajíčková_bunka', 'pakobylky'}
election	{'voľby', 'voľba', 'znovuzvolenie', 'súdny_príkaz_volieb', 'demokraticky_zvoleného', 'ľudovým_hlasovaním', 'demokraticky_zvolený', 'election', 'volebného_procesu'}
electron	{'negatron', 'elektróny', 'electron', 'elektrónové', 'elektrón'}
elegance	{'elegantný', 'krása', 'klasickej_krásy', 'matematické_krásy', 'dekoratívne', 'karlgeorg_hoefer', 'matematickú_eleganciu', 'krásavice'}
emotion	{'emócie', 'emócia', 'emocionálne', 'emotion', 'ľudské_emócie', 'emócií', 'human_after_all'}
emotionally	{'emócie', 'emócia', 'emocionálne', 'ľudské_emócie', 'emócií'}
engine	{'herný_engine', 'softvér_motor', 'lokomotíva_engine', 'motory', 'železničnej_motora', 'rušeň', 'ray_alder', '3d_engine', 'engine', 'motora', 'lokomotívy', 'železničného_motorom', 'motor', 'motorom_videohry', 'lokomotíva'}
english	{'american_jazyk', 'americká_angličtina', 'anglický_jazyk', 'opt-out', 'anglistika', 'anglický_major', '1:54', 'anglický', 'english', 'anglickej_filológie', 'angličan', 'léon_bloy', 'americkej_angličtine', 'angličtina', 'angličania', 'angličanka'}
event	{'spracovanie_udalostí', 'príhoda', 'udalosť_programu', 'stlačenie_klávesy', 'jav', 'udalosti', 'stlačení_klávesu', 'následok', 'poslucháč', 'vplyv', 'klávesy', 'výsledok', 'úder_na_kláves', 'udalosť', 'obsluha_udalostí', 'okolnosť', 'prípade', 'záver', 'prípad', 'dôsledok', 'efekt', 'výsledkom'}
experiment	{'experimentálne', 'pokus', 'experimentálny_výskum', 'experimentálne_vedy', 'experimentovať', 'experimentálnej_skupiny', 'vedeckého_experimentu', 'the_experiment', 'experimenty', 'experimentu', 'vedecký_experiment', 'experimentovanie', 'experiment'}
extremely	{'veľmi', 'nesmierne', 'super', 'extrémne', 'nadmieru', 'nanajvýš'}
eye	{'oko', 'okom', 'stred', 'dívať_sa', 'zložené_oči', 'očko', 'ucho', 'pozerať', 'oculus', 'oči', 'hľadieť', 'púčiky', 'eye', 'eyewall', 'pozerať_sa', 'epicentrum', 'oculi', 'optický', 'the_eye', 'centrum', 'bud'}
fall	{'pin', 'zánik', 'páde', 'zostupu', 'patriť_do/pod', 'evenfall', 'fall', 'pád', 'spadnúť', 'strácať_sa', 'natalia_lesz', 'prítmie', 'znižovať_sa', 'úpadok', 'spadať', 'súmrak', 'morského_súmraku', 'stratiť_sa', 'napadnúť', 'poklesnúť', 'jeseň', 'znižovať', 'svažovanie', 'mrk', 'ubudnúť', 'redukovať', 'crepuscule', 'pokles', 'ubúdať', 'šero', 'kapitulácia', 'padnúť', 'klesnúť', 'gloam', 'astronomický_súmrak', 'dopadnúť', 'zotmení', 'byť_zajatý', 'padať', 'súmraku', 'pršať', 'zmenšiť_sa', 'zmenšovať_sa', 'crepuscle', 'klesať', 'the_fall', 'zmenšovať', 'znížiť_sa', 'napadať', 'zredukovať', 'zmenšiť', 'znížiť'}
far	{'bývalých_ozbrojených_síl', 'alira', 'podlahová_plocha_pomer', 'interahamwe', 'ďaleký', 'vzdialený', 'ďaleko', 'far', 'armáda_pre_oslobodenie_rwandy'}
fat	{'lipid', 'tučnota', 'lipoidní', 'produktívny', 'nadváha', 'glycerolipid', 'mineralitou', 'tuk', 'tukového_tkaniva', 'adiposis', 'file_allocation_table', 'fat32', 'stypsis', 'tukový_vankúšik', 'hrúbka', 'lipidy', 'lipidov', 'obezita', 'tukové_tkanivo', 'ovocia', 'tukové_väzivo', 'tučnosť', 'telo', 'úrodný', 'viscerálneho_tuku', 'fat', 'korpulence', 'korpulencia', 'telesného_tuku', 'suché', 'tuku'}
father	{'boh_otec', 'splodiť', 'cirkevný_otec', 'begetter', 'biologický_otec', 'confident', 'father', 'rímskokatolícky_kňaz', 'počať', 'podnikateľov', 'the_gift', 'podnikania', 'katolíckych_kňazov', 'kňaza', 'kostol_otec', 'otec_cirkvi', 'zakladateľ_rodiny', 'katolícky_kňaz', 'zriaďovateľ', 'entrepreneurialism', 'podnikateľské_myslenie', 'zakladateľ', 'cirkevní_otcovia', 'mužský_rodič', 'spoluzakladateľ', 'ploditeľ', 'sériový_podnikateľ', 'byť_matkou', 'boss', 'otec-boh', 'otec', 'podnikateľ', 'predok', 'kňaz', 'byť_otcom'}
fear	{'maskara', 'fear', 'obava', 'mať_obavy', 'hroziť_sa', 'mať_strach', 'obávať_sa', 'starosť', 'báť', 'inside_out', 'marillion', 'strach', 'báť_sa', 'bázeň', 'desiť_sa', 'ľakať_sa', 'obavy'}
feather	{'operenie', 'operiť_sa', 'periť_sa', 'operovať_sa', 'filoplume', 'pierko', 'pero', 'perie_zatmenie', 'dostávať_perie', 'dostať_perie', 'perie', 'barbule'}
feeling	{'dojem', 'touch_pocit', 'tón', 'hmatový_vnem', 'dotyk', 'nálada', 'cit', 'hmatovú_spätnú_väzbu', 'duch', 'hmatové', 'zmysel_pre_dotyk', 'somatosensory_systému', 'hmat', 'taktilný_vnem', 'pocit', 'ovzdušie', 'pocity', 'cítenie', 'intuitívne_pocit', 'ducha', 'somatosensory'}
few	{'niektorý', 'málo', 'množstvo', 'malý_počet', 'zopár', 'niekoľký', 'veličina', 'máloktorý', 'čiastka', 'niekoľko', 'kvantita'}
fight	{'zapojenie', 'pochytiť_sa', 'bojovať', 'bitka', 'prieť_sa', 'ozbrojený_konflikt', 'brániť_sa', 'prebojovať', 'hádka', 'zápasiť', 'ruvať_sa', 'hádať_sa', 'bojovnosť', 'čeliť', 'vojenská_bitka', 'zápas', 'potýčky', 'ozbrojeného_boja', 'súboj', 'zvádzať_boj_s', 'vzpierať_sa', 'boj', 'konkurencieschopnosť', 'vzoprieť_sa', 'fight', 'pasovať_sa_s', 'bojového_výcviku', 'hájiť_sa', 'ruvačka', 'konflikt', 'boriť_sa_s', 'bojovanie', 'oponovať', 'škriepiť_sa'}
fingernail	{'necht', 'necht_na_ruke', 'nechty'}
fire	{'dať_padáka', 'fire', 'emerson,_lake_&_palmer', 'anarchy', 'kelis_was_here', 'vzbudzovať', 'horenie', 'veľký_oheň', 'odpáliť', 'podnietiť', 'roznietiť', 'zanietenie', 'horieť', 'ukončiť_pracovný_pomer', "let's_cheers_to_this", 'emerson,_lake_and_palmer', 'požiar', 'odpaľovať', 'streľba', 'zhorieť', 'heartbreak_on_hold', 'streliť', 'strieľanie', 'roznecovať', 'vyvolávať', 'nadšenie', 'ohnivé_peklo', 'dať_výpoveď', 'vzplanutie', 'leona_lewis', 'vzbudiť', 'prepúšťať_zamestnanca', 'prepustiť_zamestnanca', 'vypáliť', 'požiare', 'podnecovať', 'strieľať', 'končiť_pracovný_pomer', 'plameň', 'dávať_padáka', 'vyhodiť', 'tina_barrett', 'vyvolať', 'fervidness', 'vyhadzovať', 'dávať_výpoveď', 'oheň', 'leona_lewisová', 'žiar', 'paľba', 'horiace', 'vymršťovať', 'vymrštiť', 'ostreľovanie', 'zažať', 'fire/jericho', 'páliť', 'elp'}
fish	{'trieda_ryby', 'mäkký_lúč', 'ichtyofauny', 'phish', 'ryby', 'potravinové_ryby', 'elver', 'ryby_sú_ryby', 'fish', 'go_fish', 'fingerling', 'rýb', 'morských_rýb', 'pterygiophore', 'morfológia_a_anatómia_rýb', 'fluorescenčná_in_situ_hybridizácia', 'pisces', 'rybacina', 'loviť', 'ryba'}
five	{'hollywood_undead', 'basketbalový_tím', 'enneagram', 'eneagram', 'malý_phoebe', 'pätica', '5', 'päť', 'pät', 'succeeder', 'cinque', 'five', 'niečoho_dosiahol', 'sugarcult'}
float	{'číslo_s_plávajúcou_čiarkou', 'swimbladder', 'pohyblivá_rádová_čiarka', 'verejnou_plaváku', 'štukatér_je_float', 'css', 'doletieť_po_vetri', 'ice-cream_soda', 'doplávať_po_prúde', 'letieť_po_vetri', 'splaviť', 'plávať_močový_mechúr', 'kaskádové_štýly', 'cascading_style_sheets', 'plavák', 'plávať', 'typ_float', 'pustiť_na_vodu', 'pohyblivá_desatinná_čiarka', 'zavodňovanie-aritmetika_bodu', 'aritmetika', 'ponton', 'preplaviť', 'bobfloat', 'ice-cream_float', 'nadnášať', 'fúkať', 'vanúť', 'splavovať', 'priplávať_po_prúde', 'bobber', 'float', 'preplávať', 'spustiť_na_vodu', 'plaváky', 'plávať_nad/pod_povrchom_kvapaliny', 'floating-point', 'plaviť', 'plávajúca_desatinná_čiarka', 'priletieť_po_vetri', 'duť', 'explozívny_dekompresiu', 'plávať_po_prúde', 'letieť_po_prúde', 'free_float', 's_plávajúcou_desatinnou_čiarkou_čísla', 'air_močového_mechúra'}
flow	{'perióda', 'dotekať', 'menštruačný_cyklus', 'menzes', 'young_money_entertainment', 'stekať', 'rapperov', 'menštruácia', 'vliať_sa', 'hýbať_sa', 'rozliať_sa', 'catamenia', 'toku', 'pohybovať_sa', 'emceeing', 'hydraulický_tlak', 'vtiecť', 'flow', 'prevaliť_sa', 'natiecť', 'cyklus_ženy', 'tiecť_prúdom', 'pritekať', 'pretiecť', 'prietoková_rýchlosť', 'prúd', 'objemový_prietok', 'mechanika_tekutín', 'reper', 'tok', 'plynúť', 'preto-rap', 'rapper', 'menštruovať', 'prúdiť', 'tekutina_dynamicist', 'dotiecť', 'natekať', 'mechaniky_tekutín', 'rep', 'hydraulicky', 'florent_mothe', 'prietoku', 'stiecť', 'prietok', 'tečenie', 'tiecť', 'vtekať', 'vlniť_sa', 'hydrodynamické', 'zlepšujúce_cesty', 'pretekať', 'prietokové_množstvo', 'valiť_sa', 'hydrauliky', 'menštruácie', 'rapu', 'hydraulika', 'gravity_recovery_and_interior_laboratory', 'rap', 'premývať', 'rozlievať_sa', 'tečúcou', 'vlievať_sa', 'natiecť_prúdom', 'pohnúť_sa', 'menses', 'prietokový_objem', 'pritiecť', 'rapový_umelec'}
flower	{'kvitnutie', 'kvetu', 'kvitnúť', 'play', 'kvetinové', 'rozkvet', 'kvety', 'kvet', 'flower', 'vegetačného_obdobia', 'gackt', 'relient_k', 'púčiky', 'vrchol', 'bambi', 'kvetina'}
fly	{'utekať', 'dipterans', 'skutočné_muchy', 'muchy', 'utiecť', 'mucha', 'stan-fly', 'ciara', 'motýlik', 'letieť', 'lietať', 'pozrite_sa_predné', 'stanu', 'fly', 'motýľ', 'dvojkrídlovce', 'rainfly', 'diptera', 'ujsť', 'pilotovať', 'butterfly_zdvih', 'zutekať', 'pozrite_sa_list', 'pozrite_sa_lopta'}
fog	{'pohasínať', 'pokrývať_mrakmi', 'zatemniť_sa', 'zatemňovať_sa', 'potiahnuť_sa_závojom', 'zakaliť_sa', 'zatemňovať', 'pohasnúť', 'zahmliť_sa', 'hmle', 'zatemniť', 'zahmliť', 'murko', 'zahmlievať_sa', 'pokryť_mrakmi', 'zatiahnuť_sa', 'zatiahnuť', '10th_avenue_freakout', 'zaťahovať_sa', 'poťahovať_sa_závojom', 'zakaliť', 'zahmlievať', 'hmla'}
food	{'makronutrientov', 'pokrm', 'makroživín', 'živiny', 'potravina', 'potravinárskych_výrobkov', 'potrava', 'jedlo', 'strava', 'pevnú_stravu', 'potraviny', 'k_zamysleniu', 'kirby', 'živín', 'živina', 'krmivo', 'intelektuálne_výživa', 'výživa'}
foot	{'úpätí', 'lano', 'understructure', 'šijacie_stroje', 'smerové_lano', 'pešie_vojsko', 'laba', 'metrické_nohy', 'pechota', 'pechoty', 'zvieracia_nožička', 'základ_stavby', 'foot', 'základ', 'metrické_jednotky', 'pada', 'list', 'bezstavovce_nohy', 'základňa', 'šijací_stroj', 'mäkkýše', 'počasie_list', 'nohy', 'základy', 'mainsheet', 'chodidlo', 'stopa', 'mollusca', 'infantéria', 'clew', 'mäkkýš', 'metrum', 'bočnica', 'ľudská_noha', 'pešiakov', 'pes', 'labka', 'noha', 'zvierat_foot', 'hlavné_lano', 'metrických_nôh', 'ft', 'kmeň_mollusca', 'mäkkýšov', 'chôdza'}
forest	{'lese', 'vorst', 'les', 'ihličnatého_lesa', 'lesa', 'zalesnená_krajina', 'lesná_pôda', 'wälder', 'lesný_porast', 'lesy', 'stromový_graf', 'strom', 'hora', 'forest', 'zálesí', 'timberland', 'doménová_štruktúra', 'lesy_mierneho_pásma'}
four	{'tetractys', 'forth', 'channel_4', 'planetary', 'štyri', 'enneagram', 'šesť', 'štyri_mieste', 'malý_joe', 'four', 'quatern', '4', 'tetrad', 'kvaternión', 'succeeder', 'quaternity', 'tetraktys', 'niečoho_dosiahol', 'štvorica', 'eneagram', 'štvorka'}
freeze	{'zastaviť', 'mrznúť', 'freeez', 'freeze', 'mrazivý', 'zmrznúť', 'mráz', 'jordin_sparks', 'tuhnutie', 'bloodline', 'suspendovať', 'zadržiavať', 'mrznutie', 'pozastaviť', 'zamrznúť', 'todd_smith', 'zadržať'}
fruit	{'suché', 'stypsis', 'semien_struku', 'fruit', 'plod', 'telo', 'ovocie', 'ovocia', 'mineralitou'}
full	{'totálny', 'sýty', 'stopercentný', 'full-of-the-moon', 'úplnok', 'plno-', 'naplnený', 'úplný', 'plne', 'spln', 'úplne', 'plná_fáza_mesiaca', 'plný', 'naplno', 'kompletný', 'celý'}
garbage	{'komunálneho_odpadu', 'hlúpe_nezmysly', 'hutnícky_odpad', 'zápisy', 'železný_šrot', 'odpadky', 'táranina', 'garbage', 'odpady', 'withering_to_death.', 'hlúpe_reči', 'odmietnuť', 'domového_odpadu', 'odpadový_materiál', 'odpad', 'odpad_z_domácností', 'odpadkov', 'odpadové_látky', 'potravinového_odpadu', 'táranie'}
give	{'podliehať', 'kŕmiť', 'vštepiť', 'aby', 'prispieť', 'prispievať', 'zanechať', 'odovzdávať', 'postupovať', 'vyživiť', 'pružnosť', 'vykŕmiť', 'postúpiť', 'ponúknuť', 'padnúť', 'majú', 'nachovať', 'zanechávať', 'ponúkať', 'cold', 'chovať', 'robiť_miesto', 'padať', 'odovzdať', 'poskytnúť', 'preniesť', 'by', 'prenášať', 'dávať', 'darčeky', 'kŕmievať', 'živiť', 'podľahnúť', 'priniesť', 'podať', 'pet_your_friends', 'venovať', 'ustupovať', 'nakŕmiť', 'dať', 'ustúpiť', 'podarúvať', 'the_giver', 'urobiť_miesto', 'prinášať', 'podávať', 'poskytovať', 'obetovať', 'podarovať', 'vštepovať', 'dar', 'darček'}
gold	{'silver_disk', 'platina', 'platinovú_certifikáciu', 'bobby_brown', '4955_gold', 'anthology', 'alfa_testu', 'gold', 'beta_software', 'verzia_rtm', 'rc_verzia', 'beta_tester', 'trojitá_platina', 'beta_verzia', 'lode_zlato', 'platinové_album', 'dvojitá_platina', 'the_heist', 'natívne_zlato', 'young_lust:_the_aerosmith_anthology', 'rc', 'kvalifikované_zlato', 'zlatého_medailu', 'release_candidate', 'zlatú_medailu', 'froot', 'pre-alfa', 'zlatú_certifikáciu', 'atómové_číslo_79', 'the_island_years', 'verzia_alfa', 'certifikácie_predaja_na_hudobných_trhoch', 'wanna_one', 'beta_test', 'životnom_cykle_softvéru', 'olympijskú_zlatú_medailu', 'multi-platinovej', 'zlatá', 'alpha_softvér', 'zlatých_medailí', 'platinovú_platňu', 'zlato', 'zlatá_medaila', 'peter_nagy_gold', 'open_beta', 'zlatú_platňu'}
good	{'blahodarný', 'kompletne', 'spotrebný_tovar', 'komodita', 'etické_hodnoty', 'úplne', 'libellé', 'zdravý', 'good_music', 'tovarov', 'dobrý', 'etických_hodnôt', 'prospech', 'tovar', 'dôkladne', 'blaho', 'užitočný', 'dobro', 'hodnoty', 'komodít', 'obchodu_dobrý', 'hodnota', 'statok', 'ľudských_hodnôt', 'good', 'priaznivý', 'dobre', 'dobrota', 'poriadne'}
grass	{'gunter_grass', 'poaceae', 'gunter_grass_wilhelm', 'bonzovať', 'prezrádzať', 'supergrass', 'gramineae', 'bonznúť', 'stoner', 'udať', 'günter_grass', 'lipnicovité', 'grass_gis', 'čeľaď_graminaceae', 'nothing_can_stop_us', 'marihuana', 'mary_jane', 'skylarking', 'marihuany', 'mariška', 'vyzrádzať', 'čeľaď_gramineae', 'sens', 'krmivo', 'trávy', 'gandža', 'rodina_gramineae', 'günter_wilhelm_grass', 'donášať', 'graminae', 'sess', 'rodina_graminaceae', 'klásky', 'graminaceae', 'tráva_rodina', 'rodina_poaceae', 'vyzradiť', 'konope', 'zelená_bohyňa', 'graminoid', 'tráva', 'cannabis', 'čeľaď_poaceae', 'eatage', 'udávať', 'prezradiť', 'sporobolus_caespitosus', 'nabonzovať', 'tráv', 'čeľaď_travín', 'žalovať'}
great	{'illustriousness', 'veľkosti', 'veľký'}
green	{'ekologických_aktivistov', 'putting_green', 'olej_medu', 'park', 'vert', 'commons', 'green', 'ekologický_aktivista', 'zelenej_politiky', 'parku', 'suché', 'stypsis', 'zelená', 'super_kyselina', 'šetrné_k_životnému_prostrediu', 'ekologické_hnutie', 'žltá_zelená', 'spoločný', 'green_river', 'zelenina', 'zeleň', 'zeleno-žlté', 'bude_zelená', 'zelený', 'smaragdovo', 'zelená_zelenina', 'brunswick_zelenej', 'ekologicky_šetrné', 'problémov_životného_prostredia', 'environmentálneho_hnutia', 'ekologizmus', 'telo', 'listová_zelenina', 'zelené', 'william_green', 'cat_valium', 'chartreuse', 'jade', 'zvláštne_k', 'environmentálne_povedomie', 'žltozelená', 'povedomia_o_životnom_prostredí', 'hrášková_zeleň', 'mineralitou', 'zelenej_listovej_zeleniny', 'environmentalizmus', 'ekológovia', 'feldgrau', 'rieka_green', 'zelená_farba', 'zelenkavá', 'tmavo_zelená', 'šetrnejšie_k_životnému_prostrediu', 'fľaškovo_zelená', 'listovej_zeleniny', 'uvedenie_povrchu', 'olistenom_zeleniny', 'super_c', 'ovocia', 'kelly_green'}
