ability	{'כֹּשֶׁר', 'היכולת', 'יכולת\u200e', 'כּוֹחַ', 'כשרון', 'יְכֹלֶת'}
delivery	{'ניכור', 'תשתיות_תחבורה', 'לידה', 'תחבורה', 'alienable', 'פתיחת_צוואר_הרחם', 'פוריות', 'delivery', 'לידה_\\_לֵדָה\u200e', 'הֲלָצָה', 'השראת_לידה', 'הבאה', 'משלוח', 'מסירה', 'מעשה_קונדס', 'צורת_הדיבור', 'לדה', 'בדיחת_קרש', 'תעבורה', 'בדיחה', 'לידה_נרתיקית', 'היצע', 'משלוח_המיילדותי', 'הלצה', 'בְּדִיחָה', 'למשלוח_הביתה', 'להציל', 'בדיחות', 'מְסִירָה', 'מוות_בלידה', 'פתיחה', 'העברה_חוקית', 'ישועה', 'עקומת_היצע', 'נער_שליח', 'הובלה', 'זירוז_לידה', 'מבודח', 'תובלה', 'יולדת', 'צירי_לידה', 'הצלה'}
dessert	{'קינוח', 'מנה_אחרונה', 'יין_קינוח', 'קינוח\u200e', 'קנוח', 'יינות_קינוח', 'פרפרת'}
device	{'חומרה', 'סלולארי', 'בטלפונים_סלולריים', 'טלפון_נייד\u200e', 'מכונה', 'טלפון_נייד', 'device', 'טֶלֶפוֹן_סֶלוּלָרי\u200e', 'רט"ן', 'מכשיר', 'חומרת_מחשב_אישית', 'מכונות', 'טלפון_סלולרי', 'סליידר', 'מכשיר_הטלפון', 'טלפונים_ניידים', 'רדיו_טלפון_נייד', 'חומרת_מחשב', 'טלפונים_סלולריים', 'config.sys', 'טלפון_סלולארי', 'מכשירים_ניידים', 'נייד'}
die	{'קוביות_מזויפות', 'מוות', 'מת', 'הטלת_קובייה', 'קובייה\u200e', 'תמותה', 'קוביית_משחק', 'פיסת_סיליקון', 'die', 'שר"י', 'משחקי_קובייה', 'מיתה', 'קוביה', 'קובייה', 'קוביות', 'שבר\u200e', 'גויעה', 'למות', 'קוביות_משחק', 'קוביות_polyhedral', 'פטירה'}
dig	{'אתר_ארכאולוגי', 'חפירה', 'לנוע_לצדדים', 'דיג', 'חפר', 'ללגלג', 'dig', 'יָגַע', 'חפירות', 'לתפוס', 'חפר\u200e', 'הֵבִין\u200e', 'דיג_dig'}
dinner	{'ארוחת_צוהריים', 'תה_מנחה', 'ארוחת_ערב', 'תה', 'תה_של_אחר_הצהריים', 'ארוחת_מנחה', 'tiffin', 'ספל_תה', 'תה_של_אחר_הצהרים', 'הפסקת_תה', 'ארוחת_צהריים\u200e', 'אֲרוּחַת_צָהֳרַיִם_/_ארוחת_צהריים\u200e', 'ארוחת_ארבע', 'ארוחת_ערב\u200e', 'ארוחת_צהריים', 'dejeuner', 'תה_של_מנחה', 'שעת_תה', 'שעת_התה'}
dirty	{'מלוכלך\u200e', 'מלוכלך', 'עפר', 'זכרון_מטמון', 'במטמון', 'מטמון_נתונים', 'אדמה', 'עָפָר\u200e', 'מטמון_l2', 'לכלך', 'underworld', 'cache', 'זיכרון_מטמון', 'מטמון_l1', 'מטמון_מעבד', 'dirrty', 'המלוכלכים', 'אֶרֶץ\u200e', 'אֲדָמָה\u200e', 'מלוכלך_\\_מְלֻכְלָךְ\u200e', 'לכלוך', 'כניסת_מטמון', 'מטמון_הוראה', 'מטמון', 'קרקע', 'אחסון_במטמון', 'מְלֻכְלָךְ', 'ארץ', 'מטמון_זיכרון_גישה_אקראית', 'dirty'}
disease	{'מַחֲלָה', 'מחלה_מידבקת', 'שיעור_תחלואה', 'unwellness', 'מצב_רפואי', 'צדרת', 'pleuritis', 'מחלות', 'חולי', 'מחלה/בעיה', 'מַחֲלָה\u200e', 'מחלה', 'הידבקות', 'מחלה_מדבקת', 'דלקת_אדר_חזה', 'תחלואה', 'מצבים_רפואיים', 'מחלה_כרונית', 'הפרעה_רפואית', 'begowal', '!מַחֲלָה'}
dissolve	{'הֵמֵס\u200e', 'מעבר_בעמעום', 'דיזולב', 'להמס'}
disturb	set()
do	{'do', 'להתנהג', '도', 'לבצע', 'ידע\u200e', 'המפלגה', 'מתנהגים', 'לעשות', 'המסיבה', 'הרג\u200e', 'שיחק\u200e', 'מסיבת_יום_הולדת', 'מסיבה', 'יָדַע', 'זיין_\\_זִיֵּן\u200e', 'בנשף', 'הִסְפִּיק', 'דוֹ\u200e', 'דָּפַק\u200e', 'להרוג', 'מסיבות', 'שָׁכַב-עִם', 'גָּרַם', 'ど', 'doh', 'marshall_applewhite', 'הִזְדַּיֵּן', 'הִסְתַּדֵּר', '!שִׂגְשֵׂג', 'עָשָׂה-אַהֲבָה', 'דוקטור_לאוסטיאופתיה', 'דאו'}
doctor	{'הרופא', 'doctor_ecclesiae', 'מורי_הכנסיה', 'דוקטורט_מקצועי', 'קצין_רפואה', "דוקטורט_ד'אטה", 'מברג_קולי', 'רופאים', 'מנתח', 'דוֹקטוֹר\u200e', 'דּוֹקְטוֹרָט\u200e', 'מורה_הכנסייה', 'מנתחים', 'דוקטורט', 'דוקטור_לפילוסופיה', 'דוקטור_למשפטים', 'רופא_מנתח', 'רופא', 'דוקטור_הו', 'ד"ר_הו', 'תואר_שלישי', 'רופא_מומחה', 'ד"ר', 'התואר_של_הרופא', 'כירורג', "דוקטור_ד'אטה", 'רופא_קונבנציונאלי', 'מְנַתֵּחַ\u200e', 'מנתחת', 'דוקטור_במשפטים', 'רופא\u200e', 'מורה_של_הכנסייה', 'רופאה\u200e', 'doctor_who', 'דוקטור_לרפואה', 'רופאה', 'doctores_ecclesiae', '!רוֹפֵא', 'ותואר_דוקטור', 'מנתח_הפעלה', 'לואיק_נוטה', 'דוקטורנט', 'דוקטוראט', 'הדוקטור', 'מורי_הכנסייה', 'רופאים_של_הכנסייה', 'דוקטור_של_הכנסייה', 'loïc_nottet', 'eliza', 'לתקן', 'doctorat', 'אלייזה', 'דוקטור_למדעים', 'דוקטור', 'תואר_דוקטור'}
dog	{'canis', 'נקניקייה_בלחמנייה', 'נקניקייה_בלחמניה', 'canis_lupus_familiaris', 'רכרוכי', 'מוט_ברזל', 'נקניקייה', 'זקנה_מרושלת_לבוש', 'משפחה_כלבית', 'canidae', 'כלב', 'מנטשלך', 'לנבל_את_הפה', 'detent', 'מענטשעלעך', 'נקניקיה_בלחמנייה', 'כלב_ברזל', 'כלב_בית', 'familiaris', 'כלבים', 'מתקן_עצים', 'רדף', 'duck_hunt', 'המשפחה_canidae', 'כלב_הבית', 'כלב_מקומי', 'שן', 'כלביים', 'הוט_דוג', 'בשר_כלב', 'wienerwurst', 'canis_familiaris', 'כֶּלֶב', 'נקניקיה_בלחמניה', 'נקניקיות', 'מנשלך'}
dressing	{'לבוש', 'מאמר_של_בגדים', 'בִּגּוּד', 'חוסם_עורקים', 'בגדי_נשים', 'ביגוד\u200e', 'מד\u200e', 'בגד', 'לביש', 'חבישה', 'הלבשה', 'מד', 'מלית', 'בגדים', 'habiliment', 'חסם_עורקים', 'ביגוד', 'רפואית_הלבשה', 'בגד\u200e', 'רוטב_לסלט'}
drink	{'משקאות', 'lil_jon', 'בליעה', 'crapulence', 'משקה', 'סביאה', 'deglutition', 'לשתות', 'שתייה', 'גָּמַע\u200e', 'שתה', 'ראוי_לשתייה', 'מַשְׁקֶה', "lil'_jon", 'שָׁתָה\u200e', "ליל_ג'ון"}
driver	{'chauffer', 'נסעו_במשאית', 'נהיגת_משאית', 'נהיגת_גלגל', 'נהג_תוכנה', 'נֶהָג\u200e', 'מנהלי_התקנים', 'מנהל_מדפסת', 'יערות_מחטניים', 'הנהג', 'driver', 'נהג_שכיר', 'cowcatcher', 'נהג\u200e', 'נהג', 'נַהָג\u200e', 'יערות', 'ביער', 'מנהל_התקן', 'נהגי_משאיות', 'סרנים_יחד', 'יער', 'נהגת\u200e', 'נהג_משאית', 'עץ_מספר_אחד', 'driver:_san_francisco'}
dry	{'stypsis', 'יִבֵּשׁ', 'מינרליות', 'הִתְיַבֵּשׁ', 'לייבש', 'ייבש', 'יָבֵשׁ\u200e', 'גוף', 'dry', 'להתייבש', 'מתנגד', 'דריי', 'יָבֵשׁ', 'יבש', 'פרות', 'יִבֵּשׁ'}
dull	{'טִפֵּשׁ', 'קֵהֶה\u200e', 'אָפֹר', 'מְשַׁעֲמֵם', 'טִפֵּשׁ', 'מטופש\u200e', 'טיפש_\\_טִפֵּשׁ\u200e'}
dust	{'אבק', 'פנציקלידין', 'בבילון_5', 'אבק_מלאכים', 'hydrochloride_phencyclidine', 'פנילציקלוהקסילפיפרידין', 'phencyclidine', 'מפולת', 'כתום_פיק', "אנג'ל_דאסט", 'דאסט', 'dust', 'הֲרִיסוֹת', 'פיק', 'פיקו', 'בבילון_חמש', 'שברים', 'רבד\u200e', 'שְׁבָרִים', 'babylon_5', 'pcp', 'הריסות', 'פנסיקלידין', "אנג'ל_דסט", 'פאנציקלידין', 'fannings', 'שברי_אבנים'}
ear	{'האוזן_החיצונית', 'pinnae', 'אפרכסת', 'האוזן_האנושית', 'פירוק_אוזן', 'קודקוד', 'אזן', 'הקודקוד', 'אוזן_תיכונה', 'אזניים', 'אוזן', 'אוזניים', 'האוזן_הפנימית', 'האוזן_התיכונה', 'תנוך', 'קדקוד'}
earth	{'בעולם', 'לכדור_הארץ', 'אדמה', 'andrómeda', 'כוכב_הלכת_הכחול', 'earth', 'דרגון_בול_-_דמויות', "דרגון_בול_ג'יטי", 'העולם', 'אֲדָמָה\u200e', 'דרגון_בול_kai', 'כדור-הארץ', 'בmilliways', 'ace_combat', 'כדוה"א', 'דרגון_בול_זי', 'brontitall', 'דרגון_בול', 'כַּדּוּר_הָאָרֶץ', 'דרגון_בול_אי_אף', "דרגון_בול_ג'י_טי", 'אנדרומדה', 'golgafrincham', 'דרגון_בול_gt', 'כדור_הארץ', 'krikkit', 'milliways', 'כדה"א', 'saiyan', 'דאגה_ארצית', 'אֶרֶץ\u200e', 'דמויות_בדרגון_בול', 'magrathea', 'הארקה', 'דרגון_בול_v', 'קרקע_מוצקה', 'lamuella', 'אֶרֶץ', 'אדמה_יבשה', 'קרקע', 'דרגון_בול_z', 'דמויות_דרגון_בול'}
eat	{'אֲכִילָה', 'יו_גאבה_גאבה!', 'האכלה', 'אכל', 'סעד\u200e', 'לאכול', 'eat', 'אוכל', 'אכילה'}
economy	{'פיננסיה', 'מערכת_כלכלית', 'walden', 'חסכנות', 'כלכלה', 'כלכלה_פוליטית', 'כַּלְכָּלָה\u200e', 'הכלכלה_הריאלית', 'economy', 'מערכות_כלכליות', 'משטר_כלכלי', 'מדע_הכלכלה', 'חיסכון', 'וולדן', 'כַּלְכָּלָה', 'אֶקוֹנוֹמְיָה', 'חסכון', 'קומודיפיקציה', 'פיננסי'}
egg	{'ביצה', 'osi', 'ביצית', 'כדי_phasmatodea', 'כדי_phasmida', 'ביצת_ציפור', 'egg', 'phasmida', 'אוגוסטוס_לאופולד_אג', 'אובל', 'x.200', 'ballock', 'מודל_שבע_הרמות', 'מודל_ה-osi', 'מודל_ה־osi', 'אשך', 'ביצה_של_תרנגולת', 'אליפטי', 'תא_ביצית', 'מודל_7_השכבות', 'מודל_שבע_השכבות', 'מאושכן', 'ביצים\u200e', 'סגלגל', 'ביצים', 'תאי_ביצית', 'teste', 'חברור_מערכות_פתוחות', 'phasmatodea', 'אליפסה', 'אוּבָל\u200e', 'אשכים', 'מקלונאים', 'ציר_משני', 'תא_ביצה', 'אוגוסטוס_אג', 'ביצת_תרנגולת', 'egg_&_egli'}
election	{'אמנת_שיתוף_פעולה_לפטנטים', 'בחירות_חופשיות', 'כתב_הבחירות', 'בְּחִירוֹת', 'בְּחִירוֹת\u200e', 'בחירות', 'נבחר_באופן_דמוקרטי', 'הבחירות', 'election', 'בחירתו_מחדש', 'בחירות_או_לא_להיות'}
electron	{'אלקטרון', 'electron', 'אלקטרון\u200e', 'אלקטרונים', 'negatron'}
elegance	{'אסתטיקה_מתמטית', 'יפי_המתמטיקה', 'beaut', 'אלגנטיות', 'יופי_המתמטיקה', 'יופי_קלסי', 'יופי_מתמטי', 'יופי', '!יֹפִי', 'אלגנטיות_מתמטית', 'karlgeorg_hoefer'}
emotion	{'רגש', 'רגש_אנושי', 'human_after_all', 'רגשות', 'סנטימנט', 'emotion', '!רֶגֶשׁ', 'אמוציה'}
emotionally	{'רגש', 'רגש_אנושי', 'רגשות', 'סנטימנט', '!רֶגֶשׁ', 'אמוציה'}
engine	{'המנוע', 'קטר', 'קטר_רכבת', '!מָנוֹעַ', 'מנוע', 'מנוע_משחק_וידאו', 'motor', 'מנוע_גרפי', 'ray_alder', 'קטר_דיזל', 'מנוע_3d', 'מנועים', 'engine'}
english	{'אנגליה', 'אנגלי\u200e', 'אינגליש', 'אנגלים', 'האומה_האנגלית', 'לספרות_אנגלית', 'השפה_האנגלית', 'בבלשנות_אנגלית', 'león_bloy', 'english', 'בשפה_האנגליה', 'אנגלית', 'שפה_האנגליה', "מת'יו_ריוולדט", 'אנגלית_אמריקנית', 'אנגלית_אמריקאית', 'באנגלית_האמריקנית', 'אנגלית_האמריקנית', 'אנגלית_בריטית', 'בינוני_אנגלית', 'עם_אנגלי', 'opt-out', 'שפה_האמריקנית', 'אנגלי', 'הספרות_האנגלית'}
event	{'אֵרוּעַ', '!דִּין', 'מִקְרֶה', 'שבץ_מפתח', 'הקשה', 'מקרה\u200e', 'המטפל_באירועים', 'מאורע', 'תוצאה\u200e', 'אירוע_תוכנית', 'תוצאה', 'אירוע', 'התוצאה', 'מאזין', 'אירוע\u200e', 'שומע'}
experiment	{'the_experiment', 'אתר_ניסוי', 'ניסוי', 'ניסוי_מדעי', 'ניסוי_מעבדה', 'ניסוי\u200e', 'experiment', 'aba', 'ניסויים', 'קבוצת_ניסוי'}
extremely	{'מאוד', 'בְּיוֹתֵר'}
eye	{'ניצן', 'אוקולוס', 'the_eye', 'עין', 'עין_הסערה', 'עַיִן', 'העין', 'אופטי', 'אוֹקוּלוּס\u200e', 'eyewall', 'eye', 'איי', 'עיניים_מורכבות', 'oculi', 'צוהר', 'לֵב', 'מֶרְכָּז'}
fall	{'עם_רדת_חשכה', 'בֵּין-הַשְּׁמָשׁוֹת', 'צְנִיחָה', 'נפל', 'דמדומים', 'דמדומי_ערב', 'עַרְבַּיִם', 'יְרִידָה', 'שנפל', 'crepuscle', 'קָטַן', 'הדמדומים_הימיים', 'מדרון', 'סְתָו', 'בֵּין-הָעַרְבַּיִם', 'crepuscule', 'בסתיו', 'סתיו', 'תְּקוּפַת-תִּשְׁרֵי', 'בין_השמשות', 'מעבר_לכל_חלום', 'נופל', '!נְפִילָה', 'אשדה', 'דִּמְדּוּמִים', 'נפילת_האדם', 'יָרַד', 'evenfall', 'סתו', 'gloam', 'שקיעה', 'בין_הערבים', 'בין_שמשות', 'נְפִילָה', 'נפילה\u200e', 'believe', 'natalia_lesz', 'דִּימְדּוּמִים\u200e', 'דמדומי_האסטרונומית', 'the_fall', 'הִצְטַמְצֵם'}
far	{'רחוק', 'alir', 'far', 'interahamwe', 'הרבה', 'רחוק\u200e', 'אינטראהאמווה', 'צבא_לשחרור_רואנדה', 'כוחות_מזוינים_לשעבר'}
fat	{'מינרליות', 'fat16', 'vfat', 'file_allocation_table', 'שֻׁמָּן', 'glycerolipid', 'גוף', 'exfat', 'טבלת_הקצאת_קבצים', 'ליפידים', 'עליה_במשקל', 'בשריות', 'שׁוּמָן_/_שומן', 'יבש', 'שומנים_בדם', 'שומנים', 'fat32', 'רִקְמַת-שֻׁמָּן', 'שומן_קרבי', 'פרות', 'משקל_יתר', 'fat', 'stypsis', 'fat12', 'השמנת_יתר', 'מִשְׁמַנִּים', 'רקמת_שומן', 'שומן', 'ליפיד', 'lipide', 'טבלת_מיקומי_קבצים', 'משקל_עודף', 'עודף_משקל', 'lipoid', 'adiposis', 'שֹׁמֶן', 'השמנה'}
father	{'היזמות', 'אב_הכנסייה', 'כמרים_קתולים', 'לכמורה', 'אב_אלוהים', 'מייסד', 'טיוטה:confident', 'יזמות', 'אבהות', 'ייזום', 'אַבָּא', 'אבות_הכנסייה', 'האב', 'יזם', 'אבות_הנצרות', 'מוליד', 'יזמות_עסקית', 'מְיַסֵּד', 'האל_האב', 'father', 'יזם_סדרתי', 'אָב', 'לכהונה', 'אביה_של_הכנסייה', 'כומר_קתולי', 'אבות_הכנסיה', 'אבא', 'אב', 'the_gift', 'הורה_זכר', 'חשיבה_יזמית'}
fear	{'פחד\u200e', 'פלצות', 'חֲשָׁשׁ', 'inside_out', 'marillion', 'פָּחַד', 'fear', 'פחד', 'הקול_בראש', 'יראה', 'פַּחַד', 'מפחיד', 'דאגה', 'אימה'}
feather	{'נוצות', 'ניצוי', 'hysteria', "נהר_פד'ר", 'נוצה\u200e', 'נוצות_עוף', 'barbule', 'feathering', 'filoplume', 'נוצה'}
feeling	{'רגיש\u200e', 'רגשות', 'חושי', 'תחושה', 'מישוש', 'מגע', 'תחושה_אינטואיטיבית', 'תחושת_מישוש', 'הַרְגָּשָׁה', 'תחושת_מגע', 'הַרְגָּשָׁה', 'רגישה\u200e', 'משוב_מישוש'}
few	{'!כַּמּוּת', 'מעטים', 'כמות'}
fight	{'מאבק_מזוין', '!קְרָב', 'מאבק', 'קְרָב', 'ברוק_קנדי', 'קרב\u200e', 'קרב', 'נאבק\u200e', 'קרבות', 'fight', 'התחרותיות', 'צורות_קרב', 'מאבק\u200e', 'נפתולים\u200e', 'נלחם\u200e', 'רב\u200e', 'להתנגד', 'צורות_הקרב', 'לחימה', 'צורת_קרב', 'להילחם', 'מעורבות_צבאית'}
fingernail	{'צִפֹּרֶן_/_ציפורן\u200e', 'צִפֹּרֶן', 'ציפורן', 'צפצרן', 'צפורן', 'גזיזת_ציפורניים', 'ציפורן_\\_צִפֹּרֶן\u200e', 'ציפורניים'}
fire	{'אמרסון_לייק_ופלמר', 'בארנס_קורטני', 'שריפה', 'שרף', 'the_fire', 'fervidness', 'fire', 'ליאונה_לואיס', "let's_cheers_to_this", 'tina_barrett', 'heartbreak_on_hold', 'לוהט', 'התלקחות', 'שריפות', 'fire/jericho', 'אמרסון,_לייק_ופאלמר', 'מדורה', 'barns_courtney', 'אֵשׁ', 'leona_lewis', 'עוֹרֵר', 'דליקה', 'אש', 'אֵשׁ\u200e', 'anarchy', 'לֶהָבָה\u200e', 'תבערה', 'לאונה_לואיס', 'אש_משתוללת', 'elp', 'הֶעֱלָה', 'פיטר', 'אמרסון_לייק_ופאלמר', 'שרפה', 'להבה', 'kindle_fire', 'להט', 'לַהַט', 'emerson_lake_and_palmer', 'kelis_was_here'}
fish	{'elver', 'phish', 'מזל_דגים', 'היברידיזציה_פלואורסצנטית_באתר', 'חוט_משיכה', 'פיש', 'אצבעוניי', 'דג_מאכל', 'finfish', 'fish', 'דגי_מזון', '!דָּג', 'דגי_מאכל', 'עבור_דגים', 'משחק_רביעייה', 'pterygiophore', 'דגים', 'דג', 'ichthyofauna', 'הדגים_את_הדגים', 'היברידיזציה_פלורוסנטית_באתר', 'pisces', 'פלואורסצנטי_כלאה_באתר'}
five	{'הישגים', '5ive', 'succeeder', 'sugarcult', 'cinque', 'אניאגרם_של_אישיות', 'hollywood_undead', 'חֲמִשָּׁה', 'טבלת_התשע', 'קבוצת_כדורסל', 'v', 'pentad', 'חָמֵשׁ', 'פייב', 'ליטל_פיבי', 'five', 'האניאגרם_של_האישיות', '5', 'חמש', 'אניאגרם_של_האישיות'}
float	{'סירת_סירות', 'גלידה_לצוף', 'לשחות_שלפוחית', 'ponton', 'ציפה', 'מספרי_נקודה_צפו', 'bobber', 'שלפוחית_ציפה', 'סירות', 'float', 'גליונות_סגנונות_מדורגים', 'bobfloat', 'מנטיסה', 'אריתמטיקת_נקודה_צפה', 'הקרון_של_הטייח', 'שלפוחית_שחייה', 'swimbladder', 'קרון_בתהלוכה', 'css', 'מספר_הנקודה_צפה', 'בחשבון_נקודה_צפה', 'cascading_style_sheets', 'שלפוחית_אוויר', 'גלידת_סודה', 'לחץ_נפיץ', 'נקודה_צפה', 'לצוף', 'גיליונות_סגנון_מדורגים'}
flow	{'דינמיקת_נוזלים', 'הידראוליקה', 'ספיקה', 'תורת_הזרימה', 'וסת', 'אב__ראפ', 'זרימת_נוזל', 'ראפינג', 'קצב_הזרימה', 'תורת_הזורמים', 'נתיב_העשרה', 'קצב_זרימה', 'emceeing', 'ראפר', 'אלגוריתם_הרם_וקדם', 'רשת', 'אורח_נשים', 'florent_mothe', 'זורם', 'catamenia', 'זרימת_נפחית', 'מכניקת_הזורמים', 'grail', 'הידרוליקה', 'מכניקת_זורמים', 'רשת_זרימה', 'בעיית_זרימה_מקסימלית', 'פונקציית_זרימה', 'ברשת_זרימה', 'young_money', 'לחץ_הידראולי', 'ראפ', 'זֶרֶם', 'זרימת', 'וֶסֶת', 'מכניקת_הזרימה', 'gravity_recovery_and_interior_laboratory', 'יאנג_מאני', 'פיזיקת_נוזלים', 'young_money_entertainment', 'הידרודינמית', 'מחזור_הווסת', 'ראפרים', 'זרימה', 'dynamicist_נוזל', 'מכניקת_נוזלים', 'הידראולי', 'ראפרית', 'flow', 'וֶסֶת\u200e'}
flower	{'גביעון', 'עונת_גידול', 'תקופת_שיא', 'אבקנים', 'מאבק', 'flower', 'play', 'עלי', 'gackt', 'פרחים', 'bambi', 'פֶּרַח\u200e', 'פָּרַח', 'פריחה', 'במבי', 'relient_k', 'פרח', 'עלה_עטיף', 'מבנה_הפרח', 'עמוד_עלי', 'צלקת', 'פָּרַח', 'לִבְלֵב', 'הפריח', 'תפרחת', 'שעוות_epicuticular', 'זיר', 'עלה_גביע'}
fly	{'diptera', '!נָס', 'dipterans', 'סיארה', 'rainfly', 'אוהל-לעוף', 'ciara', 'הפרפר', 'שְׂחִיַּת-פַּרְפַּר', 'לעוף_מול', 'הזבוב', 'לטוס_כדור', 'לטוס_גיליון', 'יריעת_אוהל', 'שחיית_פרפר', 'זבובים', 'זבובאים', 'זְבוּב\u200e', 'פַּרְפַּר', 'פרפר', 'זבובים_אמיתיים', 'זבוב', 'fly', 'לטוס'}
fog	{'עֲרָפֶל', '!עֲרָפֶל', 'ערפל_קרקע', 'ערפל', 'מְבוּכָה', 'עלטה', 'עֲרָפֶל\u200e'}
food	{'חומרי_מזון', 'אֹכֶל', 'מזון_מוצק', 'ניוטריאנטים', 'שדה_התעופה_מונדה', 'מאכל', 'מזון', 'מזונות', 'חומר_למחשבה', 'קירבי', 'נוטריאנטים', 'macronutrients', 'מזונו_של_האדם', 'אוכל_\\_אֹכֶל\u200e', 'kirby', 'נוטריינטים', 'מָזוֹן\u200e', 'נוטריינט', 'אוכל', 'מזון_רוחני'}
foot	{'רגלים', 'חיל_רגלים', 'רגל_שקול', 'יחידה_מטרי', 'כף_רגל', 'כף_הרגל', 'understructure', 'רכיכה', 'הרגל', 'מכונת_תפירה', 'יסודות', 'רגל_אדם', 'רגל', 'חסר_חוליות_רגל', 'מערכת_חי_רכיכות', 'יסוד\u200e', 'מלקולוגיה', 'למרגלות', 'clew', 'פיט', 'mollusca', 'חי"ר', 'גדוד_חי"ר', 'גיליון_מזג_אוויר', 'מלקולוג', 'mainsheet', 'פאדא', 'תכריכים', 'רגל_חיה', 'גיליון', 'רכיכות', 'שבט_הרגל', 'בָּסִיס\u200e', 'pes'}
forest	{'גרף_עץ', 'יערות', 'נוטינגהאם_פורסט', 'ביער', 'עץ', 'יער', 'יַעַר\u200e', 'טימברלנד', 'מיוער', 'עץ_נטוע', 'יערות_מחטניים', 'forest', 'נוטינגהם_פורסט', 'עץ_מכוון'}
four	{'חוג_הקווטרניונים_של_המילטון', 'הקווטרניונים', 'ארבע', 'אלגברת_הקווטרניונים_של_המילטון', 'ארבע_נקודה', "צ'אנל_4", 'מספר_היפר_מרוכב', 'forth', 'quaternity', 'ערוץ_4', 'מספר_היפרקומפלקסי', 'חוג_הקוורטריונים', 'קווטרניון', 'אלגברת_הקווטרניונים', 'quaternion', 'quaternions', '4_intimate_nights_with_beyoncé', 'quatern', 'לארבעה', 'ארבעה', "ג'ו_הקטן", 'הישגים', 'succeeder', 'planetary', 'אניאגרם_של_אישיות', 'חוג_הקווטרניונים', 'טבלת_התשע', 'ארבעון', 'channel_4', 'tetractys', '6', 'אַרְבַּע', '4', 'ערוץ_4_הבריטי', 'four', 'האניאגרם_של_האישיות', 'אניאגרם_של_האישיות'}
freeze	{'לתלות', 'freeze', 'קפאון', 'קפיאה', 'jordin_sparks', 'todd_smith', 'bloodline', 'הקפאה', 'freeez', 'קיפאון', 'כפור'}
fruit	{'fruit', 'stypsis', 'מינרליות', 'פְּרִי', 'גוף', 'פירות', 'יבש', '!פְּרִי', 'פרות', 'פרי'}
full	{'מלא_של_ה-הירח', '!מָלֵא', 'מלא', 'מלא\u200e', 'ירח_מלא\u200e', 'באופן_מלא', 'אגן_סהר', 'שלב_מלא_של_הירח', '!שָׁלֵם', 'מָלֵא'}
garbage	{'גרוטאות', 'אַלְטֶע_זַאכֶן\u200e', 'פסולת_עירונית', 'חומרי_פסולת', 'פסולת_ביתית', 'withering_to_death.', 'גרוטאה', 'בזבוז_מזון', 'אובדן_מזון', 'זֶבֶל\u200e', 'גרוטאות_ברזל', 'פסולת', 'לסרב', 'זבל\u200e', 'זֶבֶל', 'גרוטה', 'אַשְׁפָּה', 'פסולת_עירונית_מוצקה', 'אשפה', 'פסולת_מוצקה', "גארבג'", "גרבג'", 'garbage', 'אַשְׁפָּה\u200e', 'שאריות', 'מחזור_מתכת', 'לבזבז_את_העניין', 'מיחזור_מתכת'}
give	{'להקדיש', 'לתת', 'נָתַן', 'להקריב', 'שי', 'לתרום', 'אשכר', 'קפיציות', 'pet_your_friends', 'הֶעֱבִיר', 'מתנות', 'להאכיל', 'cold', 'the_giver', 'מתנה', 'תשורה', 'הקדיש\u200e', 'מָסַר', 'נָתַן\u200e', 'נתן', 'המעניק', 'יש'}
gold	{'froot', 'young_lust:_the_aerosmith_anthology', 'מהדורה', 'לזהב', 'מהדורה_לייצור', 'גרסת_בטא', 'e_175', 'גרסת_אלפא', 'מוסמך_זהב', 'זהב', 'בדיקה_בטאה', 'פלטינה', 'פלטינה_כפולה', 'תקליט_זהב', 'זהוב', 'דיסק_זהב', 'זהב_עורק', 'דיסק_פלטינה', 'the_heist', 'אאור', 'הסמכת_מכירות_הקלטת_מוסיקה', 'אלפא_מבחן', 'bobby_brown', 'אלבום_זהב', 'אלפא_תוכנה', 'במדליית_הזהב', 'תקליט_פלטינה', 'מועמד_לשחרור', 'e-175', 'גרסת_הבטא', 'דיסק_סילבר', 'גירסה_מועמדת_להפצה', 'במדליית_הזהב_האולימפית', 'וזהב', 'ענבר', 'בובי_בראון', 'גירסת_אלפא', 'beta', 'זהוב\u200e', 'מספר_אטומי_79', 'הבטא_תוכנה', 'anthology', 'זהב_ילידים', 'e175', 'מדליית_זהב', 'מראש_אלפא', 'gold', 'מוזהב', 'גירסת_בטא', 'הסמכת_זהב', 'שחרור_תוכנה', 'מדליות_זהב', 'פלטינה_משולשת'}
good	{'טוב\u200e', 'מוצרים', 'עֵרֶך\u200e', 'לסחור_טוב', 'מצרך', 'good', 'טעים\u200e', 'good_music', 'g.o.o.d._music', 'הֵיטֵב', 'בריאה', 'גוד', 'סחורות', 'טוב_ורע', '!טוּב', 'בָּטוּחַ', 'טוב', 'g.o.o.d_music', 'ערך', 'ערכים', 'גוד_מיוזיק', 'בריא', 'טוּב', 'טוֹב', 'סחורה', 'ערכים_אתיים'}
