ability	{'moć', 'talent', 'sposobnost', 'prirođena_sklonost', 'mogućnost', 'nadarenost', 'sposobnosti'}
device	{'crtež', 'strojevina', 'sklopovlje', 'stroj', 'znak', 'postupak', 'ukrasni_uzorak', 'mobitel', 'naprava', 'uzorak', 'znamen', 'hardver', 'strojna_oprema', 'trik', 'mobile', 'kapitalne_opreme', 'mobilnih_telefona', 'dijelovi_računala', 'mobitela', 'strojevi', 'računalni_hardver', 'računalno_sklopovlje', 'bežični_telefon', 'očvrsje', 'mobilni_telefon', 'prijenosni_telefon', 'mobitelima', 'config.sys', 'oznaka', 'strojeva', 'hardware', 'sprava', 'mobilne_komunikacije', 'računalna_sklopovska_podrška', 'device', 'uređaj', 'sklopovska_podrška'}
die	{'die', 'prerane_smrti', 'krepati', 'crknuti', 'umro', 'kocka', 'umrijeti', 'kocke', 'čip', 'izblijedjeti', 'poliedarskih_kocke', 'smrt', 'kockica', 'skončati', 'pokvariti_se', 'kockice', 'smrti', 'umirati', 'izdahnuti', 'kvariti_se', 'skončavati', 'preminuti'}
dig	{'štihati', 'arheološko_nalazište', 'ubosti', 'arheološki_lokalitet', 'probadati', 'kopati', 'dubiti', 'rinuti', 'zarinuti', 'uvidjeti', 'dig', 'podsmijeh', 'skužiti', 'izdubljivati', 'podbosti', 'ubadati', 'prekopavati', 'zabijati', 'zariti', 'mučiti_se', 'iskopati', 'zabadati', 'prokužiti', 'zabosti', 'zarivati', 'kopanje', 'bocnuti', 'crnčiti', 'probosti', 'dirinčiti', 'iskopavati', 'prekopati', 'nabosti', 'shvaćati', 'pojmiti', 'razumjeti', 'robijati', 'dokučivati', 'poimati', 'iskopina', 'upiknuti', 'kulučiti', 'iskapati', 'raditi', 'zabiti', 'čeprkati', 'izdubiti', 'dokučiti', 'razumijevati', 'shvatiti', 'nabadati', 'bockati', 'podbadati', 'uviđati', 'shvati', 'kužiti', 'bosti', 'rintati', 'pikati', 'ruganje', 'iskop', 'piknuti'}
dinner	{'dejeuner', 'svečana_večera', 'popodnevni_čaj', 'večera', 'tiffin', 'večeru', 'čaj', 'svečani_ručak', 'objed', 'ručak', 'teatime', 'drugi_ručak'}
dirty	{'l3_cache_memorije', 'upute_cache', 'l1_cache', 'cpu_cache_memorije', 'zablatiti', 'predmemorija', 'blatiti', 'dirrty', 'prljav', 'uprljati', 'mrljati', 'onečišćivati', 'prljati', 'uprljan', 'umrljan', 'zaprljan', 'prljavštine', 'predmemoriranje', 'dirty', 'zamrljan', 'keš', 'l1_priručna_memorija', 'ukaljati', 'tla', 'ublatiti', 'prljavo', 'memorija', 'okaljati', 'zaprljati', 'zemlja', 'l2_cache', 'priručna_memorija', 'umrljati', 'cache_memorije', 'spremljeno', 'onečišćavati', 'tlo', 'set-asocijativne', 'kaljati', 'underworld', 'cache', 'predmemorija_radne_memorije', 'l1_predmemorija', 'mazati', 'nečist', 'zamazan', 'nepristojan', 'onečistiti', 'priručnu_liniji', 'zamazati'}
disease	{'medicinskim_uvjetima', 'begowal', 'upala_pluća', 'medicinski_poremećaj', 'boljetica', 'zapaljenje_plućne_maramice', 'bȍlēst', 'oboljenje', 'unwellness', 'pleuritis', 'bolest', 'boljka', 'bolesti', 'zdravstveno_stanje'}
dissolve	{'istapati', 'rasturiti', 'rastapati', 'kopnjeti', 'raspustiti', 'okopnjeti', 'otapati_se', 'otopiti', 'okopnjivati', 'rastopiti', 'istopiti_se', 'topiti_se', 'otopiti_se', 'rastapati_se', 'rastopiti_se', 'istopiti', 'otapati', 'istapati_se', 'topiti'}
disturb	{'prekidati', 'smetati', 'potresati', 'smesti', 'omesti', 'zabrinuti', 'prekinuti', 'uznemiravati', 'ometati', 'potresti', 'uznemiriti', 'mučiti', 'brinuti', 'uznemirivati'}
do	{'igrati', 'uprizoriti', 'ponašati', 'doh', 'ubiti', 'počiniti', 'ševiti', 'ponašaju', 'nastupiti', 'tulumarenje', 'do', 'obavljati', 'potaknuti', 'nemojte', 'stvoriti', 'snaći_se', 'izvršavati', 'dostajati', '도', 'jebati', 'potaći', 'ševiti_se', 'tulum', 'odslužiti', 'fešta', 'divlji_tulum', 'žur', 'predstaviti', 'izvesti', 'prouzrokovati', 'postupati', 'jebati_se', 'usmrćivati', 'prosperirati', 'voditi_ljubav', 'izrađivati', 'tao', 'činiti', 'raditi', 'marshall_applewhite', 'napraviti', 'učiniti', 'završiti', 'procvasti', 'poslužiti', 'ubijati', 'soirée', 'prouzročiti', 'zadovoljavati', 'baviti_se', 'zabava', 'uzrokovati', 'obaviti', 'odguliti', 'procvjetati', 'odigrati', 'ojačati', 'tvoriti', 'proslava', 'postupiti', 'uspjeti', 'praviti', 'predstavljati', 'umoriti', 'izvršiti', 'karati_se', 'spavati', 'poševiti', 'ponijeti_se', 'uprizorivati', 'divlja_zabava', 'izvoditi', 'izraditi', 'služiti', 'dernek', 'načiniti', 'rasti', 'stvarati', 'proizvoditi', 'vršiti', 'upravljati', 'parti', 'ekspandirati', 'općiti', 'odrađivati', 'seksati_se', 'proizvesti', 'napredovati', 'nastupati', 'bujati', 'cvasti', 'provoditi', 'poticati', 'narasti', 'stranku', 'glumiti', 'odgovarati', 'izazivati', 'izazvati', 'pobuđivati', 'djelovati', 'guliti', 'razgranati_se', 'cvjetati', 'jačati', 'vladati_se', 'doktor_osteopathy', 'usmrtiti', 'uraditi', 'aranžirati', 'pobuditi', 'ponašati_se', 'odglumiti'}
doctor	{'hirurg', 'obnoviti', 'liječnika', 'dr._sc.', 'crkveni_naučitelj', 'doctorat', 'doktor', 'liječnik', 'doktor_crkve', 'dr', 'učitelj_crkve', 'dr._who', 'operativni_kirurg', 'eliza', 'doktorat', 'liječnica', 'doctor_who', 'liječnici', 'popravljati', 'doktorirao', 'liječništvo', 'naučitelja_crkve', 'doktorirali', 'loïc_nottet', 'krpiti', 'doktor_medicine', 'kirurg', 'lijȇčnīk', 'profesionalni_doktorat', 'sanitetski_časnik', 'doktorata', 'doktor_znanosti', 'popraviti', 'kirurga', 'rude_boy', 'dr.med.', 'obnavljati'}
dog	{'zaponska', 'duck_hunt', 'ganjati', 'hulja', 'domaćeg_psa', 'staromodno_obučena_žena', 'naganjati', 'psi', 'porodica_canidae', 'psa', 'canidae', 'pratiti', 'canis_familiaris', 'natjeravati', 'proganjati', 'hvatati', 'goniti', 'domaći_psi', 'weenie', 'canis_lupus_familiaris', 'porodica_pasa', 'slijediti', 'hotdog', 'hrenovke', 'domaći_pas', 'lupus_familiaris', 'pas-željezo', 'firedog', 'progoniti', 'andiron', 'hot_dog', 'pas', 'familiaris', 'zapinjač', 'obiteljski_canidae', 'pas_meso', 'kanida', 'juriti', 'hrenovka', 'loviti'}
dressing	{'zavoj', 'preljev_za_salatu', 'odjeće', 'odijelo', 'žensku', 'oblog', 'ruho', 'salate', 'nadjev', 'odjevni_predmet', 'odjevni', 'odjevnoj_industriji', 'medicinske_preljev', 'medicinski_zavoj', 'podesan_za_nošenje', 'odjeća', 'zavijanje'}
drink	{'opijanje', 'lil_jon', 'nazdraviti', 'napiti_se', 'piće', 'boozing', 'opiti_se', 'napijanje', 'pića', 'napitak', 'opijati_se', 'piti', 'napijati_se', 'mamurluk', 'pitak', 'gutanja', 'deglutition', 'cugati', 'popiti'}
driver	{'vozač', 'upravljački_program', 'pogonske_kotače', 'vožnje_kotača', 'wälder', 'vòzāč', 'kamion_vožnje', 'kamiona_vožnje', 'drivere', 'broj_jedan_drva', 'pilota', 'upravljački_program_pisača', 'šumi', 'kamione', 'šumama', 'crnogoričnim_šumama', 'driver', 'šuma', 'vozača_kamiona', 'kamiondžija', 'crnogoričnom_šumom', 'šume', 'šofer', 'vozačem', 'driver:_san_francisco', 'vozač_kamiona', 'cowcatcher'}
dry	{'voća', 'suh', 'posušiti', 'sušiti', 'osušiti', 'isušivati', 'isušivati_se', 'stypsis', 'prohibicionist', 'sasušen', 'mineralnost', 'isušiti_se', 'bouquet', 'buke', 'tijelo', 'dry', 'posušiti_se', 'posušen', 'isušiti', 'isušen', 'osuši', 'osušiti_se', 'osušen', 'sušiti_se', 'suho', 'sušiti_se/posušiti_se'}
dull	{'glup', 'tup', 'otupiti', 'otupljivati', 'prigušiti', 'tupiti', 'neinteligentan', 'dosadan', 'istupljivati', 'sumoran', 'tmuran', 'nezanimljiv', 'istupiti'}
dust	{'prah', 'prašina', 'razbacati', 'phencyclidine', 'posipati', 'krš', 'raspršivati', 'prašine', 'rasipavati', 'raspršiti', 'posuti', 'phencyclidine_hidroklorid', 'disperzirati', 'babylon_5', 'isprašiti', 'rasipati', 'babilon_5', 'narančasta_pekoe', 'orange_pekoe', 'rasuti', 'razbacivati', 'oprašivati', 'fannings', 'zaprašiti', 'sipati', 'krhotine', 'anđeo_prašine', 'pekoe', 'dust'}
ear	{'pinnae', 'tjeme', 'uška', 'pinna', 'uho', 'vrh', 'klip', 'ušna_školjka', 'klas', 'uši', 'ljudsko_uho', 'uha_raspadu', 'spica'}
earth	{'zemlje', 'terra_firma', 'saiyan', 'golgafrincham', 'magrathea', 'ace_combat', 'svjetovnost', 'brontitall', 'suha_zemlja', 'zemlja', 'svijetu', 'geja', 'zemaljska_kugla', 'uzemljenje', 'tlo', 'majka_zemlja', 'terra', 'earth', 'dragon_ball', 'svijet', 'milliways', 'čvrsto_tlo', 'andrómeda', 'kopnene_mase', 'svjetovna_briga', 'zemaljska_briga', 'zemlji', 'krikkit', 'lamuella', 'svijeta', 'kopno'}
eat	{'crpsti', 'pojesti', 'upotrebljavati', 'potrošiti', 'jelo', 'jesti', 'hraniti_se', 'izgristi', 'iscrpiti', 'izjedati', 'blagovaona', 'crpiti', 'hranjenja', 'trošiti', 'iscrpljivati', 'eat', 'prazniti', 'korodirati', 'iscrpsti', 'nagrizati', 'isprazniti'}
economy	{'thriftiness', 'politički_ekonomist', 'walden', 'štednja', 'ekonomski_sustav', 'politička_ekonomija', 'ekonomske_znanosti', 'ušteda', 'ekonomski', 'političke_ekonomije', 'štedljivost', 'ekonomski_sistem', 'gospodarske_aktivnosti', 'economy', 'ekonomija', 'stope_štednje', 'gospodarstvo', 'privreda', 'gospodarski_sustav', 'ruralnog_gospodarstva', 'nacionalne_ekonomije', 'ekonomska_znanost'}
egg	{'velika_poluos', 'elipsa', 'jaja', 'kako_phasmatodea', 'osi_model', 'phasmida', 'proizvodnje_jaja', 'jajnih_stanica', 'testisa', 'jajna_stanica', 'mudo', 'open_systems_interconnection', 'osi', 'mala_poluos', 'jaje', 'cheleutoptera', 'ptica_jaje', 'teste', 'riba_jaja', 'nakaznici', 'ballock', 'jajne_stanice', 'jajašce', 'sjemenik', 'sjemenici', 'phasmatodea', 'ovalan', 'oval', 'egg', 'kako_phasmida', 'osi_modela', 'testis', 'testisi'}
election	{'reizbor', 'izbornoj_politici', 'izbornog_procesa', 'election', 'odabir', 'izbori', 'rješenje_o_izborima', 'izbora', 'demokratski_izabranog', 'izbor'}
electron	{'negatron', 'elektroni', 'elektron', 'elektrona', 'electron'}
elegance	{'rafiniranost', 'klasične_ljepote', 'elegantnost', 'elegancija', 'karlgeorg_hoefer', 'ljepote', 'ljepota', 'elegantan', 'beaut', 'otmjenost', 'matematičke_ljepote', 'matematičku_eleganciju', 'elegancije'}
emotion	{'emocija', 'ljudske_emocije', 'osjećaji', 'human_after_all', 'osjećaj', 'čuvstvo', 'emocije', 'emotion'}
emotionally	{'emocija', 'ljudske_emocije', 'emocionalno', 'osjećaji', 'osjećaj', 'čuvstvo', 'emocije'}
engine	{'željezničkom_motorom', 'željeznička_lokomotiva', 'lokomotiva', 'lokomotiva_motor', 'motora', 'motori_s_unutarnjim_sagorjevanjem', 'ray_alder', 'engine', 'softver_motor', 'redni_motori', 'motor', '3d_motor', 'motori_s_unutarnjim_izgaranjem', 'igra_motor'}
english	{'američki_engleski', 'engleskom_jeziku', 'američkom_engleskom', 'león_bloy', 'opt-out', 'američki_jezik', 'na_engleskom_jeziku', 'englez', 'engleskom_filologije', 'engleza', 'anglistika', 'engleski', 'engleski_jezik', 'englezi', 'english', 'englezima'}
event	{'slučaju', 'slušatelj', 'ishod', 'događaja', 'slušalac', 'posljedica', 'događaj_rukovatelj', 'događanje', 'rukovatelj_događajima', 'ključni_udarac', 'događaj', 'rezultat', 'slučaj', 'konzekvencija', 'efekt', 'događaj_u_programu', 'ključ_moždani_udar', 'slueaj', 'pritiska', 'događaj_rukovanje', 'učinak'}
experiment	{'eksperimenta', 'eksperimentalne_znanosti', 'pokus', 'experiment', 'eksperimentalnoj_skupini', 'eksperimentiranja', 'eksperimentalni', 'eksperiment', 'eksperimentirati', 'the_experiment', 'znanstvenom_pokusu'}
extremely	{'iznimno', 'vrlo'}
eye	{'oculus', 'eyewall', 'centar', 'oko', 'the_eye', 'optičkih', 'složene_oči', 'pup', 'pupoljci', 'pupoljak', 'sredina', 'oči', 'ušica', 'sredini', 'optički', 'oculi', 'oka', 'središte', 'eye'}
fall	{'smanjiti_se', 'nagib', 'predaju', 'pasti', 'jȅsēn', 'jesen', 'umanjiti_se', 'evenfall', 'padaju', 'opadati', 'posrnuće', 'gloam', 'ugibati', 'padanja', 'pripadati', 'crepuscule', 'crepuscle', 'smanjivati_se', 'slijevati_se', 'the_fall', 'krivina', 'natalia_lesz', 'stradavati', 'pin', 'sniziti_se', 'nizbrdica', 'astronomski_sumrak', 'pripasti', 'stradati', 'declivity', 'pad', 'suton', 'pogibati', 'poginuti', 'kapitulacija', 'opasti', 'fall', 'ginuti', 'pada', 'spustiti_se', 'snižavati_se', 'umanjivati_se', 'uginuti', 'predaja', 'padanje', 'padati', 'sumrak', 'kosina', 'nautičkog_sumraka', 'potpadati', 'smanjiti', 'spuštati_se', 'padina'}
far	{'bivši_oružane_snage', 'vojska_za_oslobođenje_ruande', 'interahamwe', 'far', 'koliko', 'daleko', 'dalek', 'alir', 'udaljen'}
fat	{'debeo', 'voća', 'salo', 'udebljati', 'masno_ulje', 'lipidi', 'stypsis', 'lipida', 'lipoid', 'gojiti', 'masnoća', 'masti', 'debljina', 'mineralnost', 'fat32', 'bouquet', 'buke', 'mast', 'lipid', 'masna_ulja', 'adiposis', 'tijelo', 'mastan', 'ugojenost', 'pretežak', 'masno_tkivo', 'masnog_tkiva', 'visceralnog_masnog_tkiva', 'zakon_i_red:_odjel_za_žrtve', 'debljati', 'fat', 'ugojiti', 'masno', 'toviti', 'pretilost', 'masnoće', 'file_allocation_table', 'utoviti', 'lipide', 'glycerolipid'}
father	{'crkveni_oci', 'rimokatolički_svećenik', 'poduzetničko_razmišljanje', 'poduzetnik', 'suosnivač', 'poduzetništvo', 'poduzetnici', 'osnivač', 'biološki_otac', 'father', 'tata', 'the_gift', 'uzrokovanje', 'poduzetništva', 'otac-bog', 'otac', 'serijski_poduzetnik', 'muški_roditelj', 'crkva_otac', 'otac_crkve', 'poduzetničkog_načina_razmišljanja', 'svećenik', 'poduzetničke', 'bog_otac', 'crkveni_otac', 'entrepreneurialism', 'katoličkih_svećenika', 'katolički_svećenik', 'svećenika'}
fear	{'strah', 'zabrinutost', 'uplašiti_se', 'strahovati', 'strašiti_se', 'štovati', 'strepiti', 'prestrašiti_se', 'plašiti_se', 'bojati_se', 'strahopoštovanje', 'marillion', 'bojazan', 'izvrnuto_obrnuto', 'preplašiti_se', 'strava', 'pribojavati_se', 'briga', 'inside_out', 'bojati', 'strahovima', 'fear', 'ustrašiti_se', 'zastrašiti_se'}
feather	{'pero', 'opernatiti', 'filoplume', 'jak-17', 'perje', 'jakovljev_jak-17', 'jak-15', 'jakovljev_jak-15', 'barbule', 'eclipse_perje', 'pèro'}
feeling	{'dodir', 'osjećanje', 'intuicija', 'dodir_senzacija', 'ton', 'osjećaj', 'somatosenzorni', 'atmosfera', 'taktilni_osjećaj', 'osjet', 'pojma', 'somatosenzorni_sustav', 'taktilne_povratne_informacije', 'dojam', 'raspoloženje', 'osjećaji', 'duh', 'intuitivan_osjećaj'}
few	{'kvantiteta', 'malo', 'nekolicina', 'nekoliko', 'količina'}
fight	{'boriti_se', 'fight', 'oduprijeti_se', 'naprezati_se', 'boriti', 'tučnjava', 'sukobiti_se', 'usprotiviti_se', 'borbenu_obuku', 'oružane_borbe', 'vojni_angažman', 'borba', 'okršaja', 'sukob', 'suprotstaviti_se', 'suprotstavljati_se', 'bitka', 'protiviti_se', 'oponirati', 'angažman', 'meč', 'boj', 'odupirati_se', 'borbe', 'tuča', 'sukobljavati_se', 'konkurentnosti', 'tući_se'}
fingernail	{'nokti', 'nehet', 'noktiju', 'nokat_na_prstu', 'nokat'}
fire	{'sažigati', 'kamin', 'nogirati', 'goreći', 'žeći', 'paljba', 'vatrenost', 'tankirati', 'ispucati', 'probuditi', 'sažeći', 'odapeti', 'vatra', 'razbuktati', 'zapucati', 'rasplamsavati', 'razbuktavati', 'žgati', 'potaknuti', 'spaliti', 'sažgati', 'anarchy', 'elp', 'buditi', 'raspiriti', 'otpustiti', 'tina_barrett', 'otpuštati', 'odapinjati', 'potaći', 'poticati', 'rasplamsati', 'fire', 'raspaljivati', 'fervidness', 'ložiti', 'izazivati', 'izazvati', 'raspaliti', 'pobuđivati', 'plamen', 'fire/jericho', 'heartbreak_on_hold', 'ispaliti', 'napad', 'podjariti', 'najuriti', 'leona_lewis', 'emerson,_lake_&_palmer', 'paliti', 'kelis_was_here', 'vatru', 'spaljivati', 'ispaljivati', 'žar', 'opaliti', 'požar', 'puknuti', 'opaljivati', 'zanos', 'pucati', 'pobuditi', 'ognjište', 'pucnjava', "let's_cheers_to_this"}
fish	{'jestiva_riba', 'finfish', 'pecati', 'fluorescentna_in_situ_hibridizacija', 'pržiti', 'fish', 'ihtiofaune', 'pisces', 'riba', 'ribe', 'ribe_su_ribe', 'go_fish', 'mlada_jegulja', 'hrana_riba', 'morske_ribe', 'lažeš', 'fingerling', 'meke_ray', 'phish', 'fluorescentne_in_situ_hibridizacije', 'ribati', 'pterygiophore'}
five	{'cinque', 'achiever', 'pet', 'petina', 'succeeder', 'five', '5', 'hollywood_undead', 'eneagram', 'sugarcult', 'malo_phoebe', 'košarkaška_reprezentacija'}
float	{'sladoled_plovak', 'kliziti', 'otplutati', 'riblji_mjehur', 'letjeti', 'css', 'plovak', 'plivati_mjehur', 'nekontrolirano_dekompresije', 'ponton', 'vijoriti', 'puštati', 'pustiti', 'lebdjeti', 'bobfloat', 'doplutati', 'porinuti', 'float', 'eksplozivnu_dekompresiju', 'sladoled_soda', 'pomičnim_zarezom', 'odlebdjeti', 'kaskadni_listovi_stilova', 'pomičnim_zarezom_broj', 'dolebdjeti', 'zidar_je_plovak', 'plutati', 'plivati_mjehura', 'swimbladder', 'free_float', 'ploviti', 'floating-point_broj', 'zračni_mjehur', 'pontonski_čamac'}
flow	{'fluida_fizike', 'proticati', 'rap_umjetnik', 'povećavajući_put', 'mehanika_fluida', 'hidromehanika', 'tekućine_dinamičaru', 'doteći', 'repati', 'mjesečnica', 'repera', 'protjecanje', 'stalan_protok', 'dotjecati', 'stopa_protoka', 'rap', 'young_money_entertainment', 'sliti_se', 'proto-rap', 'slijevati_se', 'gravity_recovery_and_interior_laboratory', 'teći', 'tok', 'reper', 'protjecati', 'proteći', 'dinamike_fluida', 'catamenia', 'florent_mothe', 'curiti', 'proticanje', 'flow', 'menzes', 'volumetrijske_toka', 'hidraulika', 'uliti_se', 'toka', 'hidraulički', 'tečan', 'menstruacija', 'volumni_protok', 'mehanici_fluida', 'poteći', 'tečenje', 'tijek', 'protok', 'emceeing', 'tekućina_dinamičaru', 'hidraulike', 'ulijevati_se', 'utjecati', 'menstruacije', 'hidrauličkog_tlaka'}
flower	{'cvatnje', 'cvjetanje', 'vegetacije', 'rascvasti_se', 'relient_k', 'procvjetati', 'cvjetovi', 'behar', 'gackt', 'rascvjetavati_se', 'play', 'plodova', 'zenit', 'cvjetati', 'epikutikularni_vosak', 'rascvjetati_se', 'flower', 'cvijet', 'pupoljci', 'bambi', 'cvat', 'procvasti', 'cvjetni', 'cvijeće', 'cvasti'}
fly	{'prevoziti_avionom', 'otperjašiti', 'dvokrilci', 'nestajati', 'fly', 'gubiti_se', 'trčkarati', 'ciara', 'kidati', 'bježati', 'leptir_moždani_udar', 'umaknuti', 'lete_ispred', 'letjeti_loptu', 'nestati', 'brisati', 'odmagliti', 'klisnuti', 'odjuriti', 'lepršati', 'dipterans', 'kidnuti', 'skakutati', 'preletjeti', 'pobjeći', 'letjeti', 'izgubiti_se', 'uteći', 'transportirati_avionom', 'leptir', 'voziti_avionom', 'letak', 'pilotirati', 'rainfly', 'zbrisati', 'otperjati', 'muha', 'umaći', 'diptera', 'šator-fly', 'prevesti_avionom', 'šator_lepršati', 'juriti'}
fog	{'zamagliti', 'pomračiti', 'mrak', '10th_avenue_freakout', 'magla', 'zamagljivati', 'magle', 'zamutiti', 'zamagljenost', 'pomućivati', 'nejasnost', 'pomutiti', 'zamračiti', 'zamućivati', 'maglovitost', 'pomračivati', 'zamračivati', 'neodređenost'}
food	{'namirnica', 'prehrambenih_proizvoda', 'hranjiva_tvar', 'intelektualna_hrana', 'hrana', 'jelo', 'nutrijent', 'hrana_za_misli', 'čvrsta_hrana', 'namirnice', 'objed', 'hranjiva', 'makronutrijenata', 'kirby', 'hrane'}
foot	{'šivaćih_strojeva', 'ljudsko_stopalo', 'namiriti', 'životinjsko_stopalo', 'šivaći_stroj', 'osnova', 'baza', 'ft', 'temelj', 'substrukcijama', 'pleme_mollusca', 'mollusca', 'mainsheet', 'platiti', 'vrijeme_list', 'podnožje', 'podmiriti', 'klupko', 'pokriti', 'osnovica', 'mekušac', 'koljeno_mollusca', 'list', 'podloga', 'beskičmenjak_nogu', 'metrički_jedinica', 'pješačke_pukovnije', 'životinja_stopala', 'foot', 'noga', 'ljudska_noga', 'pješaštvo', 'podnožju', 'kupiti', 'podmirivati', 'pes', 'stopala', 'pada', 'platno', 'namirivati', 'stopalo', 'metričkim_noge', 'mekušci', 'stopa', 'pješaka', 'dno', 'koljeno_mekušaca', 'plaćati', 'metriàka_stopala', 'pokrivati'}
forest	{'šuma', 'nottingham_forest_fc', 'nottingham_forest', 'šumovita_zemlja', 'stablo', 'nottingham_forest_f.c.', 'šumovit_kraj', 'wälder', 'crnogoričnom_šumom', 'šume', 'šumi', 'pošumiti', 'forest', 'šumama', 'crnogoričnim_šumama', 'vorst'}
four	{'achiever', 'četiri_točka', 'planetary', 'forth', 'channel_4', 'succeeder', 'mali_joe', 'quaternity', 'quaternions', 'quatern', 'kvaternion', 'četverovalentan', 'eneagram', 'tetractys', 'četiri', 'four', '4', 'šest'}
freeze	{'lediti_se', 'freeze', 'smrzavanje', 'mrznuti', 'smrzavati', 'smrzavati_se', 'promrznuti', 'zamrznuti_se', 'zamrzavati', 'smrznuti_se', 'smrznuti', 'zamrzavati_se', 'jordin_sparks', 'smrzavica', 'mrznuti_se', 'zalediti_se', 'slediti_se', 'zalediti', 'todd_smith', 'ledište', 'mraz', 'suspendirati', 'sleđivati_se', 'zamrznuti', 'zaleđivati', 'freeez', 'stanka', 'zamrzavanje', 'lediti', 'zaleđivati_se', 'zastoj', 'bloodline', 'objesiti'}
fruit	{'plod', 'voća', 'tijelo', 'prinos', 'stypsis', 'dobit', 'bouquet', 'urod', 'fruit', 'mineralnost', 'sjemena_kapsuli', 'voće', 'buke'}
full	{'ukupan', 'dobar', 'potpuno', 'puna_faze_mjeseca', 'pun_mjesec', 'pun', 'full-of-the-moon', 'punog_mjeseca'}
garbage	{'otpad', 'krutog_otpada', 'bacanje_hrane', 'komadići', 'garbage', 'otpada_hrane', 'withering_to_death.', 'odbiti', 'otpadni_materijal', 'otpadna_tvar', 'otpadak', 'otpad_proizvoda', 'otpadnih_tvari', 'otpaci', 'komunalnog_otpada', 'otpada', 'smeće', 'smeća', 'starog_željeza'}
give	{'propuštati', 'dati', 'prirediti', 'hraniti', 'posvetiti', 'slomiti_se', 'pomicati_se', 'dodjeljivati', 'prilagati', 'slamati_se', 'posvetiti_se', 'priređivati', 'dodati', 'kontribuirati', 'priopćavati', 'nahraniti', 'otkrivati', 'popustiti', 'pomaknuti_se', 'proslijediti', 'posvećivati_se', 'srušiti_se', 'doprinositi', 'kazati', 'iskazivati', 'cold', 'obdariti', 'prouzrokovati', 'udijeliti', 'elastičnost', 'organizirati', 'izručivati', 'prenijeti', 'urušiti_se', 'primijeniti', 'iskazati', 'predavati', 'uložiti', 'predati', 'darovati', 'otkriti', 'pružati', 'pucati', 'prouzročiti', 'rezultirati', 'uzrokovati', 'pet_your_friends', 'poklanjati', 'dodijeliti', 'udjeljivati', 'uručiti', 'izražavati', 'pružiti', 'žrtvovati', 'pripremiti', 'izručiti', 'rušiti_se', 'darivati', 'posvećivati', 'priložiti', 'reći', 'priopćiti', 'prosljeđivati', 'ulagati', 'pokloni', 'pridonijeti', 'govoriti', 'žrtvuje', 'propustiti', 'proizvoditi', 'uručivati', 'dar', 'proizvesti', 'imati', 'izraziti', 'voditi', 'popuštati', 'urušavati_se', 'micati_se', 'davati', 'ostavljati', 'darove', 'odavati', 'odati', 'doprinijeti', 'ostaviti', 'maknuti_se', 'the_giver', 'predviđati', 'predvidjeti', 'držati', 'podariti', 'donositi', 'prepuštati', 'donijeti', 'pokloniti', 'nadariti', 'prenositi', 'puknuti', 'lomiti_se', 'dodavati', 'sudjelovati', 'poklon', 'prepustiti', 'pridonositi'}
gold	{'beta_softver', 'zlatnu_ploču', 'abba_gold_-_greatest_hits', 'young_lust:_the_aerosmith_anthology', 'anthology', 'zlatnu_olimpijsku_medalju', 'životnog_ciklusa_softvera', 'pre-alpha', 'platinastih', 'platine_disk', 'platine_rekord', 'rtm_verzija', 'zlatnu_rekord', 'alfa_test', 'zlatne_medalje', 'the_heist', 'wanna_one', 'multi-platinasti', 'fazi_razvoja', 'alfa_softver', 'zlatna_medalja', 'beta_testiranje', 'alfa_verzija', 'zlatnu_disk', 'rodnom_zlata', 'platinastu_certifikaciju', 'zlatni_singl', 'alfa-verzija', 'zlato', 'zlatnu_certifikaciju', 'javnu_beta', 'au', 'atomski_broj_79', 'lode_zlata', 'certificiran_zlata', 'trostruki_platinasti', 'dijamant_rekord', 'zlatnu_medalju', 'silver_disk', 'životni_ciklus_softverskih_izdanja', 'žuto', 'softver_puštanje', 'zlata_lode', 'beta_tester', 'beta_verzija', 'bobby_brown', 'gold'}
good	{'vrijednost', 'roba', 'zdrav', 'čestitost', 'good', 'ljekovit', 'sustav_vrijednosti', 'dobro', 'vrijednosti', 'artikl', 'valjanost', 'vrednota', 'etičkih_vrijednosti', 'pošten', 'prikladan', 'ekonomsko_dobro', 'krasan', 'good_music', 'dobra_i_zla', 'dobra', 'čestit', 'dobrota', 'ljudskih_vrijednosti', 'trgovinu_dobar', 'divan', 'vrijednosni_sustav', 'pravedan', 'libellé', 'dobar', 'dobrotu', 'proizvod', 'temeljito'}
grass	{'potkazati', 'marica', 'porodica_poaceae', 'ov', 'porodica_trava', 'gramineae', 'obiteljski_graminaceae', 'cinkati', 'supergrass', 'obiteljski_gramineae', 'obitelj_poaceae', 'skylarking', 'klasića', 'poaceae', 'pašnjak', 'trave', 'porodica_graminaceae', 'vutra', 'marihuana', 'pašnjaci', 'kanabis', 'gras', 'graminoid', 'trave_obitelj', 'ganja', 'graminaceae', 'günter_grass', 'stoner', 'eatage', 'sporobolus_caespitosus', 'sens', 'mary_jane', 'denuncirati', 'marihuane', 'zelena_božica', 'grass_gis', 'gunter_wilhelm_trava', 'trava', 'nothing_can_stop_us'}
great	{'i_veličine', 'velik', 'illustriousness'}
