ability	{'sobivus', 'oskus', 'võime', 'sobivustesti'}
experiment	{'the_experiment', 'katsetada', 'eksperimentaalteadus', 'eksperimentaalne', 'katserühma', 'eksperiment', 'experiment', 'katse', 'teaduslik_eksperiment'}
extremely	{'väga', 'äärmiselt'}
eye	{'orkaani_silm', 'silmad', 'bud', 'the_eye', 'silma', 'ühend_silmad', 'pung', 'gemma', 'pungad', 'optiline', 'optika', 'eyewall', 'eye', 'silmamuna', 'oculi', 'silm', 'oculus'}
fall	{'pattulangemine', 'agu', 'fall_of_man', 'videvik', 'kukkuma', 'downslope', 'evenfall', 'love_me_like_you_do', 'gloaming', 'crepuscle', 'pin', 'gloam', 'langusega', 'hämarik', 'aovalgus', 'astronoomiline_hämarik', 'meremiili_videvik', 'eha', 'natalia_lesz', 'vähendada', 'väheneb', 'fall', 'the_fall', 'sügisel', 'agu_koit', 'crépuscule', 'sügis', 'langeb'}
far	{'palju', 'alir', 'endine_armed_forces', 'armee_jaoks_rwanda_vabastamise', 'far', 'interahamwe', 'kaugele'}
fat	{'fat16', 'tasakaalu', 'puu-ja', 'file_allocation_table', 'glycerolipid', 'file_plaan', 'lipiid', 'fat32', 'rasvad', 'täidlus', 'rasvkoes', 'rasv', 'rasvkoe', 'fat', 'stypsis', 'keha', 'kuiv', 'fat12', 'ülekaaluline', 'keha_rasva', 'rasvkude', 'lipide', 'failipaigutustabel', 'lipiidid', 'vistseraalse_rasva', 'adiposis', 'lipoid', 'lipiidide', 'puuviljad', 'mineraalsust', 'rasva', 'rasvasus'}
father	{'bioloogiline_isa', 'katoliku_preestriks', 'isa-jumala', 'isataim', 'isa', 'katoliku_preester', 'ettevõtja', 'kirikuisa', 'begetter', 'katoliku_preestrid', 'kaas-asutaja', 'roomakatoliku_preester', 'ettevõtlust', 'seerianumber_ettevõtja', 'father', 'kirik_isa', 'preestriks', 'ettevõtlikkust', 'ettevõtlus', 'preester', 'ettevõtjad', 'kiriku_isa', 'the_gift'}
fear	{'hirmud', 'muret', 'karta', 'inside_out', 'marillion', 'aukartust', 'kartus', 'fear', 'hirm', 'kartma', 'ehmatus'}
feather	{'linnusuled', 'puhkesulestik', 'sulg', 'linnusulg', 'suled', 'eclipse_sulestik', 'barbule', 'filoplume', 'sulestik', 'featheri_jõgi', 'hundsulestik', 'feather'}
feeling	{'intuitiivne_tunne', 'tundmus', 'tundlikkuse_häired', 'reljeefsete', 'toon', 'tunne', 'mulje', 'kompimistaju', 'kompimismeel', 'somatosensory_süsteem', 'reljeefsete_tagasisidet', 'tunded', 'somatosensory', 'meeleolu'}
few	{'vähe', 'kogus'}
fight	{'vastu', 'võitleb', 'võidelda', 'kokkupõrked', 'lahing', 'sõjaline_tegevus', 'võitlema', 'kaklema', 'võitlemine', 'võitlus', 'konkurentsivõime', 'võidelda_koolitus', 'relvastatud_võitluse', 'fight'}
fingernail	{'küüs', 'küünte', 'sõrmeküüs', 'küüned'}
fire	{'kahjutuli', 'fervidness', 'fire', 'camp_rock_2:_the_final_jam', 'anarchy', 'põleng', 'heartbreak_on_hold', 'tuli', 'leegitsev', 'leek', 'tulekahjud', 'fervency', "let's_cheers_to_this", 'tina_barrett', 'fire/jericho', 'leona_lewis', 'tule', 'tulekahju', 'kelis_was_here'}
fish	{'elver', 'kalad_kalad', 'pterygiophore', 'toit_kala', 'derek_william_dick', 'fish', 'go_fish', 'phish', 'kalaks', 'merekalad', 'fluorestsents_in_situ_hübridisatsioon', 'kalu', 'kala', 'pisces', 'pehme_ray', 'fingerling', 'toidu_kala', 'kalad', 'kalastik', 'praadida'}
five	{'pentad', 'korvpallimeeskond', 'saavutaja', 'succeeder', 'viis', 'cinque', 'sugarcult', 'little_phoebe', 'five', 'hollywood_undead', '5'}
float	{'jäätise_sooda', 'pontoon_paat', 'ponton', 'avaliku_float', 'gaasi_põie', 'jäätise_float', 'ujukoma', 'astmelised_stiililehed', 'ujukoma_aritmeetika', 'plahvatuslik_dekompressioon', 'ujukomaarv', 'ujukoma_numbrid', 'float', 'ujupõis', 'bobfloat', 'krohvija_on_ujuki', 'kontrollimatu_dekompressiooni', 'swimbladder', 'ujukite', 'css', 'murdarv', 'ujupõie', 'pontoon', 'õhu_põit', 'õngekork', 'kaskaadlaadistik', 'ujukoma_arvu'}
flow	{'vedeliku_dynamicist', 'vooluhulk', 'täiendada_tee', 'vedeliku_füüsika', 'rap_kunstnik', 'räppar', 'proto-rap', 'räpparite', 'emceeing', 'võrgu', 'rap', 'vedeliku_voolu', 'voolav', 'vool', 'florent_mothe', 'hüdromehhaanika', 'catamenia', 'hüdraulilise_surve', 'menses', 'hüdrodünaamiline', 'hüdromehaanika', 'voolukiirus', 'räpp', 'räppimine', 'pidev', 'hüdrauliliselt', 'menstruatsioon', 'gravity_recovery_and_interior_laboratory', 'vedelike_dünaamika', 'menstrueerima', 'voolu_võrku', 'vedeliku_mehaanika', 'hüdraulika', 'voolu', 'koputamine', 'menorröa', 'hüdrauliline_rõhk', 'kuupuhastus', 'hüdrauliline', 'menorraagia', 'young_money_entertainment', 'flow'}
flower	{'flos', 'õie', 'puu_komplekt', 'flower', 'pungad', 'play', 'gackt', 'bambi', 'õis', 'epicuticular_vaha', 'kasvuperioodil', 'taime_õis', 'õitsemine', 'õitsemise', 'lill', 'relient_k', 'õied', 'kasvuperioodi', 'lilled', 'õitseng', 'õitseaeg'}
fly	{'diptera', 'liblikujumine', 'ciara_harris', 'dipterans', 'ciara_princess_harris', 'rainfly', 'ciara', 'kärbes_kärbest', 'lennata', 'tõsi_kärbsed', 'kahetiivalised', 'ovivaate', 'lennata_ees', 'liblikas', 'telk_lennukeelutsooni', 'kärbsed', 'telk_klapp', 'lennata_palli', 'fly', 'sõita'}
fog	{'tumedus', 'maa_udu', 'udu', '10th_avenue_freakout', 'maapind_udu'}
food	{'makro', 'toit', 'mõtlemisainet', 'intellektuaalse_toitu', 'makrotoitainete', 'toiduainete', 'toiteelement', 'toitaine', 'toidud', 'tahket_toitu', 'toitainete', 'roog', 'toitesool', 'toitaineid', 'toitained', 'kirby', 'taimetoitaine'}
foot	{'jalg_pikkusühik', 'jalga', 'selgrootute_suu', 'meetrine_üksuse', 'pada', 'limune', 'understructure', 'mollusks', 'hõimkond_mollusca', 'suu', 'surilina', 'jalaklann', 'meetrine_suu', 'värsijalg', 'jalalaba', 'jalaväe', 'infanteeria', 'jalg', 'meetrine_jalad', 'labajalg', 'sihtasutus', 'mollusca', 'lõngakera', 'jalamil', 'mainsheet', 'jalavägi', 'mollusk', 'limus', 'inimese_jalg', 'kinni_maksma', 'limused', 'loomade_suu', 'foot', 'jalaväelased', 'õmblusmasinad', 'õmblusmasin', 'vundament', 'ilm_lehel', 'jalaväerügement', 'molluskid', 'pes'}
forest	{'vorst', 'juurdunud_puu', 'timber', 'metsad', 'metsas', 'mets', 'metsamaa', 'nottingham_forest_fc', 'puu', 'parasvöötmelehtmets', 'metsa', 'nottingham_forest', 'okasmetsad', 'wälder', 'okaspuumets', 'laas', 'nottingham_forest_f.c.', 'forest'}
four	{'quaternity', 'piiri', 'channel_4', 'neli', 'tetractys', 'saavutaja', 'quaternion', 'succeeder', 'kuus', 'quaternions', 'quatern', '4', 'nelja_koha', 'planetary', 'little_joe', 'four', 'nelik', 'forth'}
freeze	{'tahkestumine', 'hall', 'tahkumine', 'külm', 'freeze', 'jordin_sparks', 'tahkestamine', 'külmutamine', 'bloodline', 'riputada', 'freeez', 'on', 'todd_smith'}
fruit	{'tasakaalu', 'puu-ja', 'seeme_pod', 'vili', 'fructus', 'fruit', 'seemne_pod', 'keha', 'kuiv', 'stypsis', 'puu', 'viljad', 'puuvili', 'puuviljad', 'mineraalsust'}
full	{'täielik_kuu_faas', 'täis', 'täiskuu', 'täielikult', 'täis-of-the-moon'}
garbage	{'metallijäätmed', 'toidujäätmed', 'sissekannet', 'keelduma', 'withering_to_death.', 'jäätmed', 'jääde', 'jäätmete', 'olmejäätmed', 'vanametall', 'toidujäätmete', 'olmejäätmete', 'vanarauda', 'praht', 'rämps', 'garbage', 'jäätmeid', 'tahkete_jäätmete', 'olmeprügi', 'majapidamisjäätmed', 'prügi'}
give	{'kingitus', 'cold', 'pühendada', 'kingitused', 'ohverdama', 'the_giver', 'esitleb', 'pet_your_friends', 'andma', 'toita', 'on', 'anda', 'vetruvus'}
gold	{'beetatestija', 'plaatina_sertifitseerimine', 'kuldne_rekord', 'young_lust:_the_aerosmith_anthology', 'väljalase_tootjatele', 'testversioon', 'plaatina_album', 'kuld_album', 'plaatina', 'sertifitseeritud_kulla', 'tarkvara_elutsükli', 'emakeelena_kuld', 'kuld-medali', 'alfa_test', 'kuldmedal', 'olümpiakulla', 'kulla_rekord', 'avalik_beeta', 'kulla', 'suletud_beeta', 'kuldmedalist', 'the_heist', 'aatomi_number_79', 'plaatina_plaadi', 'alfaversioon', 'tarkvara_väljalaske_elutsükkel', 'topelt_plaatina', 'bobby_brown', 'kollane', 'kuldmedalit', 'kolmekordne_plaatina', 'alfa_versioon', 'väljaanne', 'kuldmedali', 'wanna_one', 'beetaversiooni', 'muusika_müüki_sertifitseerimise', 'anthology', 'arenguetapp', 'avatud_beeta', 'release_candidate', 'beeta_tarkvara', 'kuldse_rekord', 'pre-alpha', 'kuld', 'beeta_testi', 'beta_test', 'sandhja', 'gold', 'plaatina_rekord', 'alfa_tarkvara', 'lode_gold', 'multi-plaatina'}
good	{'tooted', 'headus', 'põhjalikult', 'kaupade', 'väärtus', 'hästi', 'hea', 'väärtushinnang', 'good', 'hüve', 'eetilisi_väärtusi', 'good_music', 'kaubad', 'libellé', 'kaup', 'kaubanduse_hea', 'hea_ja_kurja'}
grass	{'supergrass', 'skylarking', 'marihuaana', 'graminoid', 'pere_poaceae', 'roheline_jumalanna', 'stoner', 'poaceae', 'spikelets', 'eatage', 'perekond_kõrreliste', 'karjamaad', 'muru_pere', 'kanepi', 'muru', 'sööt', 'kõrreline', 'kõrrelised', 'sess', 'grass_gis', 'heintaimed', 'mary_jane', 'günter_grass', 'sporobolus_caespitosus', 'rohi', 'graminaceae', 'gunter_wilhelm_grass', 'nothing_can_stop_us', 'pere_graminaceae', 'gramineae', 'kanep', 'loomatoit', 'sens'}
great	{'kuulsus', 'suur', 'ülevus'}
green	{'tasakaalu', 'puu-ja', 'keskkonnateadlikkust', 'jahimees_roheline', 'kelly_roheline', 'rohekas', 'brunswick_roheline', 'ühisvarad', 'jade_roheline', 'keskkonnateadvus', 'läheb_roheline', 'keskkonnakaitsja_liikumine', 'super_hape', 'keha', 'aedvilja', 'keskkonnasõbralik', 'rohekaskollased', 'leaf_vegetable', 'feldgrau', 'keskkonnasõbralikum', 'hernes', 'roheline', 'keskkonna_aktivistid', 'keskkonnateadus', 'kollakasroheline', 'commons', 'special_k', 'william_green', 'viridity', 'kass_valium', 'mineraalsust', 'püss_roheline', 'vert', 'köögivili', 'keskkonnaprobleeme', 'rohelised_köögiviljad', 'aedvili', 'pudel_roheline', 'green_river', 'lehtköögiviljad_taimsetest', 'roheline_on', 'roheline_poliitika', 'super_c', 'greeni_jõgi', 'lehtköögiviljad', 'roheline_ideoloogia', 'avavarad', 'rohelised', 'park', 'parki', 'stypsis', 'ühine', 'kuiv', 'chartreuse', 'tumeroheline', 'ökoloogiliselt_sõbralik', 'green', 'mesi_õli', 'lehtköögiviljad_rohelised_köögiviljade', 'rohelised_lehtköögiviljad_taimsetest', 'smaragd', 'ühisvara', 'keskkonnaaktivism', 'puuviljad', 'puttamisgriinil', 'paneb_pinna', 'keskkonnakaitsjad', 'roheline_liikumine', 'jade'}
gun	{'gunslinger', 'triggerman', 'gun', 'hitman', 'relv', 'gaasipedaali', 'palkkamurhaaja', 'conventional_weapons', 'louder_than_love', 'relva_rendi', 'väike_arm', 'väike-arm', 'palgamõrtsuka', 'tabanud_mees', 'raskerelvade', 'väikerelvade', 'käsitulirelv', 'relvavõitleja', 'relvad', 'tulirelva', 'rasva-gun', 'tulirelvad', 'tulirelv', 'gunfighting', 'gunslingers', 'gaasipedaal', 'käsirelvade', 'tulirelvade'}
guts	{'courageousness', 'soolestiku', 'julgus', 'guts', 'intestina', 'sooled', 'kõht', 'soole', 'intestinum', 'seedimise_toru', 'seedekulgla', 'soole_limaskesta', 'sool', 'braveness', 'seedetrakti_ülaosast', 'seedetraktist', 'sisikond', 'soolestik', 'vaprus', 'moxie', 'soole_valendik', 'inimese_seedetrakti', 'seedeorganite', 'seedetrakti', 'julgust'}
hair	{'juustest', 'hairsbreadth', 'hair', 'karvane', 'jõhvriie', "hair's-laius", 'karvad', 'juuksed'}
hand	{'manus', 'labakäsi', 'abikäsi', 'hand', 'käsitsikiri', 'kätes', 'andma', 'käelaba', 'bridžimängija', 'renditud_küljest', 'cordella', 'palgatud_mees', 'kaardimängud', 'trükikiri', 'dilgar', 'käekiri', 'kaardid', 'kaardimäng', 'system_of_a_down', 'brakiri', 'skripti', 'käsi', 'drazi'}
he	{'he', 'germaanium', 'järjenumbriga_32', 'ge', 'aatomi_number_2', 'heeliumi', 'heebrea_keeles', 'heebrea', 'hans_eworth', 'heebrea_keel', 'г', 'kõrglahutusega_video', 'ta', 'heelium', 'ivriit', 'hd_video', 'paa'}
head	{'chieftainship', 'küsimus', 'headspring', 'direktriss', 'cunnilingus', 'šoti_klanni_pealik', 'maanina', 'koolijuht', 'http-päring', 'õppealajuhataja', 'vaimse_sisu', 'klanni_pealik', 'cephalic', 'uudis', 'direktor', 'drum_pea', 'cunnilictus', 'pea', 'head', 'suhuvõtmine', 'koolidirektor', 'juht', 'hypertext_transfer_protocol', 'drumhead', 'mainsheet', 'artikkel', 'pea_kapten', 'neem', 'http', 'türaimeja', 'vaim', 'pseudanthium', 'liider', 'peamine', 'oraalne_vahekord', 'hüdrauliline_pea', 'top_koer', 'hüdraulilise_gradiendi', 'ilm_lehel', 'chieftaincy', 'hüperteksti_edastusprotokoll', 'cunnilinguus', 'pealik', 'ajakirja_artikkel', 'keelekas', 'peas', 'kuritegevuse_boss', 'maffiabossi', 'suuseks', 'surilina', 'asedirektor', 'nus', 'http_taotluse', 'ajaleheartikli', 'peadirektor', 'hõimu_ülem', 'põhjustada_lugu', 'vitu_lakkumine', 'pea_kaotus', 'kuritegevuse_isand', 'lõngakera', 'http/1.1', 'psüühika', 'nous', 'koolmeister', 'koolieelse_lasteasutuse', 'oraalseks', 'inimmõistuse', 'suhupanemine', 'hamba_peale_võtmine', 'juhataja', 'lugeda_/_kirjutada_pea', 'suunama', 'dirty_mind', 'juhatama', 'brian_welch', 'fellatio'}
hear	{'kuulata', 'kuulma', 'tähele_panema', 'kõrvakaitse', 'kuulama', 'näha', 'õppida', 'avastada', 'kuulmis_mõttes', 'kuuldavalt', 'kuulda', 'teada', 'kõlaline', 'kuulmismeele', 'kuulmine'}
heart	{'into', 'mindless_self_indulgence', 'süda', 'inimese_südames', 'kiindumus', 'süda_ja_hing', 'asja_tuum', 'kiindumust', 'südame_vasakust', 'philia', 'essentsid', 'olemus', 'heart', 'alexz_johnson', 'südame_koja', 'südame', 'sisuliselt'}
heavy	{'stypsis', 'ihukaitse', 'keha', 'kuiv', 'puu-ja', 'tasakaalu', 'heavy.com', 'ihukaitsja', 'state_vs_radric_davis', 'raske', 'team_fortress_2', 'turvamees', 'ihukaitsjad', 'puuviljad', 'mineraalsust', 'heavy'}
help	{'abi', 'abistamine', 'online_abi', 'abiline', 'koduabiline', 'the_help', 'aitama', 'toimeabi', 'aidata', 'abiga', 'aitamine', 'abistama', 'kasu', 'abitöötajate', 'abi_töötaja', 'aitab', 'humanitaarabi', 'spikker', 'assistent', 'help!'}
here	{'here', 'siin', 'hera', 'siia'}
hit	{'tabanud', 'hīt', 'kokkupõrkeid', 'tabamus', 'base_hit', 'saavutama', 'tabas', 'punktiarvet', 'hit', 'kokkupõrge', 'lööb', 'jõuda', 'skoor', 'suurendama', 'streik'}
hold	{'katame-waza', 'ootama', 'esitamise_omab', 'trümm', 'haare', 'viivitus', 'küüsis', 'ootetsoon', 'vahi_all', 'peahaardesse', 'lastialal', 'laadungiruum', 'käepide', 'vaeva_ootel', 'anda', 'ootel', 'kinni', 'vahistamine', 'ajavahet', 'maadlus_hoidke', 'toetada', 'fermata', 'laadruum', 'hoidma', 'säilitada', 'lastiruum', 'pidama', 'kohtu-vahi_all', 'kontrollida', 'palmar_haarata', 'hoida', 'laoruum', 'ootele', 'lastiteki', 'on', 'nõus'}
horn	{'auto_sarvest', 'horn', 'metsasarv', 'sarv_antenn', 'jalgratta_pasunat', 'ruuporantenn', 'corno', 'jazz_trompetist', 'sadul_sarv', 'gaienhofen', 'kornet', 'mootor_sarv', 'ruuporkiirgur', 'prantsuse_sarved', 'cornet', 'french_horn', 'sarv', 'trompetist', 'trompet', 'parmupill', 'trumpeters'}
how	{'küsiv_asesõna', 'hands_all_over', 'kuidas', 'how', 'küsiv_sõna', 'küsilause'}
hunt	{'küttimine', 'james_henry_leigh_hunt', 'vutt_jaht', 'otsing', 'jaht', 'william_henry_hunt', 'küttima', 'hunt', 'overhunting', "william_holman_hunt'i", 'jahtima', 'jahimehed', 'leigh_hunt', 'hunt_klubi', 'jahipidamine', "holman_hunt'i", 'richard_morris_hunt', 'unt', 'otsida', 'otsimine', 'william_holman_hunt'}
hurting	{'ägeda_valu', 'dolor', 'vigastamine', 'valu', 'valutundlikkuse', 'valus_tunne', 'valutunne', 'valuaisting'}
husband	{'abielumees', 'abikaasad', 'abikaasa', 'abikaasa_või_elukaaslane', 'teisepoole', 'husband', 'kaasake', 'partneri', 'mees', 'abielus_inimene'}
i	{'üks', 'elektrivoolu', 'gregoriuse_aastal', 'tavapäraste_praegune', 'i', 'a', 'tuples', 'sextuple', 'joodi', 'punktiir_ja_dotless_ma', 'ma', 'amprit', 'jood', 'n-korteež', 'äss', 'järjestatud_ennik', 'и', 'aatomi_number_53', 'dijood', 'í', 'imaginaarühik', 'イ', 'imaginaarühikut', 'amper', 'isoleutsiin', '1', 'nanoampere', 'i̇', 'korteež', 'い', 'elektrivool', 'voolutugevus', 'iodin', 'aastas', 'milliampere', 'korrutamise', 'ì', 'elektrivoolu_tugevus'}
ice	{'auto_mootor', 'in_case_of_emergency', 'sisepõlemismootorite', 'instituto_costarricense_de_electricidad', 'emirates_airline', 'shabu', 'jää', 'metamfetamiini_vesinikkloriid', 'uisuplats', 'methedrine', 'sisepõlemismootoriga', 'eriolukorras', 'metamfetamiini', 'kuorrutus', 'vabaõhuliuväli', 'uisuväli', 'ice_la_fox', 'n-metüülamfetamiin', 'sisepõlemismootoriga_sõiduk', 'liuväli', 'uisustaadion', 'kristall_move', 'metamfetamiin', 'emirates', 'pervitiini', 'move', 'sisepõlemismootori', 'kristall_metamfetamiini', 'tehisjää', 'sisepõlemismootor', 'desoxyn', 'dextromethamphetamine', 'institution_of_civil_engineers', 'pervitiin', 'ice', 'pervitin', 'deoxyephedrine', 'glasuurima', 'c10h15n', 'jää_koristamine', 'temmleri_tablett', 'emirates_airlines', 'tritsuväli'}
if	{'kui-siis-veel', '(if)', 'teksti_seiklus', 'tingimuslause', 'tingimisi', 'mõjufaktor', 'interaktiivne_fiktsioon', 'teksti_seiklustest', 'stadium_arcadium', 'command.com', "château_d'if", 'ajakirja_mõjufaktor', 'mõjuteguriga', "chateau_d'if", 'teksti_seiklus_mäng', 'segamata', 'kui', 'teksti_seiklusmängu', 'if', 'sisemine_tegur'}
ignorance	{'avidya', 'asjatundmatus', 'ignorantsus', 'teadmatus', 'ignorance', 'võhiklikkus'}
illness	{'haigus', 'halva_enesetunde', 'haigusliku', 'haigestumuse_tase', 'tõbi', 'haiguse', 'meditsiiniline_haigus', 'meditsiiniline_seisund', 'haigusi'}
impress	{'sundvõõrandamine', 'muljet_avaldama', 'ajakirjandus-ne'}
in	{'indiana', 'toll', 'bharat', 'tolline', 'hoosier_riik', 'aatomnumber_49', 'indiana_osariik', 'maatriksi_element', 'tolli', 'indium', 'in', 'liikmeks', 'hulga_element', 'liikmelisus', 'india', 'ind', 'element', 'india_vabariik'}
invention	{'leiutised', 'innovatsioon', 'innovatsiooni', 'leiutas', 'uuendusi', 'inventsioon', 'leiutajad', 'leiutada', 'leiutis', 'uuendus'}
investigation	{'teaduslik_uurimus', 'uurimisel', 'uuring', 'akadeemilised', 'teadlased', 'uurimus', 'algupäraseid_teadusuuringuid', 'teadusuuring', 'uurimistöö'}
invisible	{'põrandaga', 'taylor_swift', 'evilized', 'dream_evil', 'sound_of_white_noise', 'holy_diver', 'nähtamatu', 'elevate', 'invisible', 'nähtamatus'}
job	{'liini_töö', 'tegevusala', 'probleem', 'ettevõte', 'leping_tööjõudu', 'tööandjate', 'elukutse', 'job', 'töö', 'teenistus', 'töökoht', 'tööhõive', 'palkama', 'ülesanne', 'bréville,_jacques_onfroy_de,', 'mure', 'tegemata_töö', 'päev_tööd', 'kutse', 'koristustöö', 'personali', 'iiob', 'tööelus', 'ärindus', 'äri', 'takistus', 'okupatsioon', 'kitsikus', 'küsimus', 'amet', 'iiobi_raamat'}
jungle	{'džungel', 'hulkur_laagris', 'out_of_the_blue', 'džunglisse', 'vanakooli_jungle', 'jungle', 'oldschool_jungle', 'shine_a_little_love'}
key	{'salakiri', 'vabavise_sõiduraja', 'kaardiga', 'võti', 'salajane_võti', 'primaarvõti', 'florida_key', 'võti_puu', 'willem_key', 'cay', 'cays', 'skeem', 'francis_scott_key', 'krüptovõti', 'päiskivi', 'diagramm', 'toon', 'helistik', 'diagrammid', 'tiibvili', 'salakiri_masin', 'klahv', 'cayes', 'vastenduskood', 'krüptovõtit', 'salavõti', 'kartograafiliste', 'salakood', 'samara', 'identifitseerimise_võti', 'alternatiivvõti', 'andmebaasi_indeks', 'kartograafid', 'tonaalse_muusika', 'krüptograafiline_võti', 'indekseerimine', 'tonaalsus', 'graafikuid', 'indeks', 'ciphers', 'mapmaking', 'arvjoonis', 'salakiri_masina', 'key', 'unikaalse', 'inkiness', 'must', 'nurgakivi', 'kartograafia'}
kill	{'kill', 'pannes_surnuks', 'tapmine', 'surm', 'suremus', 'suri', 'tapma', 'tappa', 'surma', 'the_kill', 'enneaegset_surma', 'suremine'}
kindness	{'forgivingness'}
king	{'tippjuht', 'monarhide', 'töösturid', 'monarhia', 'monarh', 'saematerjali_parun', 'maailma_parim', 'b._b._king', 'riley_b_king', 'martin_luther_king', 'suurärimees', 'tööstur', 'king_ov_hell', 'king.com', 'äri_suurärimees', 'suur_ärimees', 'kroonitud_pea', 'monarhiast', 'ainuvalitseja', 'laevandus_magnaat', 'billie_jean_king', 'reverend_horton_heat', 'monarkkinen', 'b.b._king', 'kuningas', 'suveräänne', 'mees_monarh', 'magnates', 'ettevõtte_juht', 'suurtööstur', 'domineeriv', 'charles_bird_king', 'martin_luther_king_jr', 'kuningavõimu', 'monarhiline', 'george_king', 'rex', 'magnaat', 'billie_jean_moffitti_king', 'king'}
knee	{'inimese_põlve', 'põlv', 'põlvevigastuse', 'põlve', 'lämmatama', 'põlveliigese', 'genu', 'põlveliigest', 'articulatio_perekonnast', 'põlve_streik'}
know	{'sugu_tegema', 'trukkima', 'noesis', 'oskama', 'cognitions', 'teadma', 'teadmised', 'nikkuma', 'tundma', 'kognitiivsed_võimed', 'kognitiivsed_protsessid', 'kognitiivset_funktsiooni', 'teadmine_teadmised', 'kognitsioon', 'kognitiivne_töötlemine', 'keppima', 'panema', 'seksima', 'teadmine', 'kogeda', 'nussima', 'tunnetus'}
lady	{'pühima_neitsi', 'leedi_ja_lontu', 'aadlik', 'daam', 'the_lady', 'neitsi_maarja', 'püha_maarja', 'pealkirja_suhtes', 'tiitel', 'lady_and_the_tramp', 'maarja', 'neitsi', 'dame', 'vormis_aadress', 'püha_maria', 'naispeer', 'pealkiri', 'teos', 'lady', 'daamid', 'säätyläisnainen', 'püha_neitsi', 'proua'}
lake	{'järved', 'lontsik', 'pigmendid', 'pigment', 'vahelduva_järv', 'looduslik_järv', 'järv', 'üürike_järv', 'vahelduva_järve', 'värvipigment', 'mässajad', 'magevee_järv', 'lake', 'järvik'}
land	{'suveräänne_riik', 'saksamaa_liidumaad', 'kinnis-', 'maapealsete', 'siseriiklikult_kui', 'realty', 'aakrit', 'natsioon', 'tugeval_alusel', 'kuival_maal', 'edwin_herbert_land', 'res_publica', 'riik', 'maa_mass', 'rahvus', 'maanduma', 'aakri', 'põllumajandus', 'deklaratiivne_teooria_riikluse', 'feodaalne_domeeni', 'maa', 'kinnistu', 'rahvas', 'riigis', 'mehhiko_seisundi', 'riigi', 'kinnisvara', 'kolmanda', 'poliitilise_ühiskonna', 'domeen', 'maamaja', 'kinnisvaraäri', 'kinnisvara_maja', 'kinnisvaraturul', 'liidumaa', 'kõlvikute', 'riigid', 'maaomanik', 'maaõiguse', 'maavaldus', 'territoorium', 'deklaratiivne_teooria_omariiklust', 'suveräänsed_riigid', 'muld', 'ala', 'maaomand', 'land', 'maaomandit', 'valdkonda', 'keha_tark', 'din_land', 'immobiil'}
laugh	{'nali', 'nalja', 'jest', 'naljakas', 'narrima', 'naer', 'naerma'}
law	{'õiguslik_lahing', 'füüsikaseaduste', 'tava_õiguse', 'õigusteooria', 'politsei_osakondade', 'm72_law', 'canon_advokaat', 'õiguslik_filosoofia', 'juriidiline', 'seadus', 'politseiosakonnad', 'relvastatud_politsei', 'juriidilise_filosoof', 'õiguse', 'õigusaktid', 'õigus', 'looduse_seadus', 'ülipositiivne_õigus', 'õigusloome', 'politsei', 'õiguse_professor', 'kanoonilise_õiguse', 'politsei_kaitse', 'seadusandlus', 'juuratudeng', 'kirjutatud_seadus', 'loomuliku_õiguse', 'julgeolekujõudude', 'seadusloome', 'seadused', 'õigusteaduse_õpingud', 'loodusseadus', 'õigusteadlane', 'politseitöö', 'politseiameti', 'füüsikaseadused', 'kiriku_seadustikus', 'politseijõud', 'politseiosakond', 'julgeolekujõud', 'kanooniline_õigus', 'statuutõigus', 'earthling', 'loomuõigus', 'loodusseadused', 'õigusteadus'}
leaf	{'juurdunud_puu', 'verso', 'lehed_axil', 'rekto', 'metsa', 'rekto_ja_verso', 'basaal_lehed', 'leht', 'esikülg', 'ühend_lehed', 'lehestik', 'leaf_marginaali', 'nissan_leaf', 'lehed', 'folio', 'hõlmine_lehelaba', 'axil', 'lehed_marginaal', 'puu', 'crenate', 'adaxial', 'axils', 'keskroole', 'karvane', 'lehed_mantel', 'lehtedele', 'taimeleht', 'paullinia_pterophylla', 'abaxial', 'taime_leht'}
left	{'venstre,_taani_liberaalne_partei', 'vasaktiib', 'vasakpoolsus', 'esquerra_republicana_de_catalunya', 'vasaku_käe', 'vasakpoolsed', 'vasakpoolsete', 'vasemmistolaisuutta', 'venstre,_danmarks_liberale_parti', 'pahempoolsus', 'vasak', 'liberaalne_partei', 'venstre', 'vasakpoolne', 'vasakult_ääremängija', 'pahem', 'vasakule', 'vasakpoolsed_poliitikas', 'kollektivistliku'}
leg	{'alajäsemete', 'puujalg', 'säär', 'kaatet', 'kahe_jalaga', 'alajäse', 'pegleg', 'kahejalgne', 'jalg', 'jalad', 'alajäsemed', 'membra_inferia', 'kaatetid', 'järelkasv', 'lähiskaatet', 'inimese_jalg', 'membrum_inferius', 'vähi', 'alajäseme', 'vastaskaatet', 'murtud_jalg', 'jala', 'kahejalgne_lips', 'puujalka', 'kahe_jalaga_mängu'}
level	{'osutama', 'punkti', 'lugu', 'lapik', 'põranda_numeratsioon', 'heliaste', 'levél', 'tasand', 'korrust', 'adema', 'tasandil', 'etapp', 'lame', 'korruseline', 'vesiloodi', 'aste', 'korrus', 'järk', 'vesilood', 'level', 'kogemust', 'tase', 'kogemuse_võrra', 'kraadidega', 'horisontaalsele_pinnale', 'korrusel', 'määral'}
