ability	{'pouvoir', 'adresse', 'faculté', 'intelligence', 'habileté', 'capacité', 'aptitude', 'habilité'}
dissolve	{'dégeler', 'se_dissoudre', 'fondu', 'fondu_enchainé', 'dissoudre', 'fondu_enchaîné', 'fondu_enchaine', 'fade_in', 'décongeler', 'dissolve', 'fondre', 'supprimer'}
disturb	{'émouvoir', 'toucher', 'débattre', 'déranger', 'perturber', 'gêner', 'troubler', 'préoccuper'}
do	{'comporter', 'fêtes', 'agir', 'marcher', 'employer', 'organiser', 'avoir', 'mettre', 'servir', 'ど', 'parties', 'enconner', 'exercice', 'avoir_des_relations_sexuelles', 'dominique_van_hulst', 'tao', 'foutre', 'circuit', 'pratique_festive', 'soirée', 'faire_la_peau', 'achever', 'se_comporter', 'conduire', 'fera', 'do', 'aller', 'comportent', 'bien', 'célébration', 'coiffer', 'fête_traditionnelle', 'fourrer', 'occire', 'rendre', 'dō', 'bôme', 'tuer', 'liquider', 'ド', 'tirer', 'provoquer', 'ut', 'teuf', 'dépêcher', "s'en_tirer", 'docteur_en_ostéopathie', 'partie', 'festivité', 'parvenir', 'marshall_applewhite', 'art4', 'réaliser', 'prospérer', 'assurer', 'lancer', 'suffire', 'táo', 'fete', 'enculer', 'faire_zizi-panpan', 'jouer', 'mission', 'pratiquer', 'party', 'accomplir', 'ontologie_des_maladies', "s'en_sortir", 'dao', 'fleurir', 'savoir', 'fonction', 'sortir', 'parti', '도', 'to', "faire_l'amour", 'aimer', 'tuer_occire_ocire', 'est-ce_que', 'exercer', 'doh', 'voie', 'rixe', 'niquer', 'arranger', 'répondre', 'bonne_fête', 'fête', 'causer', 'fixer', 'appliquer', 'arriver', 'dào', 'と', 'jouer_à_zizi-panpan', 'pâture', 'exécuter', 'buter', 'lever', 'interpréter', 'faire_crac-crac', 'coucher', 'réponse', 'copuler', 'fonctionner', 'connaître', 'ト', 'forniquer', 'entraîner', 'baiser', 'régler', 'gérer', 'être_suffisant', 'pratiques_festives', 'effectuer', 'venir', 'faire', 'réussir'}
doctor	{'treizième_docteur', 'doctorat', 'chirurgienne', "dépassement_d'honoraires", 'thèse_de_doctorat', 'doctoresse', "hologramme_medical_d'urgence", 'rude_boys', "docteur_de_l'eglise", 'secteur_à_honoraires_libres', 'doctorat_supérieur', 'dr_who', 'le_dixième_docteur', 'doctorats', 'médecin_degré', 'rude_girls', 'médecins', 'troisième_docteur', 'chirurgien_exploitation', 'chirurgiens', 'quatrième_docteur', 'chirurgie', 'médecin', 'réparer', "docteurs_de_l'église", 'médecin_conventionné_de_secteur_2', 'spécialiste', 'toubib', 'huitième_docteur', 'septième_docteur', 'position_de_thèse', 'praticiens_libéraux', 'episode_spécial_de_noël', 'rétablir', 'falsifier', "docteurs_de_l'eglise", 'médecin_conventionné_de_secteur_1', 'docteur_de_l’église', 'premier_docteur', 'medecin', 'cinquième_docteur', 'doctor_of_letters', 'dixième_docteur', 'chirurgien_chirurgienne', "hologramme_de_commandement_d'urgence", 'docteur_de_l’eglise', "dépassement_d'honoraire", 'eliza', 'docteur', 'onzième_docteur', 'sixième_docteur', 'licence', 'dr', 'ellis_park_stadium', 'le_docteur_doctor_who', 'douzième_docteur', "hologramme_médical_d'urgence", 'thèse_doctorale', 'études_doctorales', 'médecin_conventionné', 'docteur_holographique_de_secours', 'loïc_nottet', 'docteur_who', "docteur_de_l'église", 'le_médecin_de_famille', 'doctor_who', 'doctorat_de_recherche', 'jouer_au_docteur', 'dc_who', 'deuxième_docteur', 'chirurgien', 'recherche_doctorale', 'traiter', 'neuvième_docteur', 'phytothérapeutes', 'doctorat_professionnel', 'dr._who', 'dame_du_temps', 'le_docteur', 'rude_boy', 'docteur_guerrier', 'doctor', 'médecin_non_conventionné'}
dog	{'francfortois', 'canidae', 'chenet', 'roquet', 'hotdog', 'chien_domestique', 'landier', 'canin', 'cave_johnson', 'saucisse_de_francfort', 'père_grégori', 'résistance', 'hot-dogs', 'docteur_rosenberg', 'firedog', 'sepandar_kamvar', 'différence_de_gaussiennes', 'pister', 'antonio_angelo_del_sambro', 'suivre', 'canidés', 'chienne', 'pere_gregori', 'uriah', 'chien_chaud', 'clic', 'quignon', 'canis_familiaris_domesticus', 'wienerwurst', 'canis_lupus_familiaris', 'judith_mossman', 'poursuivre', 'docteur_arne_magnusson', 'personnages_de_half-life', 'vs._duck_hunt', 'colonel_odessa_cubbage', 'cliquer', 'roteux', 'duck_hunt', 'canaille', 'hot_dog', 'le_chien_dans_la_mythologie_chinoise', 'gina_cross', 'chenêt', 'familiaris', 'saucisse', 'chien-fer', 'talon', 'achille', 'richard_keller', 'cynophagie', 'famille_des_canidés', 'cliquet', 'chiennes', 'petits_chiens', 'resistance', 'weenie', 'dog', 'cageot', 'dr_kleiner', 'viande_de_chien', 'chien', 'canidé', 'odessa_cubbage', 'chiens', 'isaac_kleiner', 'femme_mal_habillée', 'personnages_de_half-life_2', 'chasser', 'colette_green', 'cynoidea', 'franc', "psycho's_path", 'détente', 'francfort', 'canis_canis', 'hot-dog', 'canis_familiaris'}
dressing	{'sauce_à_salade', 'habillé', 'nippe', 'vêtements', 'pansement', 'farce', 'aqua_teen_hunger_force_saison_2', 'industrie_vêtement', 'habiliment', 'meche', 'habit', 'habillement', 'bandage', "article_de_l'habillement", 'pansement_médical', 'portable', 'vêtement', 'mèche', 'fringue', 'habits', 'fringues', 'tenue', 'tenue_vestimentaire', 'fertilisation', 'vetement', 'fécondation', 'vinaigrette'}
drink	{'faire_ribote', 'soûlographie', 'rochester_institute_of_technology', 'alcooliser', 'lil_jon_&_the_east_side_boyz', 'crapulence', 'déglutition', 'avaler', 'trouble_de_la_déglutition', 'lil_jon_and_the_east_side_boyz', 'rit', 'spiritueux', "boire_de_l'alcool", 'ivresse', 'breuvage', 'jonathan_mortimer_smith', 'consommation', 'lil_jon', 'hirondelle', "lil'_john", 'aronde', 'deglutition', 'boire', 'potable', 'lil’_jon', 'boisson', 'the_east_side_boyz', 'consommer', 'boire_au_succès', 'boissons', 'toast', 'chopiner', 'verre', 'boire_à_la_santé', "lil'_jon"}
driver	{'the_driver', 'driver:_you_are_the_wheelman', 'conducteur', 'roues_motrices', 'conducteur_de_camion', 'driver_san_francisco', 'roues_couplées', 'zone_boisée', "pilote_d'imprimante", 'massifs_forestiers', 'chauffeur', 'roue_motrice', 'massif_forestier', 'chasse-neige', 'foret', 'chauffeur_de_camion', 'conductrice', 'pilotes_de_périphériques', 'chauffeur_de_poids_lourds', 'pilote_de_périphérique', 'home', 'camioneur', 'conducteur_routier', 'driver', 'chauffeuse', 'camionneuse', 'routier', 'driver:_san_francisco', 'la_forêt', 'milieux_forestiers', 'pilote', 'chasse-pierres', 'les_bois', 'pilote_logiciel', 'cowcatcher', 'types_de_forets', 'trucker', 'domaine_forestier', 'wälder', 'boisé', 'pilote_informatique', 'chauffeur_camion', 'chauffeur_de_maître', 'camionneurs', 'camionneur', 'bois', 'fôret', 'numéro_un_en_bois', 'automobiliste', 'chauffeur_de_poids-lourd', 'roues_accouplées', 'essieu_couplé', 'boisée', 'conduite_camion', 'boisement', 'forêt', 'brousse', 'driver_:_san_francisco', 'forêts', 'chauffeur_routier', 'essieux_couplés', 'forêts_de_conifères'}
dry	{'descripteurs_du_vin', 'astringence', 'corps', 'dry94', 'essorer', 'minéralité', 'fruits', 'équilibre', 'stypsis', 'landry_delica', 'prohibitionniste', 'sécher', 'séchage', 'sèche', 'ironique', 'tari', 'dry', 'sec'}
dull	{'barbant', 'imbécile', 'gris', 'émousser', 'crétin', 'ennuyeux', 'dull', 'bétasse', 'lassant', 'fada', 'assommant', 'amortir', 'ennuyeuse', 'bête', 'stupide', 'contrariant', 'émoussé', 'terne', 'faiblard', 'obnubiler', 'emmerdant', 'abruti', 'obtus', 'sot', 'fastidieux', 'idiot', 'muer', 'plombé', 'son', 'engourdir', 'fatigant', 'bêta', 'lent', 'assourdir', 'muet', 'couper_le_son', 'bébête', 'grisonner', 'tamisé', 'contondant'}
dust	{'fannings', "poussière_d'ange", 'phencyclidine', 'grades_du_thé', 'pneumocystose', 'la_phéncyclidine', 'chlorhydrate_de_phencyclidine', 'déblai', 'angel_dust', 'déblais', 'orange_pekoe', 'grades_du_the', 'rhum', 'poussière', 'babylon_v', 'empoussièrement', 'phéncyclidine', 'dust', 'babylon_5', 'c17h25n', 'rayon_tracteur', 'épousseter', 'ftgfop', 'éparpiller', 'parsemer', 'débri', 'depoussierer', 'traînée_de_poudre', 'décombres', 'poussiere', 'débris', '77-10-1', 'disperser', 'pekoe', 'pcp'}
ear	{'0_simplex', 'épi_floral', 'capitule', 'esgourde', 'décomposition_oreille', 'microtie', 'epi', 'demba_nabé', 'pennes', 'sommet', '0-polytope', "mal_d'oreille", 'épi', 'pavillon_auriculaire', "pavillon_de_l'oreille", 'épis_de_blé', 'pavillon_auriculaire_humain', 'pavillon_de_l’oreille', 'pavillon', 'épiaison', 'auricule', 'épi_de_céréale', 'vertex', 'oreille', 'oreille_humaine', 'ear', 'épi_de_cyme', 'oreilles', 'labourer', 'épi_de_blé', 'pinna'}
earth	{'invasion_planète_terre', '🌎', 'fil_de_terre', 'terre', 'pays', 'préoccupation_mondaine', 'sol', 'krikkit', 'gaïa', 'signe_terre', 'préoccupation_terrestre', 'brontitall', 'prise_de_terre', '🌏', 'tierra', "sonic_the_hedgehog's_gameworld", 'magrathea', 'annine', 'ace_combat', 'masse_électrique', 'un_jour_sur_terre', 'ドラゴンボール', "lieux_d'h2g2", 'mise_à_la_terre', 'la_chose_au_cœur_du_monde', 'planète', 'terriens', 'masse', 'monde', 'relier_à_la_terre', 'territoire', 'tlalticpactl', 'dragon_ball', 'saiyan', 'la_terre', 'andromeda', 'contrée', '⊕', 'terra_firma', 'la_terre_ferme', 'dragon_ball_sd', 'sonic', 'définition_de_la_terre', 'mettre_à_la_terre', 'planète_bleue', '♁', 'terre_ferme', 'dragonball', 'golgafrincham', 'puits_de_terre', 'terrestre', "message_de_l'univers", 'earth', 'finitude_écologique_de_la_terre', 'asservissement_pince_étau', 'masse_terrestre', 'lamuella', 'planète_terre', 'sol_d', '🌍', 'schéma_de_liaison_à_la_terre', 'smape', 'jour_sur_terre', 'milliways', 'globe', 'la_chose_au_coeur_du_monde'}
eat	{'alimentaire', 'younga', 'consumer', 'vider', 'se_nourrir', 'mcl1', 'yo_gabba_gabba!', 'avaler', 'nourrir', 'rouille', 'déjeuner', "s'alimenter", 'alimenter', 'dévorer', 'bouffer', 'nourriture', 'consommation_alimentaire', 'ronger', 'eat', 'comestible', 'alimentation', 'arroser', 'épuiser', 'comestibles', 'consommer', 'production_alimentaire', 'corroder', 'manger'}
economy	{"l'économie_politique", 'activités_économiques', 'économie_politique', 'économiques', 'activité_économique', 'économique', 'épargne_liquide', 'système_économique', 'epargne', 'économie', 'éconocroques', 'vie_économique', 'économie_réelle', 'économie_nationale', 'économiquement', 'épargne', 'walden,_ou_la_vie_dans_les_bois', 'systeme_economique', 'science_économique', "sens_de_l'économie", 'sciences_économiques', 'economy', 'bas_de_laine', 'walden_ou_la_vie_dans_les_bois', 'égonomie', 'economie', 'walden', 'régime_économique', "taux_d'épargne", 'systèmes_économiques', 'economie_politique', 'la_science_économique', 'épargnant', 'économie_rurale', 'sciences_economiques', 'économies'}
egg	{'cheval_à_diable', 'ovules', 'phasme', 'oeufs', 'ellipse', 'couille', 'couilles', 'phasmoptera', 'cellule_oeuf', 'testicule', 'œuf', 'baloche', 'couches_osi', 'afin_phasmatodea', 'chéleutoptères', 'cellule-œuf', "cuisson_de_l'oeuf", 'iso_7498', 'chaise_œuf', 'roubignolle', 'bollocks', 'fou', 'œuf_de_poule', 'open_systems_interconnection', 'phasmes', 'ponte', "œuf_d'oiseau", 'teste', 'rouston', 'afin_phasmida', 'egg_banking', 'œufs_au_plat', 'modele_osi', 'x.200', 'ovale', "production_d'oeufs", "cuisson_de_l'œuf", 'oeuf', 'elliptique', 'ovule', 'phasmide', 'recettes_aux_oeufs', 'testicules', 'phasmoptère', 'modèle_réseau_osi', 'cellule_œuf', 'burne', 'couches_iso', "œufs_d'oiseaux", 'testiculaire', 'burnes', "mets_d'œufs", 'œufs_sur_le_plat', 'modèle_osi', 'roupette', 'the_egg', 'phasmatodea', 'egg', 'yumurta', 'mouches_iso', 'œufs', 'setuptools', 'phasmida', 'gamète_femelle', 'phasmoptères', 'zygote', 'modèle_de_référence_osi', 'ballock', 'recettes_aux_œufs', 'gosse', 'œufs_de_poissons', 'onsen_tamago', 'elliptiques', 'cellule-oeuf', 'chaise_oeuf', 'orchis', 'open_systems_interconnect', 'augustus_egg'}
election	{'démocratiquement_élu', 'élections_libres', 'consultation_électorale', 'processus_électoral', 'processus_electoral', 'vote_populaire', 'scrutin', 'élection_directe', 'réélection', 'élections_indirectes', "l'arriviste", "bref_d'élection", 'election', 'élu', 'électoral', 'traite_de_cooperation_sur_les_brevets', 'élus', 'élections', 'élections_directes', 'élection', 'traité_de_coopération_sur_les_brevets', 'politique_électorale', 'hak_se_wui', 'arriviste'}
electron	{'electron', 'négatron', "rayon_classique_de_l'électron", 'négaton', 'électron', 'nuage_électronique', 'électrons'}
elegance	{'grâce', 'beau', 'élégant', 'beau_gosse', 'élégance_mathématique', 'to_kalon', 'finesse', 'beauté_de_la_femme', 'élégance', 'beaut', 'karlgeorg_hoefer', 'beauté', 'élégante', 'beaute', 'beauté_mathématique', 'elégance', 'beauté_classique'}
emotion	{'beez_entertainment', 'emotion', 'émouvoir', 'a.e._planning', 'psychologie_des_émotions', 'amoureuse', 'émotionnel', 'émotionnelle', 'émotionnels', 'bandai_visual', 'human_after_all', 'beez', 'émotive', 'émotion_humaine', 'television_rules_the_nation', 'émotion', 'maverick_sabre', 'émotions', 'ému'}
emotionally	{'emotion', 'émotive', 'ému', 'émotionnellement', 'émotion_humaine', 'émouvoir', 'psychologie_des_émotions', 'émotionnel', 'émotions', 'émotionnels', 'émotionnelle', 'émotion'}
engine	{'moteur_de_jeu_vidéo', 'motorisation', 'game_engine', 'son_du_moteur', 'locomotive', 'ray_alder', 'moteur_logiciel', 'types_de_moteurs', 'loco', 'machine_locomotive', 'machine', 'engine', 'locomotives', 'moteur_de_jeux', 'moteurs_de_jeux', 'motor', 'moteur_de_jeu', 'locomobile', 'moteur_3d', 'moteur_chemin_de_fer', 'moteurs', 'moteur'}
english	{'en-gb', 'états-unien', 'multi-8', 'americanisme', 'langue_anglaise', 'anglais_americain', 'angloaméricain', 'aiden_english', 'ameng', 'léon_bloy', 'matt_rehwoldt', 'anglais_américain', 'eng', 'peuple_anglais', 'carl_schurz_english', 'option_de_retrait', "anglais_d'amérique", 'langue_américaine', '1:54', 'philologie_anglaise', 'les_anglais', 'anglaise', 'études_anglaises', 'glossaire_du_billard', 'côté', 'anglais_britannique', 'leon_bloy', 'accent_britannique', 'accent_américain', 'américain', 'langues_et_littératures_anglaises_et_anglo-saxonnes', 'anglais', 'anne-marie_roulé', 'en', 'anglais_des_états-unis', 'ville_des_anglais', 'en-us', 'anglistique', 'francês', 'pierre_lantos', 'opt_out', 'opt-out', 'bloy', 'en_langue_anglaise', 'english', 'études_anglophones', 'anglophones', 'opting-out', 'american_english'}
event	{'évènement', 'contrefactuelle', 'écouteuse', 'auditeur', 'suites', 'suite', 'appuyez_sur_une_touche', 'résultante', 'cas', 'gestion_des_événements', 'incidence', 'évènements_historiques', 'événement_historique', 'contrefactualité', "gestionnaire_d'événements", 'contrefactuel', 'contrafactuel', 'effet', 'touche', 'frappe', 'contrafactualite', 'elizabeth_bachinsky', 'contrafactualité', 'cause', 'corollaire', 'evenement', 'auditrice', 'résultat', 'événement', 'événements_historiques', 'écouteur', 'conséquence', 'retombée'}
experiment	{"protocole_d'expérimentation", 'analyse_experimentale', 'expérimental', 'méthode_expérimentale', 'essayer', 'expérimenter', 'recherche_expérimentale', 'methode_experimentale', 'expériences_scientifiques', 'protocole_expérimental', 'méthodes_expérimentales', 'expérience_aléatoire', 'experimental', 'expériences', 'expérience_scientifique', 'expérience_cruciale', 'axperimentation', 'experience_scientifique', 'expérimentation', 'experiment', 'science_expérimentale', 'experiment,_georgia', 'experience_aleatoire', 'the_experiment', 'analyse_expérimentale', 'sciences_expérimentales', 'expérience', 'experimentation', 'groupe_expérimental', 'microryza'}
extremely	{'extrêmement', 'particulièrement', 'vachement', 'hautement', 'haut', 'fortement', 'admirablement', 'super', 'fort', 'énormément', 'supérieurement'}
eye	{'bourgeon_végétatif', 'higher_learning', 'coeur', '\x9cil', 'optique', 'eye', 'bourgeons', 'chas', 'eye_film_instituut_nederland', 'bourgeon_apical', 'transactions_of_the_ophthalmological_societies_of_the_united_kingdom', 'œil', "mur_de_l'œil", 'the_eye', 'nederlands_filmmuseum', 'œil_du_cyclone', 'oeil_du_cyclone', 'yeux', 'oculus', 'yeux_composés', 'œil-de-bœuf', 'œil_de_bœuf', 'oculi', 'bourgeon_axillaire', 'oeil', 'bouton', 'globe_oculaire', 'oeuil', 'fièvre_à_columbus_university', 'eye_film_institute_netherlands', 'centre', 'empty_yard_experiment', 'regard', 'bourgeon', 'bourgeons_végétatifs', 'milieu', 'bourgeon_terminal', 'bourgeons_axillaires', 'bourgeon_latéral', 'oeil_de_cyclone', "globe_de_l'oeil"}
fall	{'crépuscule', 'léger', 'baisse', 'descendre', 'tombée_de_la_nuit', 'quand_les_ténèbres_viendront', 'abaissement', 'automne', 'appoggiature', 'éviter', 'be_alright', 'sortir', 'abréger', 'grève', 'nightfall', 'passer', 'mordre_la_poussière', 'evenfall', 'aurore', 'compter', 'incombent', 'déclin', "déchoir_de_la_grâce_de_l'homme", 'reddition', 'chuter', 'cause', 'acciacatura', 'réduire', 'disparition', 'crépusculaire', 'crépuscule_astronomique', 'augmenter', 'pente_descendante', 'natalia_lesz', 'mourir_au_combat', 'lumière', 'appogiature', 'accroître', 'the_fall', 'crepuscle', 'succomber', "chute_de_l'homme", 'causer', 'gloam', 'entrer', 'devenir', 'épingle', 'chute', 'amoindrir', 'déclinaison', 'arriver', 'revenir', 'descente', 'crepuscule', 'côte', 'aligner', 'relever', 'universe', 'baisser', 'demi-jour', 'accumuler', 'provoquer', 'capitulation', 'believe', 'abaisser', 'retomber', 'diminuer', 'provenir', 'croître', 'venir', 'chute_libre', 'choir', 'sembler', 'fall', 'perte', "s'affaler", 'trouver', 'après', 'tomber', 'déchoir_de_la_grâce', 'déclivité', 'crépuscule_nautique'}
far	{'armée_cubaine', 'far', "armée_de_l'air_cubaine", 'reculé', 'forces_armées_cubaines', 'forces_armées_de_cuba', 'loin', 'forces_armées_révolutionnaires', 'lointain', 'marine_de_guerre_cubaine', 'coefficient_d’occupation_des_sols', 'cos', 'beaucoup', 'fatal_accident_rate', 'interahamwe', 'the_sun_is_often_out', "coefficient_d'occupation_des_sols", "armée_de_l'air_de_cuba", 'anciens_membres_des_forces_armées', 'aéroport_international_hector', 'armée_pour_la_libération_du_rwanda', 'marine_de_guerre', 'alir', 'éloigné', "armée_de_l'air"}
fat	{'lipide', 'astringence', 'lipidique', 'file_allocation_table', 'fédération_de_thaïlande_de_football', 'gros', 'adipeux', 'sec', 'graisses', 'masse_adipeuse', 'engraisser', 'tissu_graisseux', 'glycérolipide', 'tissu_adipeux_souscutané', 'fécond', 'équilibre', 'stypsis', 'gras', 'productif', 'matière_grasse', 'engraissement', 'épais', 'surcharge_pondérale', 'tissus_adipeux', 'adipose', 'corps', 'fat', 'graisse', 'cd36', 'graisse_corporelle', 'fat32', 'graisse_viscérale', 'lipides', 'fruitier', 'fat1', 'federation_de_thailande_de_football', 'adiposis', 'aéroport_international_de_fresno_yosemite', 'riche', "table_d'allocation_des_fichiers", 'embonpoint', 'corpulence', 'tissu_adipeux', 'minéralité', 'fruits', 'surpoids', 'lipoïde', 'obésité', "what's_that_noise?", 'graisser', 'descripteurs_du_vin'}
father	{'dieu_créateur', 'paternité', 'prêtre_régulier', 'avoir', 'père_biologique', 'patrem_omnipotentem', 'prêtre_catholique', 'mère', 'tout-puissant', 'aumônier_militaire', 'divin_père', 'dieu_le_père', 'entrepreneur', "esprit_d'entreprise", 'aïeul', "père_de_l'église", 'fondateur', 'parent_mâle', 'père_éternel', 'générer', 'confident', 'the_gift', 'father', 'prêtre', 'dieu', 'être_suprême', 'entrepreneuriat', 'ancêtre', 'entrepreneur_en_série', "peres_de_l'eglise", 'baba', 'entreprenariat', 'dieu-père', 'entrepreunariat', 'devenir', 'débutant', 'papa_qualifier', 'rendre', 'obtenir', 'dieu_le_pere', 'créateur', 'pères_latins', "père_de_l'eglise", "pères_de_l'église", 'concevoir', 'littérature_patristique', 'sacerdoce_catholique', 'père', 'père_tout_puissant', 'aumôniers_militaires', 'être', 'entrepreneuriale', 'entrepreneurs', "pères_de_l'eglise", 'pères_de_l’eglise', 'donner_naissance_à', 'recevoir', 'engendrer', 'pères_apologistes', 'reproduire', 'co-fondateur', 'pères_de_l’église', 'pères_grecs', 'prêtres_catholiques', 'géniteur'}
fear	{'avoir_la_colique', 'angst', 'marillion', 'clinton_"fear"_loomis', 'la_peur', 'sens_dessus_dessous', 'révérer', 'furcht', 'frayeur', 'angoisse', 'vice_versa', 'vice-versa', 'klinik', 'colique', 'révérence', 'visions_en_direct', 'pétoche', 'craindre', 'fear_series', 'honorer', 'inside_out', 'appréhension', 'frousse', 'peureux', 'redouter', 'épouvante', 'de', 'fear', 'inquiétude', 'f.e.a.r.', 'peur', 'idolâtrer', 'vénération', 'avoir_peur', 'vénérer', 'crainte', 'effroi', 'murder_obsession', 'o_fovos', 'horreur'}
feather	{"plumage_d'éclipse", 'fanon', 'plumage', 'plume', "plumage_d'été", 'yakovlev_yak-17', 'filoplume', 'empennage', 'bavette', "plumage_d'hivers", 'carré', 'cape', 'penniforme', 'hysteria', 'emplumé', 'suikoden_ii', 'fanons', 'plumes', 'feather_river', 'aigrette', 'feather', 'plumages', 'super_mario_kart', 'yakovlev_yak-15', 'empenner', 'barbule', 'kiba_windamier', 'yak-15'}
feeling	{'impression', 'sentiments', 'croyance', 'opinion', 'sentiment', 'sensation_tactile', 'idée', 'sentimental', 'foi', 'effet', 'sens_du_toucher', 'rétroaction_tactile', 'toucher', 'esprit', 'ton', 'tactile', 'sensation', 'saveur', 'système_somato-sensoriel', 'sens', 'regard', 'notion', 'flaveur', 'sentir', 'sentiment_intuitif', 'avis', 'émotion'}
few	{'french_engineering_works', 'peu', 'rare', 'quantité'}
fight	{'combattre', 'bataille', 'militer', 'lutte', 'guerroyer', 'batailler', 'conflit', "s'efforcer", 'compétitivité_économique', 'pousser', 'combat', 'escarmouches', 'croisade', 'fight', 'engagement_militaire', 'défendre', 'lutter', 'engagement', 'battre', 'combat_armé', 'brooke_candy', 'fight!!', 'frames', "s'opposer", 'se_battre', 'entraînement_au_combat', 'compétitivité'}
fingernail	{'ongle_de_pieds', 'périonyxis', 'ongle_de_main', "anatomie_de_l'ongle", 'paronychie', 'ongle', 'onycophagie', 'ongles', 'clou', 'onychopathie', 'ungle'}
fire	{'pompier', 'zèle', 'incendies', 'flamme_de_diffusion', 'incendier', 'ami/armi/fire', 'irriter', 'white_noise', 'heartbreak_on_hold', 'offensive', 'brasier', "i'm_on_fire", "l'incendiaire", 'tina_barrett', 'tir', 'licencier', 'the_heathens_fire', 'déterminer', 'incendie', 'brûler', 'nappe', 'situer', 'terminer', 'kelis_was_here', 'renvoyer', 'smoke_n_mirrors', 'remercier', 'bruler', 'anarchy', 'emerson,_lake_&_palmer', 'conflagration', 'démettre', 'signe_feu', 'inspirer', 'flamme', 'cramer', 'exalter', 'fervidness', 'susciter', 'ardeur', 'partir', 'emerson_lake_and_palmer', 'kindle_fire', 'propagateur', "let's_cheers_to_this", 'fire,_the_acoustic_album', 'attaque', 'ouvrir_le_feu', 'fire', 'chris_corchiani', 'emerson,_lake_and_palmer', 'prescrire', 'nourrir', 'attentat', 'accusation', 'eau_minérale', 'évoquer', 'tirer', 'feu', 'boys_meet_u', 'provoquer', 'virer', 'élever', 'fire/jericho', 'pouvoir', 'dance_commander', 'congédier', 'cuire', 'débaucher', 'mettre_à_la_porte', 'décharger', 'limoger', 'ferveur', 'carburant', 'camp_rock_2:_the_final_jam', 'eau', 'flamboyant', 'flamme_de_prémélange', 'leona_lewis', 'incendies_volontaires'}
fish	{'poissons_comestibles', 'fluorescente_par_hybridation_in_situ', 'derek_william_dick', 'angle', 'go_fish', 'civelles', 'pêcher', 'jasper_fish', 'pisciforme', 'hybridation_in_situ_en_fluorescence', 'friendly_interactive_shell', 'derek_dick', 'ichthyen', 'poisson', 'hybridation_fluorescente_in_situ', 'let_go', 'poissons', 'pterygiophore', 'phish', 'poissons_marins', 'alevin', 'alevins', 'poissons_poissons', 'piscicole', 'la_pêche', 'fluorescent_in_situ_hybridization', 'fish', 'pêche', 'hybridation_fluorescente_in-situ', 'anatomie_des_poissons', 'arête_de_poisson', 'pois', 'pisces', 'poisson_comestible', 'william_derek_dick', 'rayons_mous', 'frai', 'fluorescence_double_hybridation_in_situ', 'glossaire_du_poker', 'poisson_table', 'ichtyofaune', 'sh3pxd2a'}
five	{'୫', '౫', "l'équipe_de_basket-ball", '๕', '፭', '૫', 'quintette', 'cinq', 'quinte', 'channel_five', 'hollywood_undead', '۵', '৫', 'ennéagramme', 'pentad', '٥', 'achiever', 'charlie_scene', 'cinq_survivants', 'nageoire', 'channel_5', 'ennéatype', '5ive', '੫', 'five', 'réussite', 'cinque', '10', 'combat,_5_destins', 'gagnant', 'succeeder', 'succès', 'v', '၅', 'sugarcult', '५', 'phœbé', 'équipe_de_basket-ball', 'enneagramme', '༥', '൫', '໕', 'peu_de_phoebe', '5', 'un_combat,_cinq_destins', 'un_combat,_5_destins', 'ennéagramme_des_neuf_types_de_personnalités', '௫', '೫'}
float	{'vessie_gazeuse', 'ponton', 'liège', 'flotteur', 'souffler', 'nombre_à_virgule_flottante', 'décompression_explosive', 'crème_glacée_de_soude', 'arithmétique_en_virgule_flottante', 'cssoo', 'vessie_gazeuze', 'block,_element,_modifier', 'css3', 'virgule_flottante', 'cascading_style_sheet', 'nombres_à_virgule_flottante', 'naviguer', 'flottant', 'css', 'flotteurs', 'char_allégorique', 'feuilles_de_style_en_cascade', 'arithmétique_flottante', 'bateau_ponton', 'bouchon', 'nager', 'glace_flottante', 'vessie_natatoire', 'décompression_incontrôlée', 'plâtrier_flotteur', 'bobfloat', 'css_3', 'cascading_style_sheets', 'css4', 'part_du_capital_diffusé_dans_le_public', 'fichier_css', 'feuilles_de_style', 'bobber', 'flotter', 'float', 'feuille_de_style_en_cascade', 'dériver', 'nombre_flottant'}
