ability	{'habilidade', 'poder', 'aptidão', 'talento', 'abilidade', 'faculdade', 'capacidade', 'competência', 'habilidade_capacidade'}
egg	{'fim_phasmatodea', 'potchó', 'open_systems_interconnection', 'colhões', 'ballock', 'elíptica', 'teste', 'gema', 'camada_ligação_de_dados', 'ovum', 'saco', 'elípticas', 'óvulo', 'modelo_osi', 'osi/iso', 'elipse', 'camada_rede', 'interconexão_de_sistemas_abertos', 'iso/osi', 'phasmida', 'ovos_de_aves', 'produção_ovos', 'bagos', 'egg', 'augustus_egg', 'postura', 'elípse', 'macrogameta', 'ovo_de_galinha', 'ôvo', 'célula-ovo', 'modelo_referência_osi', 'ovoide', 'camadas_de_software', 'nível_de_rede', 'bicho-de-pau', 'monorquidismo', 'óvulos', 'gónada', 'phasmatodea', 'ovo', 'camada_transporte', 'testicular', 'testículo', 'tomate', 'bicho-pau', 'camada_aplicação', 'arquitetura_osi', 'the_egg', 'ovos', 'colhão', 'testículos', 'oval', 'fim_phasmida', 'setuptools', 'ovais', 'besteira', 'culhão', 'desencapsulamento'}
election	{'eleição_direta', 'sufrágio', 'eleição_indireta', 'candidato', 'election', 'eleitoral', 'reeleição', 'tratado_de_cooperação_em_matéria_de_patentes', 'eleições_diretas', 'política_eleitoral', 'processo_eleitoral', 'eleitos', 'escolha', 'eleição', 'mandado_de_eleição', 'democraticamente_eleito', 'eleições', 'tratado_de_cooperação_de_patentes', 'pleito', 'pct', 'eleição_livre', 'eleições_indiretas', 'voto_popular'}
electron	{'electão', 'eletrões', 'elétron', 'elétrons', 'eléctron', 'electrão', 'eletrons', 'elétrão', 'eletron', 'electrões', 'electrónica', 'eletrão', 'eléctrons', 'electrón', 'electrônio', 'electron', 'amc_electron', 'amc_amitron', 'negatron'}
elegance	{'beleza_clássica', 'karlgeorg_hoefer', 'beaut', 'elegância_matemática', 'elegância', 'beleza_matemática', 'beleza_da_matemática', 'beleza', 'belo', 'elegante'}
emotion	{'human_after_all', 'abalo', 'emocional', 'maverick_sabre', 'emoção_humana', 'sentimento', 'emocionais', 'boy_problems', 'emoção', 'emoções', 'comoção', 'bandai_visual', 'emotion', 'making_the_most_of_the_night', 'your_type', 'sentimento_humano'}
emotionally	{'abalo', 'emoção_humana', 'sentimento', 'emocionais', 'emoção', 'emoções', 'comoção', 'emocionalmente', 'emocional', 'sentimento_humano'}
engine	{'motor_de_jogo', 'motor_de_jogo_vídeo', 'locomotivas_diesel', 'kit_para_desenvolvimento_de_jogos_eletrônicos', 'motor_3d', 'kit_para_desenvolvimento_de_videojogos', 'locomotiva_elétrica', 'locomotiva', 'locomotiva_eléctrica', 'locomotiva_diesel-elétrica', 'motor_de_locomotiva', 'motores', 'kit_de_desenvolvimento_para_videojogos', 'máquina', 'engine', 'locomotivas', 'motor', 'engine_de_jogo', 'ray_alder', 'game_engine'}
english	{'linguagem_americana', 'inglês', 'aiden_english', 'léon_bloy', 'idioma_inglês', 'filologia_inglês', 'inglês_dos_eua', 'inglês_britânico', 'opt-out', 'americano', 'english', 'ingleses', 'glossário_de_termos_de_bilhar', 'inglês_de_língua', 'inglês_americano', 'anexo:glossário_de_termos_de_bilhar', 'inglês_estadunidense', 'estudos_de_inglês', 'english_language', 'em_inglês', 'língua_inglês', 'lingua_inglesa', 'grande_inglês', 'anglicista', 'povo_inglês', 'linguagem_inglesa', 'língua_inglesa'}
event	{'caso', 'evento', 'impacto', 'processador_de_eventos', 'ouvidor', 'êxito', 'conclusão', 'aluno', 'filho', 'fato', 'efeito', 'derivação', 'decorrência', 'produto', 'conseqüência', 'fim', 'curso_fundamental', 'seguimento', 'manipulação_de_eventos', 'efeitos', 'resultado', 'funda', 'desfecho', 'consequência', 'ocasião', 'rendimento', 'teclas', 'acontecimento', 'auditor', 'manipulador_de_eventos', 'keystroke', 'ouvinte', 'batimento_de_tecla'}
experiment	{'testar', 'prova', 'experiências_científicas', 'experimento_científico', 'teste', 'experimental', 'experimentação', 'experiment', 'experimentos', 'grupo_experimental', 'teste_experimental', 'experiência', 'pesquisa_experimental', 'experiência_científica', 'experimento', 'the_experiment', 'experimentar', 'ciência_experimental', 'experimentos_científicos', 'exame', 'tentativa', 'ensaio', 'provar'}
extremely	{'extremamente', 'excessivo', 'demasiado', 'muito', 'altamente', 'muitíssimo'}
eye	{'médio', 'olhar', 'olho_de_ciclone', 'renovo', 'centro', 'óculo', 'olho-de-boi', 'botão', 'ciclos_de_reposição_da_parede_do_olho', 'buraco', 'rebento', 'olho', 'meio', 'ver', 'oculi', 'olhos', 'bolbo_ocular', 'gema', 'the_eye', 'globo_ocular', 'cor', 'oftálmicos', 'olhos_compostos', 'ápice', 'olhos_secundários', 'vista', 'grelo', 'ótico', 'gema_terminal', 'parede_do_olho', 'oculus', 'célula_apical', 'óptica', 'eye', 'olho-d’água', 'coração', 'maconha', 'broto', 'apical', 'gomo', 'jazida', 'intraocular', 'o_olho_do_mal', 'mirar'}
fall	{"she_don't_like_the_lights", 'crepúsculo_náutico', 'iluminar', 'crepuscule', 'appoggiatura', 'lusco-fusco', 'outonar', 'perda', 'outono_austral', 'tombo', 'outono_boreal', 'gloam', 'decrescer', 'decadência', 'declive', 'declinação', 'degenerescência', 'ladeira', 'descenso', 'rendição', 'descendimento', 'descimento', 'pousar', 'tocar', 'precipitar', 'universe', 'downslope', 'baixar', 'declínio', 'queda', 'rebaixamento', 'capitulação', 'outono', 'baixada', 'believe', 'desabar', 'descer', 'the_fall', 'crepúsculo', 'pôr_do_sol', 'estar', 'descensão', 'crepúsculo_da_noite', 'cair', 'redenção', 'alvorada', 'natalia_lesz', 'deliquescência', 'minguar', 'fall', 'crepúsculo_astronômico', 'inclinação', 'diminuir', 'caimento', 'descida', 'take_you', 'lua', 'queda_do_homem', 'corresponder', 'catching_feelings', 'ruína', 'evenfall', 'descender', 'maria', 'anoitecer', 'lusco_fusco', 'crepuscle', 'queda_de_adão'}
far	{'fuerzas_armadas_revolucionarias', 'exército_para_a_libertação_do_ruanda', 'forças_armadas_de_cuba', 'forças_armadas_cubanas', 'ex-forças_armadas', 'aeroporto_internacional_hector', 'far', 'longínquo', 'remoto', 'longe', 'interahamwe', 'forças_armadas_revolucionárias_de_cuba', 'forças_armadas_revolucionárias_cubanas', 'muito', 'alir', 'distante', 'bastante'}
fat	{'excesso_de_peso', 'gordo', 'fat-16', 'fat', 'fat16', 'glycerolipid', 'gordura_corporal', 'gorduras_alimentares', 'unto', 'lipídios', 'adiposidade', 'gordura', 'imaginoso', 'adiposopatia', 'corpo', 'gorduroso', 'lipidios', 'lipidio', 'lipídio', 'file_allocation_table', 'tecido_conjuntivo_adiposo', 'mineralidade', 'tabela_de_alocação_de_ficheiros', 'obeso', 'fat32', 'seco', 'planturoso', 'stypsis', 'fat1', 'frutuoso', 'lipídeos', 'cevar', 'lípide', 'engordar', 'que_está_acima_do_peso_normal', 'frutas', 'gorduras', 'fertilidade', 'gordura_visceral', 'lípido', 'adiposo', 'lipóide', 'lipide', 'lipido', 'fecundo', 'fértil', 'corpulência', 'obesidade', 'generoso', 'lípidio', 'oleosidade', 'lípidos', 'lipídico', 'sobrepeso', 'tecido_gordo', 'tecido_adiposo', 'rico', 'lipídeo', 'equilíbrio', 'produtivo'}
father	{'apa', 'papa', 'santos_padres', 'padre_grego', 'empresário', 'empresários', 'o_menino_eo_cachorro', 'padre_católico_romano', 'antepassado', 'co-fundador', 'progenitor_masculino', 'gnomes', 'father', 'pai_biológico', 'paternidade', 'papai', 'padres_latinos', 'empreendedorismo', 'painho', 'procriar', 'padre_católico', 'crianças', 'senhor', 'pai', 'pai_da_igreja', 'deus,_o_pai', 'empreendedores', 'mentalidade_empreendedora', 'gerar', 'sacerdotes_católicos', 'papá', 'padres_capadócios', 'irmã', 'padres_gregos', 'begetter', 'padre_apostólico', 'deus-pai', 'papai_da_igreja', 'conceber', 'ordenado', 'padres_apostólicos', 'god_father', 'the_gift', 'pais', 'deus_no_islã', 'características_empreendedoras', 'sacerdócio_católico', 'engendrar', 'fundador', 'padres_da_capadócia', 'confident', 'sacerdote', 'pais_da_igreja', 'lista_de_padres_da_igreja', 'bobby', 'deus_pai', 'empreendedor_serial', 'ter_filho', 'padre_da_igreja', 'patrísticos', 'padre_latino', 'deus_no_islão', 'deus', 'empreendedor', 'padre_capadócio', 'padres_da_igreja', 'características_do_empreendedor', 'padre'}
fear	{'horror', 'venerar', 'miúfa', 'medos', 'achar', 'pavor', 'ter_medo_de', 'temor', 'mesura', 'temer', 'medo', 'temeroso', 'susto', 'f.e.a.r.', 'cuidado', 'inside_out', 'consternação', 'médão', 'reverência', 'receio', 'divertida-mente', 'marillion', 'banda_fear', 'duna', 'deferência', 'divertida_mente', 'ter\nmedo\nde', 'terror', 'inquietude', 'fear', 'recear', 'preocupação', 'veneração'}
feather	{'smk', 'plumagem', 'suikoden_2', 'filoplume', 'tetriz', 'plumadas', 'rio_feather', 'penacho', 'pluma', 'mario_kart', 'penas', 'tectriz', 'emplumar', 'plumagem_eclipse', 'super_mario_kart', 'pena', 'barbule', 'rémige', 'rêmige'}
feeling	{'sensação_de_toque', 'sentimental', 'ideia', 'feedback_tátil', 'sentimento', 'tátil', 'noção', 'emoção', 'emotivo_sensível', 'espírito', 'sensação_tátil', 'sentimento_intuitivo', 'sentido_do_tato', 'opinião', 'sensação', 'sistema_somatossensorial', 'idéia', 'impressão', 'tom', 'sentimentos', 'crença', 'somatossensorial'}
few	{'soma', 'quantidade', 'poucos', 'número'}
fight	{'ataque', 'peleja', 'combater', 'choque', 'defender', 'desavença', 'saturation_ii', 'oposição', 'refrega', 'duelo', 'contenda', 'justa', 'travar', 'certâmen', 'luta', 'resistir', 'jogo', 'assal-to', 'antagonismo', 'certame', 'desinteligência', 'transe', 'engajamento', 'conflito', 'pelejar', 'debater-se', 'fight', 'batalha', 'confronto_bélico', 'enfrentar', 'brigas', 'disputa', 'confronto', 'desunião', 'fogo', 'requesta', 'conflito_bélico', 'brigar', 'guerra', 'briga', 'guerrear', 'conflito_militar', 'discórdia', 'envolvimento_militar', 'discussão', 'combatente', 'rolo', 'beligerante', 'combate', 'renhir', 'batalhar', 'opor', 'batalhas', 'rivalidade', 'ação', 'confronto_militar', 'combatentes', 'lidar', 'desporto', 'escaramuças', 'recontro', 'contra', 'combate_armado', 'esforçar-se', 'treinamento_de_combate', 'altercação', 'competitividade', 'lutas', 'combate_terrestre', 'rixa', 'pugna', 'lutar'}
fingernail	{'unhas', 'placa_ungueal', 'unha'}
fire	{'fire/jericho', 'descarregar', 'tiro', 'extinção_de_incêndios', 'largar', 'alimentar', 'fervor', 'impor', 'anarchy', 'arder', 'correr', 'chaminé', 'emerson,_lake_and_palmer', 'estimular', 'língua-de-fogo', 'depor', 'camp_rock_2:_the_final_jam', 'ardor', 'aviar', 'fulgor', 'destituir', 'emerson,_lake_&_palmer', 'lava', 'boys_meet_u', 'vida_que_você_quer_ter', "let's_cheers_to_this", 'lar', 'ardente', 'exaltação', 'chamariz', 'queimar', 'kelis_was_here', 'assar', 'i_am', 'fire', 'aguçar', 'despachar', 'flama', 'despertar', 'ataque', 'chamas', 'despedir', 'tina_barrett', 'elemento_fogo', 'concitar', 'lançar', 'atear_fogo', 'emerson,_lake_e_palmer', 'suscitar', 'faísca', 'lume', 'labaredas', 'what_we_came_here_for', 'fervidness', 'lavareda', 'incendiar', 'emerson_lake_and_palmer', 'disparar', 'zelo', 'fogo', 'demitir', 'destronar', 'conflagração', 'leona_lewis', 'chama', 'desempregar', 'ígneo', 'inferno', 'incêndio', 'labareda', 'provocar', 'luzeiro', 'kindle_fire', 'incitar', 'different_summers', 'fogueira', 'exonerar', 'licenciar', 'emerson_lake_&_palmer', 'dispensar', 'heartbreak_on_hold', 'camp_rock_2_soundtrack', 'acordar', 'incêndios'}
fish	{'pescar', 'go_fish', 'alevinos', 'peixe_mesa', 'peixes', 'peixes_os_peixes', 'peixe', 'pisces', 'comida_de_peixe', 'sh3pxd2a', 'ictiofauna', 'peixes:', 'pterigióforo', 'hibridização_fluorescente_in_situ', 'ictico', 'pescado', 'anatomia_dos_peixes', 'alevino', 'catar', 'raios_moles', 'fish', 'procurada', 'peixes_ósseos', 'hibridação_in_situ_fluorescente', 'barbatana_peitoral', 'peixes_marinhos', 'peix', 'derek_william_dick', 'phish', 'cardume', 'elver'}
five	{'05', 'período_de_cinco_anos', 'cinco', 'sugarcult', 'cincão', '5', 'êxito', 'channel_5', 'pouco_phoebe', 'sucesso', 'v', 'day_of_the_dead', 'shady_jeff', 'vencedor', 'cinque', 'succeeder', 'jordon_terrell', 'ganhador', 'danny_murillo', 'five', 'hollywood_undead', 'empreendedor', 'sean_conlon', 'eneagrama_de_personalidade', 'dylan_alvarez', 'time_de_basquete', 'charlie_scene'}
float	{'flutuador', 'folha_de_estilos', 'ponton', 'bexiga_natatória', 'vírgula_flutuante', 'aritmética_de_ponto_flutuante', 'vagar', 'assoprar', 'cascading_style_sheet', 'bobber', 'flutuadores', 'flutuador_público', 'sorvete_de_soda', 'sorvete-float', 'método_do_ponto_flutuante', 'bexiga_de_gás', 'folhas_de_estilo', 'folha_de_estilo_em_cascata', 'free_float', 'flutuar', 'números_de_ponto_flutuante', 'nadar', 'css', 'vesícula_gasosa', 'flutuante', 'carro_alegórico', 'descompressão_explosiva', 'derivar', 'flutuador_estucador_de', 'cascading_style_sheets', 'ponto_flutuante', 'bexiga_de_ar', 'bobfloat', 'número_de_ponto_flutuante', 'soprar', 'folhas_de_estilo_em_cascata', 'boiar', 'bufar', 'pontão', 'descompressão_descontrolada', 'barco_do_pontão', 'pairar', 'float'}
flow	{'artistas_de_rap', 'luir', 'fluxo_constante', 'keigo_hayashi', 'menstruação', 'menstruacao', 'rede', 'grilhão', 'rapping', 'young_money_entertainment', 'aguagem', 'corriqueiro', 'iwasaki_hiroshi', 'dinâmica_de_fluidos', 'mestruação', 'menstruar', 'correr', 'flow!', 'período_menstrual', 'hidrodinâmico', 'rappers', 'torrente', 'rio', 'crescer', 'iwasaki', 'menarca', 'regra', 'fluidodinâmica', "got's", 'catamenia', 'fluxo', 'hidráulica', 'rhythm_and_poetry', 'escorrer', 'fase_lútea', 'hidraulicamente', 'gravity_recovery_and_interior_laboratory', 'emceeing', 'taxa_de_fluxo', 'rede_de_fluxo', 'caudal', 'cadeia', 'take', 'proto-rap', 'young_money:_rise_of_an_empire', 'período_mestrual', 'corredio', 'fluxo_volumétrico', 'dinâmica_dos_fluidos', 'florent_mothe', 'taxa_de_fluxo_volumétrico', 'keigo', 'pressão_hidráulica', 'período', 'corrente', 'escorrimento', 'rapper', 'kohshi_asakawa', 'young_money', 'sistema_hidráulico', 'mecânica_dos_fluidos', 'brotar', 'dynamicist_fluido', 'rap', 'regras', 'fluxos', 'desabar', 'mecânica_de_fluidos', 'manar', 'física_de_fluidos', 'cair', 'menarcas', 'caminho_de_aumento', 'hidráulico', 'fluxo_de_rede', 'flow', 'gravidez_histérica', 'habitual', 'take_asakawa', 'kohshi', 'fluir', 'fluxo_de_fluido', 'curso', 'escoamento', 'hip_hop'}
flower	{'mind_of_mine', 'gackt_camui', 'florir', 'campaniforme', 'auge', 'bambi', 'florada', 'flores', 'gackt', 'cera_epicuticular', 'florescer', 'florais', 'relient_k', 'like_i_would', 'frutificação', 'play', 'apogeu', 'flor', 'morfologia_floral', 'desabrochar', 'estação_de_crescimento', 'brotos', 'estação_crescimento', 'pentâmera', 'tetrâmera', 'floração', 'flor_unissexual', 'flower', 'agentes_polinizadores_das_fores'}
fly	{'azular', 'pilotar', 'moscas', 'escamar', 'sumir-se', 'mariposa', 'escapar', 'rainfly', 'moscas_verdadeiras', 'rio_fly', 'relaxa', 'pirar-se', 'correr', 'independente', 'bazar', 'ciara_harris', 'voar_frente', 'díptero', 'terminologia_vexilológica', 'esquipar', 'derreter', 'fugir', 'borboleta', 'desalvorar', 'evadir-se', 'the_fly', 'abalar', 'a_légy', 'voar_folha', 'fazer_voar', 'viajar_de_avião', 'borboletas', 'pisgar-se', 'wanessa_-_ao_vivo', 'wanessa', 'voar', 'fly_ball', 'tenda_fly-', 'desviar-se', 'fly', 'nado_borboleta', 'cavar', 'desaparecer', 'avionar', 'w_in_tour..._era_uma_vez', 'escapulir-se', 'culpada', 'estilo_borboleta', 'lascar', 'debandar', 'simbologia_vexilológica', 'nado_mariposa', 'desandar', 'desopilar', 'inseto_díptero', 'era_uma_vez', 'elevação_lateral_dos_braços', 'álbuns_de_ciara', 'vanessa_camargo', 'i_bet', 'elevação_lateral', 'a_mosca_da_cabeça_branca', 'wanessa_camargo', 'wanessa_godói_camargo_buaiz', 'raspar-se', 'wanessa:_10_anos_-_ao_vivo', 'desarvorar', 'ciara', 'amuleto_protetor', 'wanessa_godói_camargo', 'dípteros', 'grimpar', 'atravessar', 'raspar', 'pirar', 'escoar-se', 'dar_azo', 'safar-se', 'diptera', 'braguilha', 'tenda', 'amor_amor', 'mosca', 'zíper', 'zagaiar', 'a_mosca'}
fog	{'nevoeiros', 'esconder', 'névoa', 'cerração', 'encobrir', 'neblina', 'nevoeiro', 'the_fog', 'bruma', '10th_avenue_freakout', 'a_névoa', 'trevas', 'zfpm1'}
food	{'produtos_alimentícios', 'vianda', 'comestíveis', 'alimento', 'alimento_sólido', 'alimento_intelectual', 'alimento_para_o_pensamento', 'nutriente', 'mantimento', 'comidas', 'paparoca', 'nutrimento', 'comestível', 'comida', 'ciência_de_alimentos', 'trincadeira', 'nutrientes', 'manja', 'manjua', 'alimentos', 'kirby', 'sustento', 'meta_knight', 'macronutrientes', 'alimentação', 'comer'}
foot	{'sopé', 'unidade_métrica', 'escota', 'soldados_de_infantaria', 'invertebrados_pé', 'peanha', 'fundamento', 'pagar', 'pé', 'ovém', 'understructure', 'clã_do_pé', 'máquinas_de_costura', 'brandái', 'pé_humano', 'infantaria', 'pada', 'fundação', 'infante', 'molusco', 'mollusca', 'regimento_de_infantaria', 'base', 'máquina_de_costura', 'pés', 'pés_métricos', 'falda', 'pé_métrico', 'foot_clan', 'folha_de_tempo', 'folha', 'pes', 'moluscos', 'vela_grande', 'alicerce', 'mainsheet', 'pedestal', 'pata_de_animal', 'brandal', 'filo_mollusca', 'foot', 'colareti', 'punho', 'mortalha', 'perna'}
forest	{'arborizada', 'nottingham_forest_football_club', 'nottingham_forest', 'floresta', 'arvoredo_silvestre', 'nottingham_forest_f.c.', 'bosque', 'florestas_de_coníferas', 'madeira', 'matas_das_regiões_temperadas', 'nottingham_forest_fc', 'floresta_de_coníferas', 'forest', 'timberland', 'floresta_natural', 'árvore', 'florestar', 'arvoredo', 'wälder', 'árvore_enraizada', 'rengeteg', 'vorst', 'a_selva', 'selva', 'florestas', 'madeiras', 'mata', 'bosques', 'matas', 'selva_bosque_mata'}
four	{'quaterna', 'year_of_4', 'pop_world', 'tetraktys', 'êxito', 'quaternions', 'quatro', 'planetary', 'fronteira', 'four:_a_divergent_collection', 'four', '4', 'forth', 'sucesso', 'quaternion', 'tétrade', 'número_quatro', 'quaternidade', 'seis', 'quaternião', 'quatro-ponto', 'channel_four', 'lay_up_under_me', 'beyoncé:_year_of_4', 'vencedor', 'succeeder', "schoolin'_life", 'little_joe', 'fireproof', 'quatérnio', 'ganhador', '⁴', 'tetractys', 'suburban_kids_with_biblical_names', 'channel_4', 'empreendedor', 'dance_for_you', '04', 'quarteto', 'eneagrama_de_personalidade'}
freeze	{'ponto_de_congelação', 'bloquear', 'freeze', 'suspender', 'gelar', 'usuário(a):rpez/ponto_de_congelamento', 'pendurar', 'freeez', 'bloodline', 'todd_smith', 'solidificar', 'congelar', 'esfriar', 'ponto_de_congelamento', 'frio', 'solidificação', 'congelação', 'congelamento', 'endurecer', 'jordin_sparks', 'ponto_de_solidificação', 'geada'}
fruit	{'frutas', 'produção', 'fruit', 'fruto', 'mineralidade', 'frutos', 'seco', 'stypsis', 'produto', 'fruto_carnoso', 'vagem', 'equilíbrio', 'corpo', 'fruta'}
full	{'fase_cheia_da_lua', 'full-of-the-moon', 'completo', 'austero', 'crescer', 'cheiamente', 'cheio', 'todinho', 'cheia', 'indiviso', 'absoluto', 'integral', 'total', 'inteira', 'pleno', 'lua_cheia', 'perfeito', 'satisfeito', 'largo', 'fechado', 'global', 'satisfatório', 'plenilúnio', 'repleto', 'amplo', 'em_cheio', 'repleta', 'inteiriço', 'inteiro', 'completamente', 'imperturbável', 'totalmente', 'lotado', 'plenamente', 'cabal'}
garbage	{'lixo', 'only_happy_when_it_rains', 'garbage', 'resíduos_domésticos', 'sobras', 'sucata_de_ferro', 'resíduos_urbanos', 'limpeza_urbana', 'recusar', 'bones', 'resíduo_urbano', 'bobagem', 'descartado', 'lixos_urbanos', 'resíduo_sólido', 'the_music_of_grand_theft_auto_v', 'produto_de_resíduos', 'desperdiçar_a_matéria', 'resíduo', 'desperdício_de_alimentos', 'desperdício', 'refugo', 'withering_to_death.', 'resíduos', 'besteira', 'sucata', 'resíduos_sólidos_urbanos', 'rsu', 'detritos', 'withering_to_death', 'resíduos_sólidos', 'resíduos_de_metais', 'cama_de_palha_para_animais', 'detritos_residuais', 'lixo_urbano', 'resíduo_sólido_urbano', 'cama_de_feno_para_animais', 'veículos_abandonados', 'lixo_doméstico', 'restos_de_comida', 'negar-sea', 'rejeito'}
give	{'oferta', 'fazer', 'prenda', 'realizar', 'mimo', 'prover', 'alimentar', 'conferir', 'presente', 'quebrar', 'doação', 'abrir', 'emprestar', 'deixar', 'permitir', 'oferenda', 'prestar', 'abater', 'trespassar', 'confiar', 'sacrificar', 'descadastrar', 'concessão', 'causar', 'tributar', 'aplicar-se', 'ter', 'the_giver', 'springiness', 'dar', 'entregar', 'existente', 'estimar', 'contribuir', 'dar_de_presente', 'premiar', 'estabelecer', 'circunstante', 'presentes', 'regalar', 'donativo', 'sustentar', 'oferecimento', 'nutrir', 'comunicar', 'desmoronar', 'outorgar', 'elasticidade', 'partir', 'o_doador_de_memórias', 'presentear', 'dádiva', 'pôr', 'consagrar', 'sagrar', 'produzir', 'vistoriar', 'traspassar', 'lembrança', 'gerar', 'dedicar', 'dom', 'pet_your_friends', 'cadastrar', 'atribuir', 'devotar', 'desabar', 'brinde', 'ceder', 'oferecer', 'cair', 'transmitir', 'passar', 'provocar', 'acercar', 'ruir', 'empenhar-se', 'atualidade', 'alcançar', 'aplicar', 'resultar', 'dada', 'conceder', 'cold', 'comprometer'}
gold	{'disco_de_diamante', 'teste_beta', 'medalha_ouro', 'disco_de_ouro', 'ouro_filão', 'disco_prata', 'versão_de_software', 'medalha_de_ouro', 'au', 'certificação_por_vendas_de_gravação_musical', 'aurífico', 'beta_aberto', 'classics_live!_vol._2', 'disco_de_prata', 'aurígero', 'lançamento_de_software', 'software_beta', 'alfa_teste', 'disco_de_diamante_triplo', 'liberação_de_software', 'gold', 'amarelo-ouro', 'discos_de_platina', 'disco_de_platina_triplo', 'software_alfa', 'release_to_manufacturing', 'certificado_ouro', 'ouro_nativo', 'disco_de_platina_sêxtuplo', 'platinum_europe_award', 'disco_de_platina_quíntuplo', 'anthology', 'certificação_de_platina', 'certificação_platina', 'beta_fechado', 'discos_de_ouro', 'disco_de_diamante_duplo', 'saturation', 'aurífero', 'medalhista_de_ouro', 'certificação_de_ouro', 'elemento_79', 'release_candidate', 'young_lust:_the_aerosmith_anthology', 'disco_de_platina_quádruplo', 'número_atômico_79', 'kiss_gold_1974-1982', 'teste_alfa', 'wanna_one', 'pré-alfa', 'âmbar', 'abba_gold:_greatest_hits', 'froot', 'áurea', 'disco_de_platina_séptuplo', 'dupla_platina', 'abba_gold', 'medalhas_de_ouro', 'disco_de_platina_duplo', 'platina_triplo', 'beta_pública', '4955_gold', 'the_heist', 'versão', 'platina_duplo', 'medalha_de_ouro_olímpica', 'ciclo_vida_do_software', 'platina', 'versão_alfa', 'disco_de_diamente', 'âmbar-cinzento', 'ouro', 'beta-teste', 'multi-platina', 'de_ouro', 'sir_sly', 'amarelo_ouro', 'oiro', 'amarelo', 'certificações_por_vendas_de_gravação_musical', 'áureo', 'bobby_brown', 'fase_desenvolvimento', 'disco_de_platina', 'alfa_software', 'versão_beta', 'randgold_resources', 'dourado', 'abba_gold_-_greatest_hits', 'beta_tester', 'dourada'}
good	{'fazenda', 'competente', 'entendedor', 'bens_móveis', 'próximo', 'o_bem_e_o_mal', 'eficaz', 'seguro', 'sábio', 'bom', 'bem_econômico', 'um_homem_bom', 'respeitável', 'thomas_sword_good', 'ajeitado', 'matraqueado', 'benefício', 'juro', 'sério', 'boa', 'g.o.o.d._music', 'valor', 'arguto', 'barra', 'adestrado', 'ardiloso', 'encartado', 'louvado', 'ideal', 'bom_comércio', 'efetivo', 'desembaraçado', 'commodities', 'valores_éticos', 'talentoso', 'bens', 'vivido', 'justo', 'hábil', 'digno_de_confiança', 'experiente', 'experto', 'técnico', 'versado', 'benéfico', 'entendido', 'pleno', 'experimentado', 'bondade', 'prático', 'bem_móvel', 'interesse', 'bem', 'completamente', 'apreço', 'habilidoso', 'rodado', 'valores_humanos', 'commodity', 'professo', 'conhecido', 'encanecido', 'saudável', 'estratégico', 'libellé', 'minuciosamente', 'artigo', 'gênero', 'reto', 'objecto_posto_à_venda', 'lucro', 'batido', 'mestre', 'mercadoria', 'esperto', 'inteiro', 'exercitado', 'veterano', 'grave', 'são', 'desenrascado', 'bens_materiais', 'getting_out_our_dreams', 'good', 'perito', 'completo', 'calejado_(', 'produto_de_base', 'operacionalidade', 'consumado', 'sabedor', 'honorável', 'vantajoso', 'good_music', 'especialista', 'espada', 'expedito', 'estimável', 'produto', 'virtude', 'conhecedor', 'utilidade', 'género'}
grass	{'gramínia', 'marijuana', 'espiguetas', 'canabis', 'gunter_wilhelm_grama', 'cânabis', 'gramíneas', 'günter_graß', 'gunter_grass', 'gramínea', 'trair', 'forragem', 'fumo', 'graminoid', 'grass_gis', 'grama', 'relva', 'suruma', 'mato', 'cannabis', 'mary_jane', 'família_gramineae', 'denunciar', 'stoner', 'skylarking', 'ganza', 'forragens', 'supergrass', 'pastagens', 'sens', 'gramineae', 'deusa_verde', 'maconha', 'grass', 'günther_grass', 'poaceae', 'atraiçoar', 'pastagem', 'sporobolus_caespitosus', 'günter_grass', 'lombra', 'pasto', 'graminaceae', 'nothing_can_stop_us', 'canábis', 'erva_medicinal', 'ganja', 'erva', 'delatar', 'guenter_grass', 'sess', 'capim', 'graminae', 'soruma', 'liamba', 'poáceas', 'família_de_grama', 'família_poaceae', 'família_graminaceae', 'eatage', 'maconheiro', 'pastos'}
great	{'notável', 'grande', 'excepcional', 'extenso', 'formidável', 'o_máximo', 'amplo', 'bem', 'muito_bom', 'rxfp2', 'grávida', 'grandeza', 'illustriousness', 'grandioso', 'capital', 'brutal', 'estonteante'}
